# snr	lpix	mpix	boxc_width	time	dm	iblk	rawsn	total_sample	obstime_sec	mjd	dm_pccm3	ra_deg	dec_deg	ibeam	latency_ms
6.4	127	128	1	172	6	0	205	172	2.3777	60445.381735511	30.585	128.83943	-45.17639	20	2374.3
6.1	128	128	1	198	6	0	196	198	2.7372	60445.381739671	30.585	128.83333	-45.17639	20	2014.9
9.4	128	128	0	223	6	0	301	223	3.0828	60445.381743671	30.585	128.83333	-45.17639	20	1669.3
8.5	128	127	0	223	6	0	274	223	3.0828	60445.381743671	30.585	128.83333	-45.18069	20	1669.3
8.6	129	128	0	223	6	0	278	223	3.0828	60445.381743671	30.585	128.82724	-45.17639	20	1669.3
7.9	129	127	0	223	6	0	254	223	3.0828	60445.381743671	30.585	128.82724	-45.18069	20	1669.3
7.0	130	128	0	223	6	0	224	223	3.0828	60445.381743671	30.585	128.82114	-45.17639	20	1669.3
6.4	130	127	0	223	6	0	206	223	3.0828	60445.381743671	30.585	128.82114	-45.18068	20	1669.3
7.5	126	128	0	217	6	0	240	217	2.9998	60445.381742711	30.585	128.84552	-45.17639	20	1752.2
6.8	126	127	0	217	6	0	220	217	2.9998	60445.381742711	30.585	128.84552	-45.18068	20	1752.2
9.0	127	128	0	217	6	0	288	217	2.9998	60445.381742711	30.585	128.83943	-45.17639	20	1752.2
8.2	127	127	0	217	6	0	264	217	2.9998	60445.381742711	30.585	128.83943	-45.18069	20	1752.2
9.5	128	128	1	230	6	0	307	230	3.1795	60445.381744791	30.585	128.83333	-45.17639	20	1572.5
8.5	128	127	1	230	6	0	274	230	3.1795	60445.381744791	30.585	128.83333	-45.18069	20	1572.5
8.9	129	128	1	230	6	0	286	230	3.1795	60445.381744791	30.585	128.82724	-45.17639	20	1572.5
7.9	129	127	1	230	6	0	254	230	3.1795	60445.381744791	30.585	128.82724	-45.18069	20	1572.5
7.3	130	128	1	230	6	0	234	230	3.1795	60445.381744791	30.585	128.82114	-45.17639	20	1572.5
6.4	130	127	1	230	6	0	207	230	3.1795	60445.381744791	30.585	128.82114	-45.18068	20	1572.5
7.5	126	128	1	230	6	0	242	230	3.1795	60445.381744791	30.585	128.84552	-45.17639	20	1572.5
6.7	126	127	1	230	6	0	217	230	3.1795	60445.381744791	30.585	128.84552	-45.18068	20	1572.5
9.0	127	128	1	230	6	0	291	230	3.1795	60445.381744791	30.585	128.83943	-45.17639	20	1572.5
8.1	127	127	1	230	6	0	260	230	3.1795	60445.381744791	30.585	128.83943	-45.18069	20	1572.5
11.3	128	128	0	236	6	0	364	236	3.2625	60445.381745751	30.585	128.83333	-45.17639	20	1489.6
10.2	128	127	0	236	6	0	329	236	3.2625	60445.381745751	30.585	128.83333	-45.18069	20	1489.6
10.3	129	128	0	236	6	0	330	236	3.2625	60445.381745751	30.585	128.82724	-45.17639	20	1489.6
9.2	129	127	0	236	6	0	297	236	3.2625	60445.381745751	30.585	128.82724	-45.18069	20	1489.6
8.1	130	128	0	236	6	0	262	236	3.2625	60445.381745751	30.585	128.82114	-45.17639	20	1489.6
7.3	130	127	0	236	6	0	236	236	3.2625	60445.381745751	30.585	128.82114	-45.18068	20	1489.6
6.8	125	128	0	236	6	0	218	236	3.2625	60445.381745751	30.585	128.85162	-45.17639	20	1489.6
6.1	125	127	0	236	6	0	197	236	3.2625	60445.381745751	30.585	128.85162	-45.18068	20	1489.6
9.2	126	128	0	236	6	0	296	236	3.2625	60445.381745751	30.585	128.84552	-45.17639	20	1489.6
8.4	126	127	0	236	6	0	269	236	3.2625	60445.381745751	30.585	128.84552	-45.18068	20	1489.6
10.9	127	128	0	236	6	0	351	236	3.2625	60445.381745751	30.585	128.83943	-45.17639	20	1489.6
9.9	127	127	0	236	6	0	319	236	3.2625	60445.381745751	30.585	128.83943	-45.18069	20	1489.6
6.7	128	128	1	243	6	0	217	243	3.3592	60445.381746871	30.585	128.83333	-45.17639	20	1392.8
6.0	128	127	1	243	6	0	194	243	3.3592	60445.381746871	30.585	128.83333	-45.18069	20	1392.8
6.2	129	128	1	243	6	0	198	243	3.3592	60445.381746871	30.585	128.82724	-45.17639	20	1392.8
6.5	127	128	1	243	6	0	209	243	3.3592	60445.381746871	30.585	128.83943	-45.17639	20	1392.8
9.0	128	128	0	249	6	0	290	249	3.4422	60445.381747831	30.585	128.83333	-45.17639	20	1309.8
8.1	128	127	0	249	6	0	262	249	3.4422	60445.381747831	30.585	128.83333	-45.18069	20	1309.8
8.3	129	128	0	249	6	0	268	249	3.4422	60445.381747831	30.585	128.82724	-45.17639	20	1309.8
7.5	129	127	0	249	6	0	241	249	3.4422	60445.381747831	30.585	128.82724	-45.18069	20	1309.8
6.7	130	128	0	249	6	0	216	249	3.4422	60445.381747831	30.585	128.82114	-45.17639	20	1309.8
6.1	130	127	0	249	6	0	195	249	3.4422	60445.381747831	30.585	128.82114	-45.18068	20	1309.8
7.0	126	128	0	249	6	0	225	249	3.4422	60445.381747831	30.585	128.84552	-45.17639	20	1309.8
6.3	126	127	0	249	6	0	204	249	3.4422	60445.381747831	30.585	128.84552	-45.18068	20	1309.8
8.5	127	128	0	249	6	0	274	249	3.4422	60445.381747831	30.585	128.83943	-45.17639	20	1309.8
7.7	127	127	0	249	6	0	248	249	3.4422	60445.381747831	30.585	128.83943	-45.18069	20	1309.8
9.5	128	128	1	4	7	0	307	4	0.0553	60445.381708631	35.682	128.83333	-45.17639	20	4696.7
8.5	128	127	1	4	7	0	275	4	0.0553	60445.381708631	35.682	128.83333	-45.18069	20	4696.7
8.7	129	128	1	4	7	0	279	4	0.0553	60445.381708631	35.682	128.82724	-45.17639	20	4696.7
7.6	129	127	1	4	7	0	246	4	0.0553	60445.381708631	35.682	128.82724	-45.18069	20	4696.7
6.8	130	128	0	3	7	0	219	3	0.0415	60445.381708471	35.682	128.82114	-45.17639	20	4710.5
6.3	130	127	0	3	7	0	202	3	0.0415	60445.381708471	35.682	128.82114	-45.18068	20	4710.5
7.3	126	128	0	3	7	0	236	3	0.0415	60445.381708471	35.682	128.84552	-45.17639	20	4710.5
6.6	126	127	0	3	7	0	212	3	0.0415	60445.381708471	35.682	128.84552	-45.18068	20	4710.5
8.7	127	128	0	3	7	0	280	3	0.0415	60445.381708471	35.682	128.83943	-45.17639	20	4710.5
7.9	127	127	0	3	7	0	253	3	0.0415	60445.381708471	35.682	128.83943	-45.18069	20	4710.5
8.5	128	128	0	42	7	0	275	42	0.5806	60445.381714711	35.682	128.83333	-45.17639	20	4171.4
7.7	128	127	0	42	7	0	247	42	0.5806	60445.381714711	35.682	128.83333	-45.18069	20	4171.4
7.9	129	128	0	42	7	0	253	42	0.5806	60445.381714711	35.682	128.82724	-45.17639	20	4171.4
7.1	129	127	0	42	7	0	227	42	0.5806	60445.381714711	35.682	128.82724	-45.18069	20	4171.4
6.3	130	128	0	42	7	0	204	42	0.5806	60445.381714711	35.682	128.82114	-45.17639	20	4171.4
6.7	126	128	0	42	7	0	217	42	0.5806	60445.381714711	35.682	128.84552	-45.17639	20	4171.4
6.0	126	127	0	42	7	0	194	42	0.5806	60445.381714711	35.682	128.84552	-45.18068	20	4171.4
8.1	127	128	0	42	7	0	262	42	0.5806	60445.381714711	35.682	128.83943	-45.17639	20	4171.4
7.3	127	127	0	42	7	0	235	42	0.5806	60445.381714711	35.682	128.83943	-45.18069	20	4171.4
6.4	128	128	1	62	7	0	206	62	0.8571	60445.381717911	35.682	128.83333	-45.17639	20	3894.9
6.1	127	128	1	62	7	0	195	62	0.8571	60445.381717911	35.682	128.83943	-45.17639	20	3894.9
7.3	128	128	0	81	7	0	235	81	1.1197	60445.381720951	35.682	128.83333	-45.17639	20	3632.3
6.5	128	127	0	81	7	0	210	81	1.1197	60445.381720951	35.682	128.83333	-45.18069	20	3632.3
6.7	129	128	0	81	7	0	215	81	1.1197	60445.381720951	35.682	128.82724	-45.17639	20	3632.3
6.9	127	128	0	81	7	0	223	81	1.1197	60445.381720951	35.682	128.83943	-45.17639	20	3632.3
6.2	127	127	0	81	7	0	199	81	1.1197	60445.381720951	35.682	128.83943	-45.18069	20	3632.3
6.7	128	128	1	88	7	0	215	88	1.2165	60445.381722071	35.682	128.83333	-45.17639	20	3535.5
6.1	128	127	1	88	7	0	196	88	1.2165	60445.381722071	35.682	128.83333	-45.18069	20	3535.5
6.2	129	128	1	88	7	0	199	88	1.2165	60445.381722071	35.682	128.82724	-45.17639	20	3535.5
6.3	127	128	1	88	7	0	204	88	1.2165	60445.381722071	35.682	128.83943	-45.17639	20	3535.5
7.4	128	128	1	146	7	0	237	146	2.0183	60445.381731351	35.682	128.83333	-45.17639	20	2733.7
6.8	128	127	1	146	7	0	220	146	2.0183	60445.381731351	35.682	128.83333	-45.18069	20	2733.7
6.9	129	128	1	146	7	0	222	146	2.0183	60445.381731351	35.682	128.82724	-45.17639	20	2733.7
6.4	129	127	1	146	7	0	205	146	2.0183	60445.381731351	35.682	128.82724	-45.18069	20	2733.7
6.9	127	128	1	146	7	0	222	146	2.0183	60445.381731351	35.682	128.83943	-45.17639	20	2733.7
6.4	127	127	1	146	7	0	207	146	2.0183	60445.381731351	35.682	128.83943	-45.18069	20	2733.7
9.8	128	128	0	152	7	0	314	152	2.1012	60445.381732311	35.682	128.83333	-45.17639	20	2650.8
8.9	128	127	0	152	7	0	286	152	2.1012	60445.381732311	35.682	128.83333	-45.18069	20	2650.8
8.9	129	128	0	152	7	0	287	152	2.1012	60445.381732311	35.682	128.82724	-45.17639	20	2650.8
8.1	129	127	0	152	7	0	261	152	2.1012	60445.381732311	35.682	128.82724	-45.18069	20	2650.8
7.1	130	128	0	152	7	0	227	152	2.1012	60445.381732311	35.682	128.82114	-45.17639	20	2650.8
6.4	130	127	0	152	7	0	206	152	2.1012	60445.381732311	35.682	128.82114	-45.18068	20	2650.8
7.8	126	128	0	152	7	0	250	152	2.1012	60445.381732311	35.682	128.84552	-45.17639	20	2650.8
7.2	126	127	0	152	7	0	231	152	2.1012	60445.381732311	35.682	128.84552	-45.18068	20	2650.8
9.3	127	128	0	152	7	0	300	152	2.1012	60445.381732311	35.682	128.83943	-45.17639	20	2650.8
8.5	127	127	0	152	7	0	275	152	2.1012	60445.381732311	35.682	128.83943	-45.18069	20	2650.8
11.3	128	128	0	165	7	0	365	165	2.2810	60445.381734391	35.682	128.83333	-45.17639	20	2471.1
10.2	128	127	0	165	7	0	329	165	2.2810	60445.381734391	35.682	128.83333	-45.18069	20	2471.1
10.4	129	128	0	165	7	0	335	165	2.2810	60445.381734391	35.682	128.82724	-45.17639	20	2471.1
9.4	129	127	0	165	7	0	302	165	2.2810	60445.381734391	35.682	128.82724	-45.18069	20	2471.1
8.3	130	128	0	165	7	0	267	165	2.2810	60445.381734391	35.682	128.82114	-45.17639	20	2471.1
7.5	130	127	0	165	7	0	242	165	2.2810	60445.381734391	35.682	128.82114	-45.18068	20	2471.1
6.2	125	128	0	165	7	0	201	165	2.2810	60445.381734391	35.682	128.85162	-45.17639	20	2471.1
8.8	126	128	0	165	7	0	284	165	2.2810	60445.381734391	35.682	128.84552	-45.17639	20	2471.1
7.9	126	127	0	165	7	0	254	165	2.2810	60445.381734391	35.682	128.84552	-45.18068	20	2471.1
10.8	127	128	0	165	7	0	346	165	2.2810	60445.381734391	35.682	128.83943	-45.17639	20	2471.1
9.7	127	127	0	165	7	0	311	165	2.2810	60445.381734391	35.682	128.83943	-45.18069	20	2471.1
7.0	128	128	1	172	7	0	226	172	2.3777	60445.381735511	35.682	128.83333	-45.17639	20	2374.3
6.3	128	127	1	172	7	0	203	172	2.3777	60445.381735511	35.682	128.83333	-45.18069	20	2374.3
6.4	129	128	1	172	7	0	205	172	2.3777	60445.381735511	35.682	128.82724	-45.17639	20	2374.3
6.8	127	128	1	172	7	0	218	172	2.3777	60445.381735511	35.682	128.83943	-45.17639	20	2374.3
6.1	127	127	1	172	7	0	196	172	2.3777	60445.381735511	35.682	128.83943	-45.18069	20	2374.3
6.5	128	128	0	191	7	0	209	191	2.6404	60445.381738551	35.682	128.83333	-45.17639	20	2111.6
6.2	127	128	0	191	7	0	200	191	2.6404	60445.381738551	35.682	128.83943	-45.17639	20	2111.6
6.6	128	128	1	198	7	0	211	198	2.7372	60445.381739671	35.682	128.83333	-45.17639	20	2014.9
6.1	128	127	1	198	7	0	196	198	2.7372	60445.381739671	35.682	128.83333	-45.18069	20	2014.9
6.1	129	128	1	198	7	0	195	198	2.7372	60445.381739671	35.682	128.82724	-45.17639	20	2014.9
6.3	127	128	1	198	7	0	202	198	2.7372	60445.381739671	35.682	128.83943	-45.17639	20	2014.9
6.4	128	128	0	210	7	0	205	210	2.9030	60445.381741591	35.682	128.83333	-45.17639	20	1849.0
6.1	127	128	0	210	7	0	195	210	2.9030	60445.381741591	35.682	128.83943	-45.17639	20	1849.0
9.4	128	128	0	223	7	0	301	223	3.0828	60445.381743671	35.682	128.83333	-45.17639	20	1669.3
8.5	128	127	0	223	7	0	274	223	3.0828	60445.381743671	35.682	128.83333	-45.18069	20	1669.3
8.6	129	128	0	223	7	0	278	223	3.0828	60445.381743671	35.682	128.82724	-45.17639	20	1669.3
7.9	129	127	0	223	7	0	254	223	3.0828	60445.381743671	35.682	128.82724	-45.18069	20	1669.3
7.0	130	128	0	223	7	0	224	223	3.0828	60445.381743671	35.682	128.82114	-45.17639	20	1669.3
6.4	130	127	0	223	7	0	206	223	3.0828	60445.381743671	35.682	128.82114	-45.18068	20	1669.3
7.5	126	128	0	217	7	0	240	217	2.9998	60445.381742711	35.682	128.84552	-45.17639	20	1752.2
6.8	126	127	0	217	7	0	220	217	2.9998	60445.381742711	35.682	128.84552	-45.18068	20	1752.2
9.0	127	128	0	217	7	0	288	217	2.9998	60445.381742711	35.682	128.83943	-45.17639	20	1752.2
8.2	127	127	0	217	7	0	264	217	2.9998	60445.381742711	35.682	128.83943	-45.18069	20	1752.2
10.3	128	128	1	230	7	0	330	230	3.1795	60445.381744791	35.682	128.83333	-45.17639	20	1572.5
9.1	128	127	1	230	7	0	294	230	3.1795	60445.381744791	35.682	128.83333	-45.18069	20	1572.5
9.4	129	128	1	230	7	0	304	230	3.1795	60445.381744791	35.682	128.82724	-45.17639	20	1572.5
8.5	129	127	1	230	7	0	272	230	3.1795	60445.381744791	35.682	128.82724	-45.18069	20	1572.5
7.5	130	128	1	230	7	0	241	230	3.1795	60445.381744791	35.682	128.82114	-45.17639	20	1572.5
6.7	130	127	1	230	7	0	217	230	3.1795	60445.381744791	35.682	128.82114	-45.18068	20	1572.5
7.8	126	128	1	230	7	0	250	230	3.1795	60445.381744791	35.682	128.84552	-45.17639	20	1572.5
6.8	126	127	1	230	7	0	218	230	3.1795	60445.381744791	35.682	128.84552	-45.18068	20	1572.5
9.6	127	128	1	230	7	0	309	230	3.1795	60445.381744791	35.682	128.83943	-45.17639	20	1572.5
8.5	127	127	1	230	7	0	273	230	3.1795	60445.381744791	35.682	128.83943	-45.18069	20	1572.5
12.1	128	128	0	236	7	0	390	236	3.2625	60445.381745751	35.682	128.83333	-45.17639	20	1489.6
11.0	128	127	0	236	7	0	355	236	3.2625	60445.381745751	35.682	128.83333	-45.18069	20	1489.6
10.8	129	128	0	236	7	0	349	236	3.2625	60445.381745751	35.682	128.82724	-45.17639	20	1489.6
9.9	129	127	0	236	7	0	320	236	3.2625	60445.381745751	35.682	128.82724	-45.18069	20	1489.6
8.3	130	128	0	236	7	0	266	236	3.2625	60445.381745751	35.682	128.82114	-45.17639	20	1489.6
7.6	130	127	0	236	7	0	246	236	3.2625	60445.381745751	35.682	128.82114	-45.18068	20	1489.6
6.6	125	128	0	236	7	0	212	236	3.2625	60445.381745751	35.682	128.85162	-45.17639	20	1489.6
9.4	126	128	0	236	7	0	304	236	3.2625	60445.381745751	35.682	128.84552	-45.17639	20	1489.6
8.5	126	127	0	236	7	0	272	236	3.2625	60445.381745751	35.682	128.84552	-45.18068	20	1489.6
11.6	127	128	0	236	7	0	373	236	3.2625	60445.381745751	35.682	128.83943	-45.17639	20	1489.6
10.5	127	127	0	236	7	0	337	236	3.2625	60445.381745751	35.682	128.83943	-45.18069	20	1489.6
7.2	128	128	1	243	7	0	232	243	3.3592	60445.381746871	35.682	128.83333	-45.17639	20	1392.8
6.5	128	127	1	243	7	0	208	243	3.3592	60445.381746871	35.682	128.83333	-45.18069	20	1392.8
6.5	129	128	1	243	7	0	210	243	3.3592	60445.381746871	35.682	128.82724	-45.17639	20	1392.8
6.8	127	128	1	243	7	0	220	243	3.3592	60445.381746871	35.682	128.83943	-45.17639	20	1392.8
6.1	127	127	1	243	7	0	196	243	3.3592	60445.381746871	35.682	128.83943	-45.18069	20	1392.8
9.6	128	128	0	249	7	0	308	249	3.4422	60445.381747831	35.682	128.83333	-45.17639	20	1309.8
8.7	128	127	0	249	7	0	279	249	3.4422	60445.381747831	35.682	128.83333	-45.18069	20	1309.8
8.8	129	128	0	249	7	0	282	249	3.4422	60445.381747831	35.682	128.82724	-45.17639	20	1309.8
8.0	129	127	0	249	7	0	257	249	3.4422	60445.381747831	35.682	128.82724	-45.18069	20	1309.8
6.8	130	128	0	249	7	0	220	249	3.4422	60445.381747831	35.682	128.82114	-45.17639	20	1309.8
6.3	130	127	0	249	7	0	202	249	3.4422	60445.381747831	35.682	128.82114	-45.18068	20	1309.8
7.1	126	128	0	249	7	0	229	249	3.4422	60445.381747831	35.682	128.84552	-45.17639	20	1309.8
6.3	126	127	0	249	7	0	203	249	3.4422	60445.381747831	35.682	128.84552	-45.18068	20	1309.8
9.0	127	128	0	249	7	0	288	249	3.4422	60445.381747831	35.682	128.83943	-45.17639	20	1309.8
8.0	127	127	0	249	7	0	258	249	3.4422	60445.381747831	35.682	128.83943	-45.18069	20	1309.8
9.5	128	128	0	3	8	0	306	3	0.0415	60445.381708471	40.780	128.83333	-45.17639	20	4710.5
8.6	128	127	1	4	8	0	277	4	0.0553	60445.381708631	40.780	128.83333	-45.18069	20	4696.7
8.7	129	128	0	3	8	0	281	3	0.0415	60445.381708471	40.780	128.82724	-45.17639	20	4710.5
8.0	129	127	0	3	8	0	256	3	0.0415	60445.381708471	40.780	128.82724	-45.18069	20	4710.5
7.1	130	128	0	3	8	0	229	3	0.0415	60445.381708471	40.780	128.82114	-45.17639	20	4710.5
6.4	130	127	0	3	8	0	207	3	0.0415	60445.381708471	40.780	128.82114	-45.18068	20	4710.5
7.4	126	128	0	3	8	0	239	3	0.0415	60445.381708471	40.780	128.84552	-45.17639	20	4710.5
6.4	126	127	0	3	8	0	207	3	0.0415	60445.381708471	40.780	128.84552	-45.18068	20	4710.5
9.1	127	128	0	3	8	0	292	3	0.0415	60445.381708471	40.780	128.83943	-45.17639	20	4710.5
8.0	127	127	0	3	8	0	257	3	0.0415	60445.381708471	40.780	128.83943	-45.18069	20	4710.5
9.1	128	128	0	42	8	0	294	42	0.5806	60445.381714711	40.780	128.83333	-45.17639	20	4171.4
8.3	128	127	0	42	8	0	266	42	0.5806	60445.381714711	40.780	128.83333	-45.18069	20	4171.4
8.2	129	128	0	42	8	0	265	42	0.5806	60445.381714711	40.780	128.82724	-45.17639	20	4171.4
7.5	129	127	0	42	8	0	242	42	0.5806	60445.381714711	40.780	128.82724	-45.18069	20	4171.4
6.3	130	128	0	42	8	0	204	42	0.5806	60445.381714711	40.780	128.82114	-45.17639	20	4171.4
7.0	126	128	0	42	8	0	224	42	0.5806	60445.381714711	40.780	128.84552	-45.17639	20	4171.4
6.1	126	127	0	42	8	0	196	42	0.5806	60445.381714711	40.780	128.84552	-45.18068	20	4171.4
8.6	127	128	0	42	8	0	278	42	0.5806	60445.381714711	40.780	128.83943	-45.17639	20	4171.4
7.7	127	127	0	42	8	0	248	42	0.5806	60445.381714711	40.780	128.83943	-45.18069	20	4171.4
6.0	128	128	1	49	8	0	194	49	0.6774	60445.381715831	40.780	128.83333	-45.17639	20	4074.6
6.8	128	128	1	62	8	0	220	62	0.8571	60445.381717911	40.780	128.83333	-45.17639	20	3894.9
6.2	128	127	1	62	8	0	201	62	0.8571	60445.381717911	40.780	128.83333	-45.18069	20	3894.9
6.3	129	128	1	62	8	0	202	62	0.8571	60445.381717911	40.780	128.82724	-45.17639	20	3894.9
6.4	127	128	1	62	8	0	206	62	0.8571	60445.381717911	40.780	128.83943	-45.17639	20	3894.9
7.7	128	128	0	81	8	0	248	81	1.1197	60445.381720951	40.780	128.83333	-45.17639	20	3632.3
6.9	128	127	0	81	8	0	223	81	1.1197	60445.381720951	40.780	128.83333	-45.18069	20	3632.3
7.0	129	128	0	81	8	0	226	81	1.1197	60445.381720951	40.780	128.82724	-45.17639	20	3632.3
6.4	129	127	0	81	8	0	205	81	1.1197	60445.381720951	40.780	128.82724	-45.18069	20	3632.3
7.3	127	128	0	81	8	0	234	81	1.1197	60445.381720951	40.780	128.83943	-45.17639	20	3632.3
6.4	127	127	0	81	8	0	207	81	1.1197	60445.381720951	40.780	128.83943	-45.18069	20	3632.3
7.1	128	128	1	88	8	0	227	88	1.2165	60445.381722071	40.780	128.83333	-45.17639	20	3535.5
6.5	128	127	1	88	8	0	208	88	1.2165	60445.381722071	40.780	128.83333	-45.18069	20	3535.5
6.5	129	128	1	88	8	0	209	88	1.2165	60445.381722071	40.780	128.82724	-45.17639	20	3535.5
6.7	127	128	1	88	8	0	215	88	1.2165	60445.381722071	40.780	128.83943	-45.17639	20	3535.5
6.1	127	127	1	88	8	0	195	88	1.2165	60445.381722071	40.780	128.83943	-45.18069	20	3535.5
7.9	128	128	1	146	8	0	253	146	2.0183	60445.381731351	40.780	128.83333	-45.17639	20	2733.7
7.3	128	127	1	146	8	0	234	146	2.0183	60445.381731351	40.780	128.83333	-45.18069	20	2733.7
7.3	129	128	1	146	8	0	234	146	2.0183	60445.381731351	40.780	128.82724	-45.17639	20	2733.7
6.8	129	127	1	146	8	0	219	146	2.0183	60445.381731351	40.780	128.82724	-45.18069	20	2733.7
7.3	127	128	1	146	8	0	234	146	2.0183	60445.381731351	40.780	128.83943	-45.17639	20	2733.7
6.7	127	127	1	146	8	0	215	146	2.0183	60445.381731351	40.780	128.83943	-45.18069	20	2733.7
10.5	128	128	0	152	8	0	338	152	2.1012	60445.381732311	40.780	128.83333	-45.17639	20	2650.8
9.6	128	127	0	152	8	0	308	152	2.1012	60445.381732311	40.780	128.83333	-45.18069	20	2650.8
9.5	129	128	0	152	8	0	305	152	2.1012	60445.381732311	40.780	128.82724	-45.17639	20	2650.8
8.7	129	127	0	152	8	0	280	152	2.1012	60445.381732311	40.780	128.82724	-45.18069	20	2650.8
7.2	130	128	0	152	8	0	232	152	2.1012	60445.381732311	40.780	128.82114	-45.17639	20	2650.8
6.7	130	127	0	152	8	0	215	152	2.1012	60445.381732311	40.780	128.82114	-45.18068	20	2650.8
8.0	126	128	0	152	8	0	257	152	2.1012	60445.381732311	40.780	128.84552	-45.17639	20	2650.8
7.2	126	127	0	152	8	0	231	152	2.1012	60445.381732311	40.780	128.84552	-45.18068	20	2650.8
9.9	127	128	0	152	8	0	319	152	2.1012	60445.381732311	40.780	128.83943	-45.17639	20	2650.8
9.0	127	127	0	152	8	0	289	152	2.1012	60445.381732311	40.780	128.83943	-45.18069	20	2650.8
12.2	128	128	0	165	8	0	394	165	2.2810	60445.381734391	40.780	128.83333	-45.17639	20	2471.1
11.0	128	127	0	165	8	0	353	165	2.2810	60445.381734391	40.780	128.83333	-45.18069	20	2471.1
11.1	129	128	0	165	8	0	357	165	2.2810	60445.381734391	40.780	128.82724	-45.17639	20	2471.1
10.1	129	127	0	165	8	0	325	165	2.2810	60445.381734391	40.780	128.82724	-45.18069	20	2471.1
8.5	130	128	0	165	8	0	274	165	2.2810	60445.381734391	40.780	128.82114	-45.17639	20	2471.1
7.9	130	127	0	165	8	0	253	165	2.2810	60445.381734391	40.780	128.82114	-45.18068	20	2471.1
6.1	125	129	0	165	8	0	195	165	2.2810	60445.381734391	40.780	128.85162	-45.17209	20	2471.1
9.1	126	128	0	165	8	0	292	165	2.2810	60445.381734391	40.780	128.84552	-45.17639	20	2471.1
7.9	126	127	0	165	8	0	254	165	2.2810	60445.381734391	40.780	128.84552	-45.18068	20	2471.1
11.4	127	128	0	165	8	0	368	165	2.2810	60445.381734391	40.780	128.83943	-45.17639	20	2471.1
10.2	127	127	0	165	8	0	327	165	2.2810	60445.381734391	40.780	128.83943	-45.18069	20	2471.1
7.4	128	128	1	172	8	0	239	172	2.3777	60445.381735511	40.780	128.83333	-45.17639	20	2374.3
6.7	128	127	1	172	8	0	217	172	2.3777	60445.381735511	40.780	128.83333	-45.18069	20	2374.3
6.7	129	128	1	172	8	0	215	172	2.3777	60445.381735511	40.780	128.82724	-45.17639	20	2374.3
6.1	129	127	1	172	8	0	195	172	2.3777	60445.381735511	40.780	128.82724	-45.18069	20	2374.3
7.2	127	128	1	172	8	0	231	172	2.3777	60445.381735511	40.780	128.83943	-45.17639	20	2374.3
6.4	127	127	1	172	8	0	206	172	2.3777	60445.381735511	40.780	128.83943	-45.18069	20	2374.3
6.3	128	128	0	178	8	0	203	178	2.4607	60445.381736471	40.780	128.83333	-45.17639	20	2291.3
6.1	127	128	0	178	8	0	195	178	2.4607	60445.381736471	40.780	128.83943	-45.17639	20	2291.3
6.9	128	128	0	191	8	0	221	191	2.6404	60445.381738551	40.780	128.83333	-45.17639	20	2111.6
6.3	128	127	0	191	8	0	202	191	2.6404	60445.381738551	40.780	128.83333	-45.18069	20	2111.6
6.2	129	128	0	191	8	0	200	191	2.6404	60445.381738551	40.780	128.82724	-45.17639	20	2111.6
6.5	127	128	0	191	8	0	210	191	2.6404	60445.381738551	40.780	128.83943	-45.17639	20	2111.6
7.0	128	128	1	198	8	0	226	198	2.7372	60445.381739671	40.780	128.83333	-45.17639	20	2014.9
6.5	128	127	1	198	8	0	210	198	2.7372	60445.381739671	40.780	128.83333	-45.18069	20	2014.9
6.4	129	128	1	198	8	0	206	198	2.7372	60445.381739671	40.780	128.82724	-45.17639	20	2014.9
6.6	127	128	1	198	8	0	213	198	2.7372	60445.381739671	40.780	128.83943	-45.17639	20	2014.9
6.1	127	127	1	198	8	0	195	198	2.7372	60445.381739671	40.780	128.83943	-45.18069	20	2014.9
6.9	128	128	0	210	8	0	222	210	2.9030	60445.381741591	40.780	128.83333	-45.17639	20	1849.0
6.3	128	127	0	210	8	0	202	210	2.9030	60445.381741591	40.780	128.83333	-45.18069	20	1849.0
6.3	129	128	0	210	8	0	204	210	2.9030	60445.381741591	40.780	128.82724	-45.17639	20	1849.0
6.4	127	128	0	210	8	0	207	210	2.9030	60445.381741591	40.780	128.83943	-45.17639	20	1849.0
10.0	128	128	0	223	8	0	323	223	3.0828	60445.381743671	40.780	128.83333	-45.17639	20	1669.3
9.2	128	127	0	223	8	0	295	223	3.0828	60445.381743671	40.780	128.83333	-45.18069	20	1669.3
9.2	129	128	0	223	8	0	295	223	3.0828	60445.381743671	40.780	128.82724	-45.17639	20	1669.3
8.5	129	127	0	223	8	0	273	223	3.0828	60445.381743671	40.780	128.82724	-45.18069	20	1669.3
7.1	130	128	0	223	8	0	229	223	3.0828	60445.381743671	40.780	128.82114	-45.17639	20	1669.3
6.7	130	127	0	223	8	0	216	223	3.0828	60445.381743671	40.780	128.82114	-45.18068	20	1669.3
7.7	126	128	0	217	8	0	249	217	2.9998	60445.381742711	40.780	128.84552	-45.17639	20	1752.2
7.0	126	127	0	217	8	0	224	217	2.9998	60445.381742711	40.780	128.84552	-45.18068	20	1752.2
9.5	127	128	0	217	8	0	306	217	2.9998	60445.381742711	40.780	128.83943	-45.17639	20	1752.2
8.6	127	127	0	217	8	0	278	217	2.9998	60445.381742711	40.780	128.83943	-45.18069	20	1752.2
