# snr	lpix	mpix	boxc_width	time	dm	iblk	rawsn	total_sample	obstime_sec	mjd	dm_pccm3	ra_deg	dec_deg	ibeam	latency_ms
10.3	128	128	1	230	8	0	330	230	3.1795	60445.381744791	40.780	128.83333	-45.17639	20	1572.5
9.1	128	127	1	230	8	0	294	230	3.1795	60445.381744791	40.780	128.83333	-45.18069	20	1572.5
9.4	129	128	1	230	8	0	304	230	3.1795	60445.381744791	40.780	128.82724	-45.17639	20	1572.5
8.5	129	127	1	230	8	0	272	230	3.1795	60445.381744791	40.780	128.82724	-45.18069	20	1572.5
7.5	130	128	1	230	8	0	241	230	3.1795	60445.381744791	40.780	128.82114	-45.17639	20	1572.5
6.7	130	127	1	230	8	0	217	230	3.1795	60445.381744791	40.780	128.82114	-45.18068	20	1572.5
7.8	126	128	1	230	8	0	250	230	3.1795	60445.381744791	40.780	128.84552	-45.17639	20	1572.5
6.8	126	127	1	230	8	0	218	230	3.1795	60445.381744791	40.780	128.84552	-45.18068	20	1572.5
9.6	127	128	1	230	8	0	309	230	3.1795	60445.381744791	40.780	128.83943	-45.17639	20	1572.5
8.5	127	127	1	230	8	0	273	230	3.1795	60445.381744791	40.780	128.83943	-45.18069	20	1572.5
12.8	128	128	0	236	8	0	411	236	3.2625	60445.381745751	40.780	128.83333	-45.17639	20	1489.6
11.6	128	127	0	236	8	0	372	236	3.2625	60445.381745751	40.780	128.83333	-45.18069	20	1489.6
11.4	129	128	0	236	8	0	366	236	3.2625	60445.381745751	40.780	128.82724	-45.17639	20	1489.6
10.4	129	127	0	236	8	0	334	236	3.2625	60445.381745751	40.780	128.82724	-45.18069	20	1489.6
8.6	130	128	0	236	8	0	276	236	3.2625	60445.381745751	40.780	128.82114	-45.17639	20	1489.6
7.9	130	127	0	236	8	0	254	236	3.2625	60445.381745751	40.780	128.82114	-45.18068	20	1489.6
6.8	125	128	0	236	8	0	220	236	3.2625	60445.381745751	40.780	128.85162	-45.17639	20	1489.6
9.9	126	128	0	236	8	0	318	236	3.2625	60445.381745751	40.780	128.84552	-45.17639	20	1489.6
8.7	126	127	0	236	8	0	281	236	3.2625	60445.381745751	40.780	128.84552	-45.18068	20	1489.6
12.2	127	128	0	236	8	0	392	236	3.2625	60445.381745751	40.780	128.83943	-45.17639	20	1489.6
10.9	127	127	0	236	8	0	351	236	3.2625	60445.381745751	40.780	128.83943	-45.18069	20	1489.6
7.6	128	128	1	243	8	0	243	243	3.3592	60445.381746871	40.780	128.83333	-45.17639	20	1392.8
6.7	128	127	1	243	8	0	217	243	3.3592	60445.381746871	40.780	128.83333	-45.18069	20	1392.8
6.9	129	128	1	243	8	0	222	243	3.3592	60445.381746871	40.780	128.82724	-45.17639	20	1392.8
6.2	129	127	1	243	8	0	200	243	3.3592	60445.381746871	40.780	128.82724	-45.18069	20	1392.8
7.1	127	128	1	243	8	0	230	243	3.3592	60445.381746871	40.780	128.83943	-45.17639	20	1392.8
6.3	127	127	1	243	8	0	203	243	3.3592	60445.381746871	40.780	128.83943	-45.18069	20	1392.8
10.2	128	128	0	249	8	0	327	249	3.4422	60445.381747831	40.780	128.83333	-45.17639	20	1309.8
9.1	128	127	0	249	8	0	294	249	3.4422	60445.381747831	40.780	128.83333	-45.18069	20	1309.8
9.3	129	128	0	249	8	0	299	249	3.4422	60445.381747831	40.780	128.82724	-45.17639	20	1309.8
8.4	129	127	0	249	8	0	270	249	3.4422	60445.381747831	40.780	128.82724	-45.18069	20	1309.8
7.2	130	128	0	249	8	0	231	249	3.4422	60445.381747831	40.780	128.82114	-45.17639	20	1309.8
6.6	130	127	0	249	8	0	211	249	3.4422	60445.381747831	40.780	128.82114	-45.18068	20	1309.8
7.6	126	128	0	249	8	0	243	249	3.4422	60445.381747831	40.780	128.84552	-45.17639	20	1309.8
6.6	126	127	0	249	8	0	212	249	3.4422	60445.381747831	40.780	128.84552	-45.18068	20	1309.8
9.5	127	128	0	249	8	0	306	249	3.4422	60445.381747831	40.780	128.83943	-45.17639	20	1309.8
8.4	127	127	0	249	8	0	271	249	3.4422	60445.381747831	40.780	128.83943	-45.18069	20	1309.8
12.2	128	128	0	4	9	0	392	4	0.0553	60445.381708631	45.877	128.83333	-45.17639	20	4696.7
11.2	128	127	0	4	9	0	361	4	0.0553	60445.381708631	45.877	128.83333	-45.18069	20	4696.7
11.1	129	128	0	4	9	0	358	4	0.0553	60445.381708631	45.877	128.82724	-45.17639	20	4696.7
10.3	129	127	0	4	9	0	331	4	0.0553	60445.381708631	45.877	128.82724	-45.18069	20	4696.7
9.0	130	128	0	4	9	0	288	4	0.0553	60445.381708631	45.877	128.82114	-45.17639	20	4696.7
8.3	130	127	0	4	9	0	268	4	0.0553	60445.381708631	45.877	128.82114	-45.18068	20	4696.7
6.3	131	128	0	4	9	0	202	4	0.0553	60445.381708631	45.877	128.81505	-45.17639	20	4696.7
6.8	125	128	0	4	9	0	219	4	0.0553	60445.381708631	45.877	128.85162	-45.17639	20	4696.7
9.5	126	128	0	4	9	0	307	4	0.0553	60445.381708631	45.877	128.84552	-45.17639	20	4696.7
8.5	126	127	0	4	9	0	275	4	0.0553	60445.381708631	45.877	128.84552	-45.18068	20	4696.7
11.6	127	128	0	4	9	0	372	4	0.0553	60445.381708631	45.877	128.83943	-45.17639	20	4696.7
10.6	127	127	0	4	9	0	341	4	0.0553	60445.381708631	45.877	128.83943	-45.18069	20	4696.7
7.5	128	128	0	10	9	0	242	10	0.1382	60445.381709591	45.877	128.83333	-45.17639	20	4613.8
6.9	128	127	0	10	9	0	221	10	0.1382	60445.381709591	45.877	128.83333	-45.18069	20	4613.8
6.9	129	128	0	10	9	0	222	10	0.1382	60445.381709591	45.877	128.82724	-45.17639	20	4613.8
6.3	129	127	0	10	9	0	203	10	0.1382	60445.381709591	45.877	128.82724	-45.18069	20	4613.8
7.1	127	128	0	10	9	0	228	10	0.1382	60445.381709591	45.877	128.83943	-45.17639	20	4613.8
6.4	127	127	0	10	9	0	206	10	0.1382	60445.381709591	45.877	128.83943	-45.18069	20	4613.8
7.6	128	128	1	43	9	0	245	43	0.5944	60445.381714871	45.877	128.83333	-45.17639	20	4157.6
7.0	128	127	1	43	9	0	225	43	0.5944	60445.381714871	45.877	128.83333	-45.18069	20	4157.6
6.9	129	128	1	43	9	0	223	43	0.5944	60445.381714871	45.877	128.82724	-45.17639	20	4157.6
6.4	129	127	1	43	9	0	206	43	0.5944	60445.381714871	45.877	128.82724	-45.18069	20	4157.6
7.2	127	128	1	43	9	0	231	43	0.5944	60445.381714871	45.877	128.83943	-45.17639	20	4157.6
6.5	127	127	1	43	9	0	208	43	0.5944	60445.381714871	45.877	128.83943	-45.18069	20	4157.6
9.3	128	128	0	49	9	0	299	49	0.6774	60445.381715831	45.877	128.83333	-45.17639	20	4074.6
8.3	128	127	0	49	9	0	267	49	0.6774	60445.381715831	45.877	128.83333	-45.18069	20	4074.6
8.5	129	128	0	49	9	0	275	49	0.6774	60445.381715831	45.877	128.82724	-45.17639	20	4074.6
7.7	129	127	0	49	9	0	248	49	0.6774	60445.381715831	45.877	128.82724	-45.18069	20	4074.6
6.8	130	128	0	49	9	0	218	49	0.6774	60445.381715831	45.877	128.82114	-45.17639	20	4074.6
6.2	130	127	0	49	9	0	198	49	0.6774	60445.381715831	45.877	128.82114	-45.18068	20	4074.6
7.1	126	128	0	49	9	0	229	49	0.6774	60445.381715831	45.877	128.84552	-45.17639	20	4074.6
6.2	126	127	0	49	9	0	199	49	0.6774	60445.381715831	45.877	128.84552	-45.18068	20	4074.6
8.8	127	128	0	49	9	0	282	49	0.6774	60445.381715831	45.877	128.83943	-45.17639	20	4074.6
7.7	127	127	0	49	9	0	249	49	0.6774	60445.381715831	45.877	128.83943	-45.18069	20	4074.6
11.0	128	128	0	62	9	0	355	62	0.8571	60445.381717911	45.877	128.83333	-45.17639	20	3894.9
10.0	128	127	0	62	9	0	323	62	0.8571	60445.381717911	45.877	128.83333	-45.18069	20	3894.9
10.0	129	128	0	62	9	0	323	62	0.8571	60445.381717911	45.877	128.82724	-45.17639	20	3894.9
9.3	129	127	0	62	9	0	298	62	0.8571	60445.381717911	45.877	128.82724	-45.18069	20	3894.9
7.7	130	128	0	62	9	0	249	62	0.8571	60445.381717911	45.877	128.82114	-45.17639	20	3894.9
7.2	130	127	0	62	9	0	233	62	0.8571	60445.381717911	45.877	128.82114	-45.18068	20	3894.9
8.1	126	128	0	62	9	0	262	62	0.8571	60445.381717911	45.877	128.84552	-45.17639	20	3894.9
7.1	126	127	0	62	9	0	229	62	0.8571	60445.381717911	45.877	128.84552	-45.18068	20	3894.9
10.3	127	128	0	62	9	0	332	62	0.8571	60445.381717911	45.877	128.83943	-45.17639	20	3894.9
9.2	127	127	0	62	9	0	296	62	0.8571	60445.381717911	45.877	128.83943	-45.18069	20	3894.9
6.3	128	128	1	82	9	0	204	82	1.1336	60445.381721111	45.877	128.83333	-45.17639	20	3618.4
6.0	127	128	1	82	9	0	194	82	1.1336	60445.381721111	45.877	128.83943	-45.17639	20	3618.4
10.5	128	128	0	88	9	0	337	88	1.2165	60445.381722071	45.877	128.83333	-45.17639	20	3535.5
9.3	128	127	0	88	9	0	300	88	1.2165	60445.381722071	45.877	128.83333	-45.18069	20	3535.5
9.5	129	128	0	88	9	0	307	88	1.2165	60445.381722071	45.877	128.82724	-45.17639	20	3535.5
8.6	129	127	0	88	9	0	276	88	1.2165	60445.381722071	45.877	128.82724	-45.18069	20	3535.5
7.5	130	128	0	88	9	0	240	88	1.2165	60445.381722071	45.877	128.82114	-45.17639	20	3535.5
6.8	130	127	0	88	9	0	218	88	1.2165	60445.381722071	45.877	128.82114	-45.18068	20	3535.5
8.1	126	128	0	88	9	0	261	88	1.2165	60445.381722071	45.877	128.84552	-45.17639	20	3535.5
7.0	126	127	0	88	9	0	226	88	1.2165	60445.381722071	45.877	128.84552	-45.18068	20	3535.5
9.9	127	128	0	88	9	0	319	88	1.2165	60445.381722071	45.877	128.83943	-45.17639	20	3535.5
8.7	127	127	0	88	9	0	281	88	1.2165	60445.381722071	45.877	128.83943	-45.18069	20	3535.5
6.1	128	128	0	101	9	0	196	101	1.3962	60445.381724151	45.877	128.83333	-45.17639	20	3355.8
12.2	128	128	0	146	9	0	393	146	2.0183	60445.381731351	45.877	128.83333	-45.17639	20	2733.7
11.1	128	127	0	146	9	0	358	146	2.0183	60445.381731351	45.877	128.83333	-45.18069	20	2733.7
11.1	129	128	0	146	9	0	358	146	2.0183	60445.381731351	45.877	128.82724	-45.17639	20	2733.7
10.2	129	127	0	146	9	0	328	146	2.0183	60445.381731351	45.877	128.82724	-45.18069	20	2733.7
8.7	130	128	0	146	9	0	280	146	2.0183	60445.381731351	45.877	128.82114	-45.17639	20	2733.7
8.1	130	127	0	146	9	0	259	146	2.0183	60445.381731351	45.877	128.82114	-45.18068	20	2733.7
6.6	125	128	0	146	9	0	211	146	2.0183	60445.381731351	45.877	128.85162	-45.17639	20	2733.7
9.4	126	128	0	146	9	0	302	146	2.0183	60445.381731351	45.877	128.84552	-45.17639	20	2733.7
8.4	126	127	0	146	9	0	269	146	2.0183	60445.381731351	45.877	128.84552	-45.18068	20	2733.7
11.5	127	128	0	146	9	0	371	146	2.0183	60445.381731351	45.877	128.83943	-45.17639	20	2733.7
10.4	127	127	0	146	9	0	335	146	2.0183	60445.381731351	45.877	128.83943	-45.18069	20	2733.7
13.9	128	128	0	159	9	0	446	159	2.1980	60445.381733431	45.877	128.83333	-45.17639	20	2554.0
12.6	128	127	0	159	9	0	405	159	2.1980	60445.381733431	45.877	128.83333	-45.18069	20	2554.0
12.7	129	128	0	159	9	0	407	159	2.1980	60445.381733431	45.877	128.82724	-45.17639	20	2554.0
11.5	129	127	0	159	9	0	371	159	2.1980	60445.381733431	45.877	128.82724	-45.18069	20	2554.0
9.9	130	128	0	159	9	0	318	159	2.1980	60445.381733431	45.877	128.82114	-45.17639	20	2554.0
9.1	130	127	0	159	9	0	292	159	2.1980	60445.381733431	45.877	128.82114	-45.18068	20	2554.0
6.7	131	128	0	159	9	0	214	159	2.1980	60445.381733431	45.877	128.81505	-45.17639	20	2554.0
6.1	131	127	0	159	9	0	195	159	2.1980	60445.381733431	45.877	128.81505	-45.18068	20	2554.0
7.4	125	128	0	159	9	0	239	159	2.1980	60445.381733431	45.877	128.85162	-45.17639	20	2554.0
6.6	125	127	0	159	9	0	211	159	2.1980	60445.381733431	45.877	128.85162	-45.18068	20	2554.0
10.6	126	128	0	159	9	0	341	159	2.1980	60445.381733431	45.877	128.84552	-45.17639	20	2554.0
9.4	126	127	0	159	9	0	304	159	2.1980	60445.381733431	45.877	128.84552	-45.18068	20	2554.0
13.1	127	128	0	159	9	0	420	159	2.1980	60445.381733431	45.877	128.83943	-45.17639	20	2554.0
11.8	127	127	0	159	9	0	379	159	2.1980	60445.381733431	45.877	128.83943	-45.18069	20	2554.0
10.0	128	128	1	166	9	0	323	166	2.2948	60445.381734551	45.877	128.83333	-45.17639	20	2457.2
9.0	128	127	1	166	9	0	291	166	2.2948	60445.381734551	45.877	128.83333	-45.18069	20	2457.2
9.1	129	128	1	166	9	0	293	166	2.2948	60445.381734551	45.877	128.82724	-45.17639	20	2457.2
8.3	129	127	1	166	9	0	267	166	2.2948	60445.381734551	45.877	128.82724	-45.18069	20	2457.2
7.1	130	128	1	166	9	0	227	166	2.2948	60445.381734551	45.877	128.82114	-45.17639	20	2457.2
6.5	130	127	1	166	9	0	209	166	2.2948	60445.381734551	45.877	128.82114	-45.18068	20	2457.2
7.5	126	128	1	166	9	0	242	166	2.2948	60445.381734551	45.877	128.84552	-45.17639	20	2457.2
6.5	126	127	1	166	9	0	210	166	2.2948	60445.381734551	45.877	128.84552	-45.18068	20	2457.2
9.4	127	128	1	166	9	0	303	166	2.2948	60445.381734551	45.877	128.83943	-45.17639	20	2457.2
8.3	127	127	1	166	9	0	268	166	2.2948	60445.381734551	45.877	128.83943	-45.18069	20	2457.2
11.2	128	128	0	172	9	0	360	172	2.3777	60445.381735511	45.877	128.83333	-45.17639	20	2374.3
10.1	128	127	0	172	9	0	325	172	2.3777	60445.381735511	45.877	128.83333	-45.18069	20	2374.3
10.1	129	128	0	172	9	0	324	172	2.3777	60445.381735511	45.877	128.82724	-45.17639	20	2374.3
9.2	129	127	0	172	9	0	295	172	2.3777	60445.381735511	45.877	128.82724	-45.18069	20	2374.3
7.8	130	128	0	172	9	0	252	172	2.3777	60445.381735511	45.877	128.82114	-45.17639	20	2374.3
7.1	130	127	0	172	9	0	229	172	2.3777	60445.381735511	45.877	128.82114	-45.18068	20	2374.3
6.2	125	128	0	172	9	0	201	172	2.3777	60445.381735511	45.877	128.85162	-45.17639	20	2374.3
8.9	126	128	0	172	9	0	285	172	2.3777	60445.381735511	45.877	128.84552	-45.17639	20	2374.3
7.8	126	127	0	172	9	0	250	172	2.3777	60445.381735511	45.877	128.84552	-45.18068	20	2374.3
10.7	127	128	0	172	9	0	345	172	2.3777	60445.381735511	45.877	128.83943	-45.17639	20	2374.3
9.6	127	127	0	172	9	0	308	172	2.3777	60445.381735511	45.877	128.83943	-45.18069	20	2374.3
8.0	128	128	0	185	9	0	256	185	2.5574	60445.381737591	45.877	128.83333	-45.17639	20	2194.6
7.4	128	127	0	185	9	0	239	185	2.5574	60445.381737591	45.877	128.83333	-45.18069	20	2194.6
7.4	129	128	0	185	9	0	237	185	2.5574	60445.381737591	45.877	128.82724	-45.17639	20	2194.6
6.9	129	127	0	185	9	0	223	185	2.5574	60445.381737591	45.877	128.82724	-45.18069	20	2194.6
7.4	127	128	0	185	9	0	239	185	2.5574	60445.381737591	45.877	128.83943	-45.17639	20	2194.6
6.8	127	127	0	185	9	0	220	185	2.5574	60445.381737591	45.877	128.83943	-45.18069	20	2194.6
10.5	128	128	0	198	9	0	339	198	2.7372	60445.381739671	45.877	128.83333	-45.17639	20	2014.9
9.7	128	127	0	198	9	0	311	198	2.7372	60445.381739671	45.877	128.83333	-45.18069	20	2014.9
9.6	129	128	0	198	9	0	309	198	2.7372	60445.381739671	45.877	128.82724	-45.17639	20	2014.9
8.9	129	127	0	198	9	0	286	198	2.7372	60445.381739671	45.877	128.82724	-45.18069	20	2014.9
7.5	130	128	0	198	9	0	240	198	2.7372	60445.381739671	45.877	128.82114	-45.17639	20	2014.9
6.9	130	127	0	198	9	0	223	198	2.7372	60445.381739671	45.877	128.82114	-45.18068	20	2014.9
7.9	126	128	0	198	9	0	255	198	2.7372	60445.381739671	45.877	128.84552	-45.17639	20	2014.9
7.0	126	127	0	198	9	0	226	198	2.7372	60445.381739671	45.877	128.84552	-45.18068	20	2014.9
9.9	127	128	0	198	9	0	318	198	2.7372	60445.381739671	45.877	128.83943	-45.17639	20	2014.9
8.9	127	127	0	198	9	0	287	198	2.7372	60445.381739671	45.877	128.83943	-45.18069	20	2014.9
8.6	128	128	0	211	9	0	276	211	2.9169	60445.381741751	45.877	128.83333	-45.17639	20	1835.2
7.8	128	127	0	211	9	0	250	211	2.9169	60445.381741751	45.877	128.83333	-45.18069	20	1835.2
7.9	129	128	0	211	9	0	253	211	2.9169	60445.381741751	45.877	128.82724	-45.17639	20	1835.2
7.2	129	127	0	211	9	0	232	211	2.9169	60445.381741751	45.877	128.82724	-45.18069	20	1835.2
6.2	130	128	0	211	9	0	199	211	2.9169	60445.381741751	45.877	128.82114	-45.17639	20	1835.2
6.6	126	128	0	211	9	0	213	211	2.9169	60445.381741751	45.877	128.84552	-45.17639	20	1835.2
8.1	127	128	0	211	9	0	261	211	2.9169	60445.381741751	45.877	128.83943	-45.17639	20	1835.2
7.2	127	127	0	211	9	0	233	211	2.9169	60445.381741751	45.877	128.83943	-45.18069	20	1835.2
11.8	128	128	0	217	9	0	381	217	2.9998	60445.381742711	45.877	128.83333	-45.17639	20	1752.2
10.6	128	127	0	217	9	0	340	217	2.9998	60445.381742711	45.877	128.83333	-45.18069	20	1752.2
10.9	129	128	0	217	9	0	350	217	2.9998	60445.381742711	45.877	128.82724	-45.17639	20	1752.2
9.8	129	127	0	217	9	0	315	217	2.9998	60445.381742711	45.877	128.82724	-45.18069	20	1752.2
8.5	130	128	0	217	9	0	275	217	2.9998	60445.381742711	45.877	128.82114	-45.17639	20	1752.2
7.8	130	127	0	217	9	0	250	217	2.9998	60445.381742711	45.877	128.82114	-45.18068	20	1752.2
6.1	125	128	0	217	9	0	197	217	2.9998	60445.381742711	45.877	128.85162	-45.17639	20	1752.2
8.9	126	128	0	217	9	0	286	217	2.9998	60445.381742711	45.877	128.84552	-45.17639	20	1752.2
7.7	126	127	0	217	9	0	247	217	2.9998	60445.381742711	45.877	128.84552	-45.18068	20	1752.2
11.1	127	128	0	217	9	0	357	217	2.9998	60445.381742711	45.877	128.83943	-45.17639	20	1752.2
9.8	127	127	0	217	9	0	314	217	2.9998	60445.381742711	45.877	128.83943	-45.18069	20	1752.2
13.9	128	128	0	230	9	0	448	230	3.1795	60445.381744791	45.877	128.83333	-45.17639	20	1572.5
12.4	128	127	0	230	9	0	400	230	3.1795	60445.381744791	45.877	128.83333	-45.18069	20	1572.5
12.8	129	128	0	230	9	0	412	230	3.1795	60445.381744791	45.877	128.82724	-45.17639	20	1572.5
11.5	129	127	0	230	9	0	371	230	3.1795	60445.381744791	45.877	128.82724	-45.18069	20	1572.5
10.1	130	128	0	230	9	0	326	230	3.1795	60445.381744791	45.877	128.82114	-45.17639	20	1572.5
9.1	130	127	0	230	9	0	294	230	3.1795	60445.381744791	45.877	128.82114	-45.18068	20	1572.5
6.8	131	128	0	230	9	0	220	230	3.1795	60445.381744791	45.877	128.81505	-45.17639	20	1572.5
6.1	131	127	0	230	9	0	197	230	3.1795	60445.381744791	45.877	128.81505	-45.18068	20	1572.5
7.2	125	128	0	230	9	0	233	230	3.1795	60445.381744791	45.877	128.85162	-45.17639	20	1572.5
6.2	125	127	0	230	9	0	198	230	3.1795	60445.381744791	45.877	128.85162	-45.18068	20	1572.5
10.5	126	128	0	230	9	0	337	230	3.1795	60445.381744791	45.877	128.84552	-45.17639	20	1572.5
9.1	126	127	0	230	9	0	293	230	3.1795	60445.381744791	45.877	128.84552	-45.18068	20	1572.5
13.0	127	128	0	230	9	0	419	230	3.1795	60445.381744791	45.877	128.83943	-45.17639	20	1572.5
11.5	127	127	0	230	9	0	370	230	3.1795	60445.381744791	45.877	128.83943	-45.18069	20	1572.5
10.7	128	128	1	237	9	0	345	237	3.2763	60445.381745911	45.877	128.83333	-45.17639	20	1475.7
9.7	128	127	1	237	9	0	312	237	3.2763	60445.381745911	45.877	128.83333	-45.18069	20	1475.7
9.8	129	128	0	237	9	0	314	237	3.2763	60445.381745911	45.877	128.82724	-45.17639	20	1475.7
8.8	129	127	0	237	9	0	283	237	3.2763	60445.381745911	45.877	128.82724	-45.18069	20	1475.7
7.6	130	128	0	237	9	0	246	237	3.2763	60445.381745911	45.877	128.82114	-45.17639	20	1475.7
6.9	130	127	0	237	9	0	222	237	3.2763	60445.381745911	45.877	128.82114	-45.18068	20	1475.7
8.3	126	128	1	237	9	0	268	237	3.2763	60445.381745911	45.877	128.84552	-45.17639	20	1475.7
7.3	126	127	1	237	9	0	236	237	3.2763	60445.381745911	45.877	128.84552	-45.18068	20	1475.7
10.2	127	128	1	237	9	0	329	237	3.2763	60445.381745911	45.877	128.83943	-45.17639	20	1475.7
9.1	127	127	1	237	9	0	293	237	3.2763	60445.381745911	45.877	128.83943	-45.18069	20	1475.7
11.8	128	128	0	243	9	0	380	243	3.3592	60445.381746871	45.877	128.83333	-45.17639	20	1392.8
10.6	128	127	0	243	9	0	340	243	3.3592	60445.381746871	45.877	128.83333	-45.18069	20	1392.8
10.6	129	128	0	243	9	0	341	243	3.3592	60445.381746871	45.877	128.82724	-45.17639	20	1392.8
9.6	129	127	0	243	9	0	308	243	3.3592	60445.381746871	45.877	128.82724	-45.18069	20	1392.8
8.0	130	128	0	243	9	0	256	243	3.3592	60445.381746871	45.877	128.82114	-45.17639	20	1392.8
7.3	130	127	0	243	9	0	235	243	3.3592	60445.381746871	45.877	128.82114	-45.18068	20	1392.8
8.7	126	128	0	243	9	0	279	243	3.3592	60445.381746871	45.877	128.84552	-45.17639	20	1392.8
7.6	126	127	0	243	9	0	245	243	3.3592	60445.381746871	45.877	128.84552	-45.18068	20	1392.8
11.0	127	128	0	243	9	0	355	243	3.3592	60445.381746871	45.877	128.83943	-45.17639	20	1392.8
9.8	127	127	0	243	9	0	316	243	3.3592	60445.381746871	45.877	128.83943	-45.18069	20	1392.8
8.0	128	128	1	250	9	0	258	250	3.4560	60445.381747991	45.877	128.83333	-45.17639	20	1296.0
7.1	128	127	1	250	9	0	228	250	3.4560	60445.381747991	45.877	128.83333	-45.18069	20	1296.0
7.3	129	128	1	250	9	0	236	250	3.4560	60445.381747991	45.877	128.82724	-45.17639	20	1296.0
6.5	129	127	1	250	9	0	210	250	3.4560	60445.381747991	45.877	128.82724	-45.18069	20	1296.0
7.5	127	128	1	250	9	0	240	250	3.4560	60445.381747991	45.877	128.83943	-45.17639	20	1296.0
6.5	127	127	1	250	9	0	210	250	3.4560	60445.381747991	45.877	128.83943	-45.18069	20	1296.0
12.5	128	128	0	4	10	0	401	4	0.0553	60445.381708631	50.975	128.83333	-45.17639	20	4696.7
11.1	128	127	0	4	10	0	356	4	0.0553	60445.381708631	50.975	128.83333	-45.18069	20	4696.7
11.3	129	128	0	4	10	0	364	4	0.0553	60445.381708631	50.975	128.82724	-45.17639	20	4696.7
10.2	129	127	0	4	10	0	329	4	0.0553	60445.381708631	50.975	128.82724	-45.18069	20	4696.7
9.0	130	128	0	4	10	0	291	4	0.0553	60445.381708631	50.975	128.82114	-45.17639	20	4696.7
8.1	130	127	0	4	10	0	259	4	0.0553	60445.381708631	50.975	128.82114	-45.18068	20	4696.7
6.4	131	128	0	4	10	0	207	4	0.0553	60445.381708631	50.975	128.81505	-45.17639	20	4696.7
7.1	125	129	0	4	10	0	230	4	0.0553	60445.381708631	50.975	128.85162	-45.17209	20	4696.7
9.4	126	129	0	4	10	0	304	4	0.0553	60445.381708631	50.975	128.84552	-45.17209	20	4696.7
7.7	126	127	0	4	10	0	249	4	0.0553	60445.381708631	50.975	128.84552	-45.18068	20	4696.7
11.7	127	128	0	4	10	0	375	4	0.0553	60445.381708631	50.975	128.83943	-45.17639	20	4696.7
10.0	127	127	0	4	10	0	322	4	0.0553	60445.381708631	50.975	128.83943	-45.18069	20	4696.7
7.9	128	128	0	10	10	0	255	10	0.1382	60445.381709591	50.975	128.83333	-45.17639	20	4613.8
7.1	128	127	0	10	10	0	230	10	0.1382	60445.381709591	50.975	128.83333	-45.18069	20	4613.8
7.2	129	128	0	10	10	0	233	10	0.1382	60445.381709591	50.975	128.82724	-45.17639	20	4613.8
6.6	129	127	0	10	10	0	211	10	0.1382	60445.381709591	50.975	128.82724	-45.18069	20	4613.8
7.4	127	128	0	10	10	0	238	10	0.1382	60445.381709591	50.975	128.83943	-45.17639	20	4613.8
6.7	127	127	0	10	10	0	214	10	0.1382	60445.381709591	50.975	128.83943	-45.18069	20	4613.8
8.1	128	128	1	43	10	0	262	43	0.5944	60445.381714871	50.975	128.83333	-45.17639	20	4157.6
7.3	128	127	1	43	10	0	236	43	0.5944	60445.381714871	50.975	128.83333	-45.18069	20	4157.6
7.4	129	128	1	43	10	0	237	43	0.5944	60445.381714871	50.975	128.82724	-45.17639	20	4157.6
6.7	129	127	1	43	10	0	216	43	0.5944	60445.381714871	50.975	128.82724	-45.18069	20	4157.6
7.6	127	128	1	43	10	0	243	43	0.5944	60445.381714871	50.975	128.83943	-45.17639	20	4157.6
6.7	127	127	1	43	10	0	217	43	0.5944	60445.381714871	50.975	128.83943	-45.18069	20	4157.6
9.9	128	128	0	49	10	0	318	49	0.6774	60445.381715831	50.975	128.83333	-45.17639	20	4074.6
8.7	128	127	0	49	10	0	280	49	0.6774	60445.381715831	50.975	128.83333	-45.18069	20	4074.6
9.0	129	128	0	49	10	0	289	49	0.6774	60445.381715831	50.975	128.82724	-45.17639	20	4074.6
8.0	129	127	0	49	10	0	257	49	0.6774	60445.381715831	50.975	128.82724	-45.18069	20	4074.6
6.9	130	128	0	49	10	0	223	49	0.6774	60445.381715831	50.975	128.82114	-45.17639	20	4074.6
6.2	130	127	0	49	10	0	201	49	0.6774	60445.381715831	50.975	128.82114	-45.18068	20	4074.6
7.3	126	128	0	49	10	0	236	49	0.6774	60445.381715831	50.975	128.84552	-45.17639	20	4074.6
6.2	126	127	0	49	10	0	201	49	0.6774	60445.381715831	50.975	128.84552	-45.18068	20	4074.6
9.3	127	128	0	49	10	0	298	49	0.6774	60445.381715831	50.975	128.83943	-45.17639	20	4074.6
8.0	127	127	0	49	10	0	258	49	0.6774	60445.381715831	50.975	128.83943	-45.18069	20	4074.6
11.7	128	128	0	62	10	0	375	62	0.8571	60445.381717911	50.975	128.83333	-45.17639	20	3894.9
10.5	128	127	0	62	10	0	339	62	0.8571	60445.381717911	50.975	128.83333	-45.18069	20	3894.9
10.5	129	128	0	62	10	0	338	62	0.8571	60445.381717911	50.975	128.82724	-45.17639	20	3894.9
9.6	129	127	0	62	10	0	310	62	0.8571	60445.381717911	50.975	128.82724	-45.18069	20	3894.9
7.9	130	128	0	62	10	0	255	62	0.8571	60445.381717911	50.975	128.82114	-45.17639	20	3894.9
7.4	130	127	0	62	10	0	237	62	0.8571	60445.381717911	50.975	128.82114	-45.18068	20	3894.9
8.4	126	128	0	62	10	0	270	62	0.8571	60445.381717911	50.975	128.84552	-45.17639	20	3894.9
7.3	126	127	0	62	10	0	235	62	0.8571	60445.381717911	50.975	128.84552	-45.18068	20	3894.9
