# target_slot, uvidx, shift_flag, upix, vpix
15 1132 1 48 104
0 461 0 49 104
1 509 0 57 104
2 204 0 58 104
3 203 0 59 104
4 435 0 60 104
5 408 0 66 104
6 155 0 67 104
7 187 0 68 104
8 2891 0 81 104
9 2438 0 82 104
9 2666 0 82 104
9 5025 0 82 104
9 5137 0 82 104
10 2177 0 83 104
11 853 0 92 104
11 1372 0 92 104
11 1847 0 92 104
12 695 0 93 104
12 1151 0 93 104
12 1419 0 93 104
13 327 0 94 104
14 73 0 95 104
15 665 0 102 104
15 1812 1 102 104
0 1154 0 103 104
1 3030 0 23 105
2 2840 0 24 105
3 2881 0 25 105
4 2341 0 26 105
4 3075 0 26 105
5 2206 0 27 105
6 386 0 49 105
7 277 0 50 105
7 5242 0 50 105
8 354 0 51 105
8 4648 0 51 105
8 5190 0 51 105
9 4838 0 52 105
9 4942 0 52 105
9 5083 0 52 105
10 4563 0 53 105
11 4562 0 54 105
12 4366 0 55 105
12 5003 0 55 105
13 4601 0 80 105
13 5151 0 80 105
14 4477 0 81 105
15 2222 0 83 105
15 4443 0 83 105
15 5266 1 -1 -1
0 1571 0 84 105
0 2176 0 84 105
0 4009 0 84 105
0 4704 0 84 105
1 1609 0 85 105
2 568 0 93 105
2 1044 0 93 105
2 1238 0 93 105
3 38 0 94 105
3 681 0 94 105
4 362 0 95 105
4 442 0 95 105
4 1255 0 95 105
5 4830 0 102 105
5 5054 0 102 105
6 24 0 103 105
6 1190 0 103 105
7 444 0 104 105
8 2240 0 28 106
9 2205 0 29 106
10 1629 0 30 106
10 2519 0 30 106
11 1560 0 31 106
12 1793 0 32 106
13 4617 0 52 106
14 4280 0 53 106
14 4684 0 53 106
15 3953 1 54 106
0 3998 0 55 106
0 4118 0 55 106
1 3956 0 56 106
2 3435 0 57 106
2 4287 0 57 106
3 3571 0 58 106
4 4390 0 81 106
4 4971 0 81 106
5 3867 0 82 106
6 3380 0 83 106
6 4149 0 83 106
7 4385 0 84 106
8 1500 0 85 106
8 3579 0 85 106
8 3912 0 85 106
9 775 0 86 106
9 1769 0 86 106
9 3269 0 86 106
10 1012 0 87 106
11 91 0 95 106
11 612 0 95 106
12 252 0 96 106
13 4427 0 102 106
14 3888 0 103 106
14 4904 0 103 106
15 581 1 104 106
0 1718 0 32 107
1 1230 0 33 107
1 1595 0 33 107
2 962 0 34 107
3 961 0 35 107
4 960 0 36 107
5 3788 0 55 107
5 4197 0 55 107
6 3346 0 56 107
7 3345 0 57 107
8 2960 0 58 107
8 3540 0 58 107
8 3605 0 58 107
9 3040 0 59 107
9 3472 0 59 107
10 2717 0 60 107
11 2850 0 61 107
12 3778 0 83 107
13 3147 0 84 107
13 3277 0 84 107
14 2609 0 85 107
15 3719 1 86 107
0 620 0 87 107
0 864 0 87 107
0 2650 0 87 107
0 3679 0 87 107
1 64 0 88 107
1 2452 0 88 107
1 2682 0 88 107
2 443 0 89 107
3 5012 0 101 107
3 5106 0 101 107
4 4660 0 102 107
5 3534 0 103 107
5 3984 0 103 107
6 3222 0 104 107
7 1229 0 36 108
8 562 0 37 108
8 1026 0 37 108
9 281 0 38 108
10 324 0 39 108
11 280 0 40 108
12 507 0 41 108
13 3165 0 58 108
14 2713 0 59 108
15 2525 0 60 108
15 2742 0 60 108
15 5266 1 -1 -1
0 2066 0 61 108
0 3039 0 61 108
1 2132 0 62 108
1 2383 0 62 108
1 3129 0 62 108
2 2069 0 63 108
3 1767 0 64 108
3 2248 0 64 108
3 4735 0 64 108
3 5087 0 64 108
4 5006 0 65 108
5 2148 0 86 108
5 2866 0 86 108
6 1974 0 87 108
7 1910 0 88 108
7 2404 0 88 108
8 368 0 89 108
8 1966 0 89 108
9 1473 0 90 108
9 2451 0 90 108
10 4891 0 92 108
10 5157 0 92 108
11 4852 0 94 108
11 5143 0 94 108
12 4527 0 95 108
13 4142 0 102 108
13 4449 0 102 108
14 3864 0 103 108
15 2741 0 104 108
15 5266 1 -1 -1
0 2093 0 105 108
0 2613 0 105 108
1 607 0 41 109
2 4954 0 55 109
2 5089 0 55 109
3 2241 0 62 109
4 1633 0 63 109
4 2312 0 63 109
5 1439 0 64 109
5 1890 0 64 109
6 1443 0 65 109
6 1561 0 65 109
6 4540 0 65 109
7 1442 0 66 109
7 4134 0 66 109
7 4692 0 66 109
8 830 0 67 109
8 1889 0 67 109
8 3922 0 67 109
9 1148 0 68 109
9 4205 0 68 109
10 5165 0 81 109
11 4452 0 82 109
12 4350 0 83 109
12 4633 0 83 109
13 5124 0 86 109
14 1346 0 88 109
15 942 0 89 109
15 1509 0 89 109
15 5266 1 -1 -1
0 1164 0 90 109
0 1696 0 90 109
1 980 0 91 109
1 1426 0 91 109
2 787 0 92 109
2 4506 0 92 109
3 3927 0 93 109
3 4604 0 93 109
4 4105 0 94 109
5 4345 0 95 109
5 4599 0 95 109
6 3687 0 96 109
6 3842 0 96 109
7 3581 0 97 109
8 3297 0 103 109
8 4377 0 103 109
9 2676 0 104 109
9 3296 0 104 109
10 2311 0 105 109
11 1329 0 106 109
11 2039 0 106 109
12 1878 0 107 109
13 4842 0 55 110
14 4541 0 56 110
15 4330 0 57 110
15 4623 1 57 110
0 3935 0 58 110
1 4135 0 59 110
2 1233 0 65 110
2 1796 0 65 110
3 802 0 66 110
4 825 0 67 110
5 360 0 68 110
5 898 0 68 110
5 1034 0 68 110
5 3476 0 68 110
5 4368 0 68 110
6 403 0 69 110
6 609 0 69 110
6 1007 0 69 110
6 3294 0 69 110
7 149 0 70 110
7 2890 0 70 110
7 3541 0 70 110
8 402 0 71 110
8 2853 0 71 110
9 4106 0 83 110
10 3726 0 84 110
10 3882 0 84 110
11 3251 0 85 110
12 4518 0 86 110
13 4178 0 87 110
13 4486 0 87 110
14 3925 0 88 110
15 712 0 90 110
15 5266 1 -1 -1
0 84 0 91 110
0 1207 0 91 110
1 494 0 92 110
1 979 0 92 110
2 68 0 93 110
2 1201 0 93 110
3 169 0 94 110
3 3337 0 94 110
3 4222 0 94 110
4 2828 0 95 110
4 3279 0 95 110
5 3100 0 96 110
6 3187 0 97 110
6 3249 0 97 110
7 2581 0 98 110
8 2969 0 104 110
9 1953 0 105 110
9 2783 0 105 110
10 2395 0 106 110
11 662 0 107 110
11 1596 0 107 110
12 508 0 108 110
12 1137 0 108 110
13 3798 0 59 111
13 4206 0 59 111
14 3326 0 60 111
15 3350 0 61 111
15 5266 1 -1 -1
0 2817 0 62 111
0 3667 0 62 111
1 2965 0 63 111
2 182 0 69 111
3 181 0 70 111
4 365 0 71 111
4 2925 0 71 111
5 2280 0 72 111
5 2889 0 72 111
6 2009 0 73 111
7 1808 0 74 111
7 2220 0 74 111
8 2708 0 86 111
8 3557 0 86 111
9 2458 0 87 111
9 2637 0 87 111
10 2185 0 88 111
10 3770 0 88 111
10 4144 0 88 111
11 3238 0 89 111
12 2680 0 90 111
12 3551 0 90 111
13 264 0 92 111
14 2368 0 96 111
14 2624 0 96 111
15 1951 1 97 111
0 3097 0 98 111
1 1946 0 99 111
1 3146 0 99 111
2 1457 0 100 111
2 2407 0 100 111
3 1303 0 106 111
3 2500 0 106 111
4 781 0 107 111
4 1896 0 107 111
5 15 0 108 111
6 2926 0 63 112
7 2355 0 64 112
7 2854 0 64 112
8 2074 0 65 112
9 2043 0 66 112
10 1688 0 67 112
11 1807 0 74 112
12 1402 0 75 112
13 1077 0 76 112
13 1495 0 76 112
14 751 0 77 112
15 1254 1 78 112
0 2153 0 88 112
1 1432 0 89 112
1 2265 0 89 112
2 1364 0 90 112
2 3140 0 90 112
3 2257 0 91 112
3 2679 0 91 112
4 1957 0 92 112
5 1774 0 93 112
5 4928 0 93 112
5 5171 0 93 112
6 1319 0 98 112
7 714 0 99 112
7 1747 0 99 112
8 1475 0 100 112
9 684 0 101 112
9 1658 0 101 112
10 983 0 102 112
11 447 0 107 112
11 705 0 107 112
12 27 0 108 112
13 1606 0 67 113
14 1445 0 68 113
15 927 0 69 113
15 1724 0 69 113
15 5266 1 -1 -1
0 808 0 70 113
1 1079 0 71 113
2 481 0 78 113
2 860 0 78 113
3 110 0 79 113
4 150 0 80 113
5 1166 0 90 113
6 693 0 91 113
7 173 0 92 113
7 987 0 92 113
8 374 0 93 113
8 1356 0 93 113
9 785 0 94 113
9 1578 0 94 113
9 4418 0 94 113
10 838 0 95 113
10 3830 0 95 113
11 3560 0 96 113
12 4425 0 98 113
12 5129 0 98 113
13 1091 0 99 113
13 4463 0 99 113
13 5024 0 99 113
13 5158 0 99 113
14 87 0 100 113
14 943 0 100 113
14 3868 0 100 113
14 4579 0 100 113
15 138 0 101 113
15 5266 1 -1 -1
0 61 0 102 113
0 1204 0 102 113
1 194 0 103 113
2 530 0 108 113
3 483 0 71 114
3 1078 0 71 114
4 151 0 72 114
5 126 0 73 114
6 618 0 74 114
7 197 0 93 114
8 417 0 95 114
8 1053 0 95 114
9 32 0 96 114
9 3252 0 96 114
10 540 0 97 114
10 2587 0 97 114
10 3731 0 97 114
11 2333 0 98 114
11 2943 0 98 114
12 3841 0 99 114
12 4809 0 99 114
13 3209 0 100 114
13 4340 0 100 114
13 4392 0 100 114
14 3217 0 101 114
14 3808 0 101 114
14 4151 0 101 114
15 2586 0 102 114
15 3633 0 102 114
15 5266 1 -1 -1
0 4555 0 103 114
0 5172 0 103 114
1 5187 0 77 115
2 4466 0 78 115
2 5239 0 78 115
3 4162 0 79 115
3 4533 0 79 115
4 3869 0 80 115
5 4320 0 81 115
6 2019 0 98 115
7 1366 0 99 115
7 2187 0 99 115
7 4458 0 99 115
7 5144 0 99 115
8 1061 0 100 115
8 1434 0 100 115
9 2572 0 101 115
10 1924 0 102 115
10 3059 0 102 115
10 3186 0 102 115
11 1821 0 103 115
11 1939 0 103 115
11 3101 0 103 115
11 4782 0 103 115
12 1325 0 104 115
12 2552 0 104 115
12 3831 0 104 115
12 4636 0 104 115
13 3221 0 105 115
14 5240 0 27 116
15 4762 0 28 116
15 5188 1 28 116
0 4644 0 29 116
1 4682 0 30 116
2 4234 0 31 116
2 4793 0 31 116
3 4021 0 32 116
4 4020 0 33 116
5 3748 0 34 116
5 4233 0 34 116
6 4826 0 44 116
6 5046 0 44 116
7 4612 0 45 116
8 4585 0 46 116
9 4081 0 47 116
9 4864 0 47 116
10 4048 0 48 116
11 3282 0 81 116
11 4362 0 81 116
12 3033 0 82 116
12 3316 0 82 116
13 2614 0 83 116
14 2207 0 84 116
14 2882 0 84 116
15 5014 0 85 116
15 5111 1 85 116
0 4435 0 86 116
1 3905 0 87 116
1 4740 0 87 116
2 3401 0 88 116
2 3971 0 88 116
3 3675 0 89 116
4 4666 0 99 116
5 945 0 100 116
5 3721 0 100 116
5 3825 0 100 116
5 4969 0 100 116
6 229 0 101 116
6 731 0 101 116
6 3012 0 101 116
6 3211 0 101 116
7 52 0 102 116
8 1314 0 103 116
9 629 0 104 116
9 643 0 104 116
9 1279 0 104 116
9 1659 0 104 116
10 491 0 105 116
10 549 0 105 116
10 656 0 105 116
10 2906 0 105 116
10 3586 0 105 116
11 35 0 106 116
11 2037 0 106 116
11 2592 0 106 116
12 1868 0 107 116
12 2006 0 107 116
13 3650 0 34 117
14 3419 0 35 117
15 3418 1 36 117
0 3077 0 37 117
0 3566 0 37 117
1 2803 0 38 117
2 2802 0 39 117
3 2521 0 40 117
3 2842 0 40 117
4 2165 0 41 117
5 2273 0 42 117
6 4273 0 48 117
7 3643 0 49 117
7 4080 0 49 117
8 3386 0 50 117
9 3367 0 51 117
10 2909 0 52 117
10 3594 0 52 117
11 2740 0 53 117
12 2766 0 54 117
13 2305 0 55 117
13 3112 0 55 117
14 5215 0 74 117
15 4494 0 75 117
15 5214 1 75 117
0 4511 0 76 117
1 2424 0 84 117
2 1980 0 85 117
3 1349 0 86 117
3 2520 0 86 117
4 1028 0 87 117
4 1438 0 87 117
5 799 0 88 117
6 3135 0 89 117
6 3287 0 89 117
7 2595 0 90 117
8 2012 0 91 117
8 2929 0 91 117
9 2047 0 92 117
10 2327 0 102 117
10 2577 0 102 117
11 1615 0 103 117
11 1954 0 103 117
12 1541 0 104 117
13 20 0 105 117
14 421 0 106 117
15 1348 1 107 117
0 661 0 108 117
0 1546 0 108 117
1 268 0 109 117
1 1213 0 109 117
2 2425 0 42 118
3 2208 0 43 118
4 1597 0 44 118
4 2477 0 44 118
5 1523 0 45 118
6 1522 0 46 118
7 1031 0 47 118
7 1760 0 47 118
8 890 0 48 118
9 889 0 49 118
10 510 0 50 118
10 1030 0 50 118
11 2380 0 55 118
12 2092 0 56 118
13 1834 0 57 118
13 2162 0 57 118
14 1482 0 58 118
15 1463 0 59 118
15 5221 0 59 118
15 5266 1 -1 -1
0 1068 0 60 118
0 1624 0 60 118
0 4564 0 60 118
0 5220 0 60 118
1 824 0 61 118
1 4538 0 61 118
2 995 0 62 118
2 4028 0 62 118
2 4840 0 62 118
3 3934 0 63 118
4 3395 0 64 118
4 4240 0 64 118
5 3324 0 65 118
6 3759 0 66 118
7 4955 0 72 118
7 5094 0 72 118
8 4470 0 73 118
9 4212 0 74 118
9 4592 0 74 118
10 4140 0 75 118
11 4282 0 76 118
11 4994 0 76 118
12 3876 0 77 118
13 3391 0 78 118
13 4122 0 78 118
14 3265 0 79 118
15 2660 0 80 118
15 3752 1 80 118
0 2692 0 81 118
1 1000 0 88 118
2 144 0 89 118
2 1027 0 89 118
3 62 0 90 118
4 1613 0 92 118
4 2502 0 92 118
5 1330 0 93 118
6 683 0 94 118
6 1898 0 94 118
7 164 0 95 118
7 903 0 95 118
8 626 0 96 118
9 941 0 104 118
9 1429 0 104 118
10 225 0 105 118
10 679 0 105 118
11 50 0 106 118
12 44 0 109 118
13 4421 0 110 118
13 5119 0 110 118
14 241 0 51 119
15 240 0 52 119
15 5266 1 -1 -1
0 282 0 53 119
1 1106 0 62 119
2 320 0 63 119
2 1105 0 63 119
3 178 0 64 119
4 177 0 65 119
5 2924 0 66 119
5 3615 0 66 119
6 2675 0 67 119
7 2388 0 68 119
7 2816 0 68 119
8 2023 0 69 119
9 1891 0 70 119
9 2070 0 70 119
10 1400 0 71 119
11 1565 0 72 119
12 4002 0 75 119
13 3351 0 76 119
13 4211 0 76 119
14 3273 0 77 119
15 2665 0 78 119
15 3802 1 78 119
0 2494 0 79 119
0 2664 0 79 119
1 1991 0 80 119
2 2427 0 81 119
2 3121 0 81 119
3 1989 0 82 119
4 1600 0 83 119
4 2124 0 83 119
5 1360 0 84 119
6 803 0 85 119
6 1677 0 85 119
7 828 0 86 119
8 79 0 96 119
9 4806 0 97 119
9 5118 0 97 119
10 4176 0 98 119
10 4424 0 98 119
11 4304 0 104 119
11 4404 0 104 119
11 5130 0 104 119
12 3303 0 105 119
12 3845 0 105 119
13 3331 0 106 119
14 3972 0 110 119
14 4848 0 110 119
15 2970 0 111 119
15 3197 0 111 119
15 3906 0 111 119
15 4647 0 111 119
15 5058 1 111 119
0 2399 0 112 119
0 2580 0 112 119
1 1723 0 72 120
2 831 0 73 120
2 1854 0 73 120
3 750 0 74 120
4 291 0 75 120
4 1075 0 75 120
5 109 0 76 120
6 331 0 77 120
7 1690 0 81 120
7 2101 0 81 120
8 1373 0 82 120
9 930 0 83 120
9 1569 0 83 120
10 704 0 84 120
11 153 0 85 120
11 1082 0 85 120
12 256 0 86 120
12 1038 0 86 120
13 71 0 87 120
13 1239 0 87 120
14 121 0 88 120
15 3443 0 99 120
15 3852 0 99 120
15 5266 1 -1 -1
0 2822 0 100 120
0 3247 0 100 120
1 2142 0 101 120
1 2604 0 101 120
2 2026 0 102 120
3 2590 0 106 120
3 3772 0 106 120
4 1905 0 107 120
4 1925 0 107 120
4 2898 0 107 120
5 978 0 108 120
5 1304 0 108 120
6 3857 0 111 120
6 4439 0 111 120
7 1956 0 112 120
7 2640 0 112 120
7 3193 0 112 120
7 4117 0 112 120
8 723 0 113 120
8 1292 0 113 120
8 2398 0 113 120
8 2524 0 113 120
8 2672 0 113 120
9 299 0 114 120
9 752 0 114 120
10 367 0 86 121
11 580 0 87 121
12 1505 0 102 121
12 2323 0 102 121
13 866 0 103 121
13 1342 0 103 121
14 222 0 104 121
14 692 0 104 121
15 46 1 105 121
0 1270 0 108 121
1 82 0 109 121
1 676 0 109 121
2 134 0 110 121
3 1525 0 113 121
3 1937 0 113 121
4 31 0 114 121
4 512 0 114 121
4 640 0 114 121
4 1332 0 114 121
5 90 0 115 121
6 180 0 115 122
7 4713 0 117 122
7 5162 0 117 122
8 5183 0 63 123
9 4532 0 64 123
9 5235 0 64 123
10 4493 0 65 123
11 4933 0 66 123
12 4553 0 117 123
13 2602 0 118 123
13 3203 0 118 123
13 3828 0 118 123
13 4712 0 118 123
14 1308 0 119 123
14 1931 0 119 123
14 2869 0 119 123
15 4074 0 122 123
15 4409 0 122 123
15 5163 1 122 123
0 3951 0 66 124
1 3918 0 67 124
2 3291 0 68 124
3 3314 0 69 124
4 2688 0 70 124
4 3781 0 70 124
5 2659 0 71 124
6 2064 0 72 124
6 3108 0 72 124
7 2020 0 73 124
8 1480 0 74 124
8 2379 0 74 124
9 1380 0 75 124
10 884 0 76 124
10 1713 0 76 124
11 745 0 77 124
12 274 0 78 124
12 994 0 78 124
13 107 0 79 124
14 5241 0 91 124
15 4428 0 92 124
15 5189 1 92 124
0 3870 0 93 124
0 4725 0 93 124
1 3264 0 94 124
1 4050 0 94 124
2 2690 0 95 124
2 3344 0 95 124
3 2211 0 96 124
3 2627 0 96 124
4 1762 0 97 124
4 1959 0 97 124
5 1316 0 98 124
6 673 0 99 124
6 1881 0 99 124
7 4416 0 116 124
7 5066 0 116 124
8 699 0 119 124
8 1915 0 119 124
9 8 0 120 124
9 820 0 120 124
10 4415 0 121 124
10 5176 0 121 124
11 2658 0 122 124
11 3206 0 122 124
11 3309 0 122 124
11 3833 0 122 124
11 3875 0 122 124
11 5031 0 122 124
12 43 0 123 124
12 649 0 123 124
12 1298 0 123 124
12 1932 0 123 124
12 2565 0 123 124
12 3308 0 123 124
13 5236 0 11 125
14 4823 0 12 125
14 5184 0 12 125
15 4677 0 13 125
15 5266 1 -1 -1
0 4717 0 14 125
1 4676 0 15 125
2 4114 0 16 125
2 4980 0 16 125
3 4045 0 17 125
4 4077 0 18 125
5 3591 0 19 125
5 4227 0 19 125
6 3497 0 20 125
7 3461 0 21 125
8 3496 0 22 125
9 2908 0 23 125
9 3741 0 23 125
10 2877 0 24 125
11 3066 0 25 125
12 4763 0 42 125
12 5059 0 42 125
13 4586 0 43 125
14 4618 0 44 125
15 4023 0 45 125
15 4943 0 45 125
15 5266 1 -1 -1
0 3989 0 46 125
1 3606 0 47 125
1 4119 0 47 125
2 3389 0 48 125
3 3369 0 49 125
4 2914 0 50 125
4 3653 0 50 125
5 2743 0 51 125
6 2771 0 52 125
7 2168 0 53 125
7 3118 0 53 125
8 2123 0 54 125
9 2122 0 55 125
10 1465 0 56 125
11 1487 0 57 125
12 1142 0 58 125
12 1562 0 58 125
13 851 0 59 125
14 826 0 60 125
15 436 0 61 125
15 1035 0 61 125
15 5266 1 -1 -1
0 183 0 62 125
1 208 0 63 125
2 470 0 64 125
3 316 0 80 125
4 1141 0 99 125
5 45 0 100 125
5 1033 0 100 125
6 207 0 101 125
7 4993 0 116 125
8 2603 0 117 125
8 3195 0 117 125
8 3819 0 117 125
8 3881 0 117 125
8 4406 0 117 125
8 4992 0 117 125
8 5148 0 117 125
9 922 0 118 125
9 1290 0 118 125
9 1922 0 118 125
9 2015 0 118 125
9 2563 0 118 125
9 2808 0 118 125
9 3201 0 118 125
9 4032 0 118 125
10 1 0 119 125
10 674 0 119 125
10 1744 0 119 125
10 2014 0 119 125
11 1338 0 122 125
11 1934 0 122 125
11 2687 0 122 125
12 10 0 123 125
12 652 0 123 125
12 1547 0 123 125
12 2865 0 123 125
12 3202 0 123 125
12 3826 0 123 125
12 4407 0 123 125
12 5149 0 123 125
13 6 0 124 125
13 632 0 124 125
13 647 0 124 125
13 1295 0 124 125
13 1929 0 124 125
13 2599 0 124 125
14 2950 0 25 126
15 2876 0 26 126
15 5266 1 -1 -1
0 2201 0 27 126
1 2235 0 28 126
2 2200 0 29 126
3 1832 0 30 126
3 2301 0 30 126
4 1555 0 31 126
5 1591 0 32 126
6 1554 0 33 126
7 1100 0 34 126
7 1753 0 34 126
8 914 0 35 126
9 952 0 36 126
10 913 0 37 126
11 385 0 38 126
11 1171 0 38 126
12 276 0 39 126
13 317 0 40 126
14 275 0 41 126
15 4956 0 82 126
15 5098 1 82 126
0 4442 0 83 126
1 3957 0 84 126
1 4739 0 84 126
2 3544 0 85 126
2 3923 0 85 126
3 3245 0 86 126
4 2632 0 87 126
4 3706 0 87 126
5 2253 0 88 126
5 2696 0 88 126
6 1965 0 89 126
7 1354 0 90 126
7 2496 0 90 126
8 932 0 91 126
8 1448 0 91 126
9 691 0 92 126
10 59 0 93 126
10 1189 0 93 126
11 186 0 94 126
12 306 0 119 126
12 646 0 119 126
12 1318 0 119 126
13 34 0 120 126
14 1169 0 124 127
14 1300 0 124 127
14 1935 0 124 127
14 2567 0 124 127
14 3207 0 124 127
14 3834 0 124 127
14 4410 0 124 127
14 5177 0 124 127
15 140 0 125 127
15 663 0 125 127
15 5266 1 -1 -1
0 4545 0 92 128
0 5107 0 92 128
1 4061 0 93 128
1 4472 0 93 128
2 3483 0 94 128
2 3874 0 94 128
3 3048 0 95 128
3 3235 0 95 128
4 2575 0 96 128
5 1950 0 97 128
6 1335 0 98 128
6 2362 0 98 128
7 706 0 99 128
7 1538 0 99 128
8 162 0 100 128
8 782 0 100 128
9 66 0 101 128
10 3210 0 122 128
10 3824 0 122 128
10 4405 0 122 128
10 5134 0 122 128
11 4 0 123 128
11 644 0 123 128
11 1294 0 123 128
11 1927 0 123 128
11 2561 0 123 128
11 3773 0 123 128
12 89 0 125 128
12 4430 0 125 128
12 5164 0 125 128
13 9 0 126 128
13 650 0 126 128
13 1299 0 126 128
13 1933 0 126 128
13 2566 0 126 128
13 3204 0 126 128
13 3829 0 126 128
13 4750 0 126 128
14 575 0 59 131
14 1479 0 59 131
15 215 0 60 131
15 1099 0 60 131
15 1590 0 60 131
15 5266 1 -1 -1
0 214 0 61 131
0 823 0 61 131
1 475 0 62 131
1 844 0 62 131
2 353 0 63 131
2 1064 0 63 131
3 176 0 64 131
4 175 0 65 131
5 598 0 66 131
6 1822 0 80 131
7 756 0 81 131
7 1863 0 81 131
8 137 0 82 131
8 725 0 82 131
9 92 0 83 131
10 113 0 84 131
11 2075 0 88 131
12 1353 0 89 131
12 2437 0 89 131
13 973 0 90 131
13 1446 0 90 131
14 690 0 91 131
15 76 0 92 131
15 1153 1 92 131
0 127 0 93 131
1 11 0 127 131
1 670 0 127 131
2 12 0 129 131
2 653 0 129 131
2 1302 0 129 131
2 1958 0 129 131
3 4690 0 40 132
4 4621 0 41 132
5 4204 0 42 132
5 4798 0 42 132
6 3997 0 43 132
7 3996 0 44 132
7 4897 0 44 132
7 5042 0 44 132
8 3394 0 45 132
8 4365 0 45 132
8 4584 0 45 132
9 3393 0 46 132
9 4583 0 46 132
10 3170 0 47 132
10 3434 0 47 132
10 4113 0 47 132
10 4822 0 47 132
11 2776 0 48 132
11 3981 0 48 132
12 2775 0 49 132
12 3739 0 49 132
12 4016 0 49 132
13 2490 0 50 132
13 2849 0 50 132
13 3366 0 50 132
14 2131 0 51 132
14 3365 0 51 132
15 1608 0 52 132
15 2130 0 52 132
15 2982 0 52 132
15 3561 1 52 132
0 1498 0 53 132
0 1804 0 53 132
0 2247 0 53 132
0 2739 0 53 132
1 1045 0 54 132
1 1468 0 54 132
1 1728 0 54 132
1 2738 0 54 132
2 863 0 55 132
2 1493 0 55 132
2 2198 0 55 132
2 3065 0 55 132
3 901 0 56 132
3 1074 0 56 132
3 1682 0 56 132
3 2091 0 56 132
4 407 0 57 132
4 858 0 57 132
4 1080 0 57 132
4 2116 0 57 132
5 218 0 58 132
5 857 0 58 132
5 1462 0 58 132
6 217 0 59 132
6 476 0 59 132
6 1073 0 59 132
6 1872 0 59 132
7 486 0 60 132
8 4970 0 68 132
9 4033 0 69 132
9 4811 0 69 132
9 5136 0 69 132
10 3913 0 70 132
10 4488 0 70 132
11 3334 0 71 132
11 4342 0 71 132
11 4347 0 71 132
11 4524 0 71 132
12 3307 0 72 132
12 3896 0 72 132
13 2706 0 73 132
13 3522 0 73 132
13 3777 0 73 132
13 4070 0 73 132
14 2653 0 74 132
14 3289 0 74 132
15 2034 0 75 132
15 2825 0 75 132
15 3188 0 75 132
15 3553 1 75 132
0 2016 0 76 132
0 2669 0 76 132
1 1407 0 77 132
1 2144 0 77 132
1 2548 0 77 132
1 2972 0 77 132
2 1397 0 78 132
2 2001 0 78 132
3 758 0 79 132
3 1455 0 79 132
3 1909 0 79 132
3 2403 0 79 132
4 727 0 80 132
4 1425 0 80 132
5 103 0 81 132
5 4802 0 81 132
5 5093 0 81 132
6 590 0 82 132
6 4448 0 82 132
7 3904 0 83 132
7 4844 0 83 132
8 3480 0 84 132
8 3967 0 84 132
9 3255 0 85 132
10 2620 0 86 132
10 3763 0 86 132
11 2252 0 87 132
11 2722 0 87 132
12 2251 0 88 132
13 57 0 103 132
14 573 0 104 132
15 1062 0 127 132
15 1301 0 127 132
15 1936 0 127 132
15 2568 0 127 132
15 3208 0 127 132
15 3835 0 127 132
15 4411 0 127 132
15 5178 0 127 132
15 5266 1 -1 -1
0 2266 0 129 132
0 2569 0 129 132
0 3259 0 129 132
1 3410 0 130 132
1 3836 0 130 132
1 4412 0 130 132
1 5179 0 130 132
2 5197 0 36 133
3 4658 0 37 133
3 5251 0 37 133
4 4625 0 38 133
5 4624 0 39 133
5 4880 0 39 133
5 5082 0 39 133
6 4001 0 40 133
6 4951 0 40 133
7 4029 0 41 133
8 3670 0 42 133
8 4139 0 42 133
9 3398 0 43 133
10 3397 0 44 133
11 2998 0 45 133
11 3573 0 45 133
12 2820 0 46 133
13 2780 0 47 133
14 2359 0 48 133
14 2967 0 48 133
15 2136 1 49 133
0 2135 0 50 133
1 1729 0 51 133
1 2358 0 51 133
2 1811 0 52 133
3 4707 0 67 133
3 5150 0 67 133
4 4528 0 68 133
5 3509 0 97 133
6 2917 0 98 133
6 3231 0 98 133
7 2348 0 99 133
7 2584 0 99 133
8 1801 0 100 133
8 1949 0 100 133
9 1245 0 101 133
9 1312 0 101 133
10 658 0 102 133
11 247 0 103 133
11 1244 0 103 133
11 2394 0 103 133
11 3002 0 103 133
12 1646 0 104 133
12 1944 0 104 133
13 902 0 105 133
13 1323 0 105 133
14 161 0 106 133
14 682 0 106 133
15 65 1 107 133
0 7 0 116 133
0 793 0 116 133
1 1363 0 117 133
2 5 0 118 133
2 645 0 118 133
2 1866 0 118 133
3 551 0 83 134
4 496 0 84 134
5 4688 0 95 134
5 5074 0 95 134
6 4125 0 96 134
6 4433 0 96 134
7 3791 0 97 134
7 3859 0 97 134
8 4434 0 100 134
8 5105 0 100 134
9 3840 0 101 134
9 4699 0 101 134
10 3178 0 102 134
10 3196 0 102 134
10 4335 0 102 134
11 2579 0 103 134
12 2457 0 114 134
12 2564 0 114 134
12 3213 0 114 134
13 1165 0 115 134
13 1297 0 115 134
13 1942 0 115 134
13 4389 0 115 134
13 4600 0 115 134
14 760 0 116 134
14 2652 0 116 134
14 3200 0 116 134
14 3838 0 116 134
15 1476 0 117 134
15 1928 0 117 134
15 2684 0 117 134
15 5266 1 -1 -1
0 2553 0 76 135
1 2004 0 77 135
2 1585 0 78 135
2 2294 0 78 135
3 1378 0 79 135
4 878 0 80 135
4 1705 0 80 135
5 741 0 81 135
6 196 0 82 135
6 1093 0 82 135
7 172 0 83 135
8 738 0 84 135
9 416 0 85 135
