# target_slot, uvidx, shift_flag, upix, vpix
0 2179 0 156 63
1 2442 0 157 63
2 4286 0 162 63
3 3995 0 163 63
4 4978 0 172 63
5 4557 0 173 63
5 5234 0 173 63
6 1109 0 176 63
7 964 0 177 63
8 1622 0 188 63
9 1712 0 189 63
10 4810 0 64 64
10 5228 0 64 64
11 2319 0 65 64
11 4746 0 65 64
12 2249 0 66 64
12 4102 0 66 64
12 4923 0 66 64
13 4307 0 67 64
14 4893 0 68 64
15 4634 0 69 64
15 5266 1 -1 -1
0 2724 0 82 64
0 3804 0 82 64
1 4395 0 85 64
2 3099 0 86 64
2 3338 0 86 64
3 2408 0 87 64
3 2937 0 87 64
4 2262 0 89 64
4 2974 0 89 64
4 3717 0 89 64
4 4179 0 89 64
5 3577 0 90 64
6 1790 0 96 64
6 2160 0 96 64
7 810 0 103 64
8 1767 0 108 64
8 2248 0 108 64
8 4735 0 108 64
8 5087 0 108 64
9 1439 0 109 64
9 1890 0 109 64
10 2355 0 112 64
10 2854 0 112 64
11 3395 0 118 64
11 4240 0 118 64
12 178 0 119 64
13 4532 0 123 64
13 5235 0 123 64
14 470 0 125 64
15 176 1 131 64
0 2719 0 140 64
1 3489 0 144 64
1 4220 0 144 64
2 3682 0 146 64
3 3447 0 147 64
3 4386 0 147 64
3 4606 0 147 64
3 5167 0 147 64
4 4964 0 151 64
4 5125 0 151 64
5 2078 0 156 64
6 3512 0 162 64
6 4129 0 162 64
7 4508 0 172 64
8 827 0 176 64
9 1663 0 187 64
10 1621 0 188 64
11 4778 0 65 65
12 2318 0 66 65
12 4745 0 66 65
13 1642 0 67 65
13 3978 0 67 65
14 4306 0 68 65
15 4856 1 69 65
0 4309 0 70 65
0 4781 0 70 65
1 2723 0 83 65
2 3528 0 86 65
3 2183 0 87 65
3 3585 0 87 65
4 2453 0 88 65
5 2545 0 89 65
6 2108 0 90 65
6 3330 0 90 65
7 1789 0 96 65
8 1521 0 97 65
9 834 0 103 65
10 5006 0 108 65
11 1443 0 109 65
11 1561 0 109 65
11 4540 0 109 65
12 1233 0 110 65
12 1796 0 110 65
13 2074 0 112 65
14 3324 0 118 65
15 177 1 119 65
0 4493 0 123 65
1 175 0 131 65
2 3173 0 139 65
3 2718 0 140 65
4 3322 0 144 65
5 3332 0 146 65
5 4925 0 146 65
6 4605 0 147 65
7 4522 0 151 65
8 1691 0 155 65
8 5005 0 155 65
8 5086 0 155 65
9 1731 0 156 65
9 2498 0 156 65
10 3613 0 161 65
11 3471 0 162 65
12 4015 0 171 65
13 4267 0 172 65
13 4896 0 172 65
14 243 0 175 65
14 1235 0 175 65
15 1234 1 176 65
0 1024 0 186 65
1 992 0 187 65
2 4254 0 66 66
2 4920 0 66 66
3 1684 0 67 66
3 4099 0 67 66
4 1641 0 68 66
4 3449 0 68 66
4 4348 0 68 66
5 3722 0 69 66
6 4152 0 70 66
7 4108 0 71 66
8 2538 0 83 66
8 2968 0 83 66
9 2284 0 84 66
10 5015 0 86 66
10 5112 0 86 66
11 2709 0 87 66
11 4663 0 87 66
12 2056 0 88 66
13 2145 0 90 66
13 3677 0 90 66
14 1824 0 91 66
14 2971 0 91 66
14 3627 0 91 66
15 1437 1 97 66
0 622 0 103 66
0 1083 0 103 66
1 408 0 104 66
2 1442 0 109 66
2 4134 0 109 66
2 4692 0 109 66
3 802 0 110 66
4 2043 0 112 66
5 3759 0 118 66
6 2924 0 119 66
6 3615 0 119 66
7 4933 0 123 66
8 3951 0 124 66
9 598 0 131 66
10 2073 0 139 66
10 3172 0 139 66
11 2977 0 144 66
11 3526 0 144 66
12 2826 0 146 66
12 3681 0 146 66
12 4035 0 146 66
12 4858 0 146 66
13 4383 0 151 66
13 4521 0 151 66
14 1449 0 155 66
14 4496 0 155 66
15 2992 0 161 66
15 3433 1 161 66
0 4266 0 170 66
1 3961 0 171 66
2 361 0 174 66
3 437 0 175 66
4 1098 0 185 66
5 950 0 186 66
6 4098 0 67 67
7 1640 0 68 67
7 4097 0 68 67
7 5227 0 68 67
8 1251 0 69 67
8 1722 0 69 67
8 3358 0 69 67
8 5256 0 69 67
9 3779 0 70 67
10 4107 0 71 67
11 3584 0 72 67
11 4351 0 72 67
12 5254 0 74 67
13 4804 0 75 67
13 5200 0 75 67
14 2103 0 84 67
15 2497 0 85 67
15 5266 1 -1 -1
0 3153 0 87 67
0 4572 0 87 67
1 1825 0 88 67
1 2551 0 88 67
1 2734 0 88 67
1 4917 0 88 67
2 1582 0 89 67
3 1456 0 91 67
3 2727 0 91 67
4 3185 0 92 67
5 1221 0 97 67
5 1788 0 97 67
6 917 0 98 67
7 155 0 104 67
8 830 0 109 67
8 1889 0 109 67
8 3922 0 109 67
9 825 0 110 67
10 1688 0 112 67
11 1606 0 113 67
12 2675 0 119 67
13 3918 0 124 67
14 4707 0 133 67
14 5150 0 133 67
15 2042 0 139 67
15 5266 1 -1 -1
0 2901 0 143 67
1 2938 0 144 67
2 2683 0 146 67
2 3915 0 146 67
3 3941 0 150 67
4 4382 0 151 67
5 1192 0 154 67
5 4367 0 154 67
5 4691 0 154 67
6 1155 0 155 67
6 1611 0 155 67
6 4799 0 155 67
7 2923 0 160 67
8 2922 0 161 67
9 3313 0 170 67
10 610 0 173 67
11 285 0 174 67
12 459 0 184 67
13 560 0 185 67
13 991 0 185 67
14 3555 0 68 68
15 1010 0 69 68
15 3524 0 69 68
15 4520 0 69 68
15 5255 0 69 68
15 5266 1 -1 -1
0 1043 0 70 68
0 2867 0 70 68
0 3688 0 70 68
0 5021 0 70 68
1 3148 0 71 68
2 3491 0 72 68
3 3583 0 73 68
4 4700 0 75 68
5 4775 0 76 68
6 5248 0 81 68
7 4695 0 82 68
7 5196 0 82 68
8 1770 0 85 68
8 2178 0 85 68
9 2370 0 88 68
9 3103 0 88 68
9 4007 0 88 68
9 4847 0 88 68
10 1477 0 89 68
10 2328 0 89 68
11 1867 0 90 68
12 1699 0 91 68
13 1657 0 92 68
13 2448 0 92 68
13 2759 0 92 68
14 798 0 98 68
15 187 0 104 68
15 5266 1 -1 -1
0 1148 0 109 68
0 4205 0 109 68
1 360 0 110 68
1 898 0 110 68
1 1034 0 110 68
1 3476 0 110 68
1 4368 0 110 68
2 1445 0 113 68
3 2388 0 119 68
3 2816 0 119 68
4 3291 0 124 68
5 4970 0 132 68
6 4528 0 133 68
7 5207 0 137 68
8 1567 0 139 68
8 2352 0 139 68
9 2454 0 143 68
9 2790 0 143 68
10 2291 0 145 68
10 3054 0 145 68
11 3096 0 146 68
11 3360 0 146 68
11 4352 0 146 68
12 3678 0 150 68
12 3975 0 150 68
13 779 0 154 68
13 3903 0 154 68
14 2534 0 160 68
14 2716 0 160 68
15 3385 1 169 68
0 3637 0 170 68
1 559 0 183 68
2 235 0 184 68
3 3523 0 69 69
4 970 0 70 69
4 3554 0 70 69
4 4519 0 70 69
5 1042 0 71 69
5 2707 0 71 69
5 5020 0 71 69
6 3189 0 72 69
7 3453 0 73 69
8 3062 0 74 69
8 3815 0 74 69
9 4337 0 76 69
9 4662 0 76 69
10 4251 0 77 69
11 4694 0 82 69
12 4736 0 83 69
13 1813 0 85 69
14 1502 0 86 69
15 4216 1 88 69
0 2060 0 89 69
0 4006 0 89 69
1 985 0 90 69
1 1702 0 90 69
2 873 0 92 69
2 1823 0 92 69
2 2259 0 92 69
3 2325 0 93 69
4 1104 0 98 69
5 433 0 99 69
5 1067 0 99 69
6 403 0 110 69
6 609 0 110 69
6 1007 0 110 69
6 3294 0 110 69
7 182 0 111 69
8 927 0 113 69
8 1724 0 113 69
9 2023 0 119 69
10 3314 0 124 69
11 4033 0 132 69
11 4811 0 132 69
11 5136 0 132 69
12 4507 0 137 69
12 5263 0 137 69
13 1418 0 139 69
14 2035 0 143 69
15 2031 0 145 69
15 3359 0 145 69
15 5266 1 -1 -1
0 3729 0 146 69
1 3771 0 149 69
2 3355 0 150 69
3 3666 0 153 69
4 811 0 154 69
4 3999 0 154 69
5 2218 0 159 69
6 2316 0 160 69
7 3022 0 168 69
8 2835 0 169 69
8 3738 0 169 69
9 558 0 182 69
10 199 0 183 69
11 2973 0 70 70
11 3774 0 70 70
12 522 0 71 70
12 1116 0 71 70
12 2900 0 71 70
12 3909 0 71 70
13 405 0 72 70
13 2264 0 72 70
13 2976 0 72 70
14 2550 0 73 70
15 2792 1 74 70
0 3061 0 75 70
1 3937 0 77 70
2 4298 0 78 70
3 4136 0 83 70
3 4800 0 83 70
4 4291 0 84 70
5 1572 0 86 70
6 1730 0 87 70
7 2513 0 89 70
7 3379 0 89 70
7 4379 0 89 70
8 1088 0 90 70
8 1660 0 90 70
8 2369 0 90 70
8 3713 0 90 70
9 984 0 91 70
10 1272 0 92 70
11 839 0 93 70
11 2028 0 93 70
12 143 0 99 70
13 149 0 110 70
13 2890 0 110 70
13 3541 0 110 70
14 181 0 111 70
15 808 0 113 70
15 5266 1 -1 -1
0 1891 0 119 70
0 2070 0 119 70
1 2688 0 124 70
1 3781 0 124 70
2 3913 0 132 70
2 4488 0 132 70
3 4394 0 136 70
3 4529 0 136 70
4 5028 0 137 70
5 1117 0 139 70
5 1566 0 139 70
6 2057 0 143 70
7 1778 0 145 70
7 2181 0 145 70
7 2762 0 145 70
7 3728 0 145 70
8 3094 0 149 70
8 3354 0 149 70
9 5017 0 151 70
9 5113 0 151 70
10 188 0 153 70
10 3293 0 153 70
11 624 0 154 70
12 2041 0 159 70
13 2671 0 168 70
14 597 0 182 70
15 4932 0 232 70
15 5266 1 -1 -1
0 4931 0 233 70
0 5041 0 233 70
1 2899 0 71 71
2 330 0 72 71
2 2935 0 72 71
2 3626 0 72 71
2 3974 0 72 71
3 441 0 73 71
3 2055 0 73 71
4 2733 0 75 71
5 2512 0 76 71
6 3402 0 78 71
6 4215 0 78 71
7 3891 0 84 71
8 778 0 87 71
9 1545 0 90 71
9 3299 0 90 71
10 593 0 91 71
10 876 0 91 71
10 1748 0 91 71
11 631 0 92 71
12 586 0 93 71
12 982 0 93 71
12 1818 0 93 71
13 492 0 94 71
13 1507 0 94 71
14 502 0 99 71
15 237 1 100 71
0 402 0 110 71
0 2853 0 110 71
1 365 0 111 71
1 2925 0 111 71
2 1079 0 113 71
3 483 0 114 71
3 1078 0 114 71
4 1400 0 119 71
5 2659 0 124 71
6 3334 0 132 71
6 4342 0 132 71
6 4347 0 132 71
6 4524 0 132 71
7 3914 0 136 71
8 926 0 138 71
9 1076 0 139 71
10 1583 0 142 71
11 1703 0 143 71
12 1740 0 144 71
13 1581 0 145 71
13 2685 0 145 71
14 2681 0 149 71
15 5016 0 150 71
15 5266 1 -1 -1
0 4501 0 151 71
1 156 0 153 71
1 3042 0 153 71
1 3375 0 153 71
2 1533 0 158 71
3 1803 0 159 71
3 2489 0 159 71
4 2115 0 167 71
4 3156 0 167 71
5 3064 0 168 71
6 4675 0 231 71
7 4715 0 232 71
8 2366 0 72 72
8 3095 0 72 72
9 290 0 73 72
9 2290 0 73 72
9 2549 0 73 72
9 3301 0 73 72
10 617 0 74 72
10 1701 0 74 72
10 2263 0 74 72
11 2059 0 76 72
12 2511 0 77 72
13 3298 0 79 72
14 3800 0 84 72
14 4370 0 84 72
15 3327 0 85 72
15 5266 1 -1 -1
0 777 0 88 72
1 3052 0 90 72
1 3806 0 90 72
2 1126 0 91 72
2 1544 0 91 72
2 2821 0 91 72
3 171 0 92 72
4 170 0 94 72
4 1454 0 94 72
5 1901 0 95 72
6 601 0 100 72
7 2280 0 111 72
7 2889 0 111 72
8 151 0 114 72
9 4955 0 118 72
9 5094 0 118 72
10 1565 0 119 72
11 1723 0 120 72
12 2064 0 124 72
12 3108 0 124 72
13 3307 0 132 72
13 3896 0 132 72
14 3582 0 136 72
14 4010 0 136 72
15 772 0 138 72
15 5266 1 -1 -1
0 1431 0 142 72
1 5013 0 143 72
1 5110 0 143 72
2 1274 0 144 72
2 1427 0 144 72
2 2296 0 144 72
3 2410 0 145 72
3 3016 0 145 72
4 2507 0 148 72
4 3007 0 148 72
5 2860 0 149 72
6 4299 0 150 72
6 4547 0 150 72
7 623 0 152 72
7 2662 0 152 72
8 445 0 153 72
9 1417 0 158 72
10 2335 0 166 72
11 2156 0 167 72
12 4153 0 229 72
12 4930 0 229 72
13 4674 0 230 72
14 2229 0 73 73
15 1912 0 74 73
15 2289 0 74 73
15 3006 0 74 73
15 3403 0 74 73
15 5266 1 -1 -1
0 1430 0 75 73
1 1918 0 77 73
1 2058 0 77 73
2 3767 0 79 73
3 2784 0 80 73
3 3712 0 80 73
4 3542 0 85 73
5 3477 0 86 73
6 621 0 88 73
6 1119 0 88 73
7 295 0 89 73
8 1168 0 91 73
8 2698 0 91 73
9 372 0 92 73
9 879 0 92 73
9 3137 0 92 73
10 371 0 93 73
11 452 0 94 73
12 347 0 95 73
12 869 0 95 73
12 1775 0 95 73
13 2009 0 111 73
14 126 0 114 73
15 4470 1 118 73
0 831 0 120 73
0 1854 0 120 73
1 2020 0 124 73
2 2706 0 132 73
2 3522 0 132 73
2 3777 0 132 73
2 4070 0 132 73
3 3310 0 136 73
4 4630 0 137 73
4 5123 0 137 73
5 125 0 138 73
6 877 0 142 73
6 1826 0 142 73
7 4485 0 143 73
8 789 0 144 73
8 2036 0 144 73
9 2030 0 148 73
10 3894 0 150 73
11 2433 0 152 73
11 2752 0 152 73
12 897 0 157 73
12 1853 0 157 73
13 1802 0 158 73
14 1552 0 166 73
14 2300 0 166 73
15 4112 1 227 73
0 4041 0 228 73
1 4313 0 229 73
2 1777 0 74 74
2 2405 0 74 74
2 3184 0 74 74
3 1656 0 75 74
3 1911 0 75 74
3 2668 0 75 74
4 1124 0 76 74
4 1542 0 76 74
5 1411 0 78 74
6 3003 0 80 74
7 2757 0 81 74
8 2778 0 86 74
8 3799 0 86 74
9 2996 0 87 74
10 219 0 89 74
11 529 0 90 74
12 906 0 92 74
12 2048 0 92 74
12 3136 0 92 74
13 592 0 93 74
13 633 0 93 74
13 1125 0 93 74
14 977 0 95 74
15 1055 1 96 74
0 1808 0 111 74
0 2220 0 111 74
1 1807 0 112 74
2 618 0 114 74
3 5215 0 117 74
4 4212 0 118 74
4 4592 0 118 74
5 750 0 120 74
6 1480 0 124 74
6 2379 0 124 74
7 2653 0 132 74
7 3289 0 132 74
8 2941 0 136 74
8 3452 0 136 74
9 4474 0 137 74
10 124 0 138 74
11 759 0 142 74
12 4250 0 143 74
12 4546 0 143 74
13 788 0 144 74
13 1586 0 144 74
13 2329 0 144 74
14 1902 0 148 74
14 2029 0 148 74
15 3484 0 149 74
15 5266 1 -1 -1
0 4096 0 150 74
1 2133 0 151 74
2 2351 0 152 74
3 768 0 157 74
4 1413 0 165 74
5 1871 0 166 74
6 3589 0 225 74
7 3495 0 226 74
7 4357 0 226 74
8 4265 0 227 74
9 1580 0 75 75
10 1209 0 76 75
10 1698 0 76 75
10 2324 0 76 75
10 2823 0 76 75
11 817 0 77 75
12 1917 0 78 75
13 1433 0 79 75
14 2503 0 81 75
14 3051 0 81 75
15 2180 0 82 75
15 5266 1 -1 -1
0 2663 0 87 75
1 336 0 90 75
2 2364 0 92 75
3 139 0 93 75
3 2140 0 93 75
4 344 0 96 75
4 1019 0 96 75
5 1402 0 112 75
6 4494 0 117 75
6 5214 0 117 75
7 4140 0 118 75
8 4002 0 119 75
9 291 0 120 75
9 1075 0 120 75
10 1380 0 124 75
11 2034 0 132 75
11 2825 0 132 75
11 3188 0 132 75
11 3553 0 132 75
12 2655 0 136 75
13 3924 0 137 75
13 4919 0 137 75
14 480 0 138 75
15 349 0 141 75
15 1276 0 141 75
15 5247 1 141 75
0 1089 0 142 75
1 193 0 143 75
1 1273 0 143 75
1 3879 0 143 75
2 1202 0 144 75
2 1398 0 144 75
3 1508 0 147 75
4 1776 0 148 75
5 3274 0 149 75
6 1806 0 151 75
6 2072 0 151 75
7 364 0 156 75
7 1006 0 156 75
8 1249 0 157 75
9 993 0 164 75
10 1589 0 165 75
11 3692 0 223 75
12 3460 0 224 75
13 3588 0 225 75
14 1162 0 76 76
14 1697 0 76 76
14 2543 0 76 76
15 1022 0 77 76
15 1208 0 77 76
15 2027 0 77 76
15 5266 1 -1 -1
0 591 0 78 76
0 875 0 78 76
1 1211 0 79 76
1 1916 0 79 76
2 821 0 80 76
3 2226 0 82 76
4 2286 0 83 76
5 1998 0 88 76
6 554 0 93 76
6 1504 0 93 76
6 2504 0 93 76
7 228 0 94 76
7 1816 0 94 76
8 543 0 96 76
9 223 0 97 76
10 4568 0 101 76
10 5096 0 101 76
11 1077 0 112 76
11 1495 0 112 76
12 4511 0 117 76
13 4282 0 118 76
13 4994 0 118 76
14 3351 0 119 76
14 4211 0 119 76
15 109 0 120 76
15 5266 1 -1 -1
0 884 0 124 76
0 1713 0 124 76
1 2016 0 132 76
1 2669 0 132 76
2 2553 0 135 76
3 2295 0 136 76
3 2904 0 136 76
4 3625 0 137 76
4 3958 0 137 76
5 116 0 141 76
5 4498 0 141 76
5 5195 0 141 76
6 3378 0 142 76
6 4214 0 142 76
7 135 0 143 76
7 988 0 143 76
7 1661 0 143 76
7 4378 0 143 76
8 1393 0 147 76
9 2758 0 149 76
9 3623 0 149 76
10 1687 0 150 76
11 1534 0 151 76
12 615 0 155 76
13 148 0 156 76
14 744 0 164 76
15 3155 0 221 76
15 5266 1 -1 -1
0 2795 0 222 76
1 3021 0 223 76
1 3735 0 223 76
2 981 0 77 77
2 2506 0 77 77
3 547 0 78 77
3 1021 0 78 77
3 1654 0 78 77
3 2258 0 78 77
4 195 0 79 77
5 1167 0 80 77
6 842 0 81 77
7 1648 0 83 77
7 2396 0 83 77
8 1735 0 84 77
9 2356 0 88 77
10 1893 0 89 77
10 2175 0 89 77
11 4589 0 93 77
11 5075 0 93 77
12 553 0 94 77
12 1384 0 94 77
13 258 0 97 77
14 4515 0 101 77
15 4885 0 102 77
15 5266 1 -1 -1
0 751 0 112 77
1 5187 0 115 77
2 3876 0 118 77
3 3273 0 119 77
4 331 0 120 77
5 745 0 124 77
6 1407 0 132 77
6 2144 0 132 77
6 2548 0 132 77
6 2972 0 132 77
7 2004 0 135 77
8 3275 0 137 77
9 307 0 141 77
9 4290 0 141 77
9 4497 0 141 77
10 3286 0 142 77
11 419 0 143 77
11 761 0 143 77
12 755 0 147 77
13 2646 0 148 77
14 1150 0 150 77
14 1444 0 150 77
15 213 0 155 77
15 5266 1 -1 -1
0 383 0 163 77
0 883 0 163 77
1 2834 0 220 77
2 2874 0 221 77
3 585 0 78 78
3 1020 0 78 78
3 1900 0 78 78
4 418 0 79 78
4 546 0 79 78
4 1404 0 79 78
5 226 0 80 78
6 552 0 81 78
6 1210 0 81 78
7 266 0 82 78
8 1423 0 84 78
9 1858 0 85 78
10 1535 0 89 78
11 1643 0 90 78
12 4950 0 93 78
13 1157 0 94 78
13 1859 0 94 78
13 4481 0 94 78
14 865 0 95 78
15 3873 1 102 78
0 1254 0 112 78
1 481 0 113 78
1 860 0 113 78
2 4466 0 115 78
2 5239 0 115 78
3 3391 0 118 78
3 4122 0 118 78
4 2665 0 119 78
4 3802 0 119 78
5 274 0 124 78
5 994 0 124 78
6 1397 0 132 78
6 2001 0 132 78
7 1585 0 135 78
7 2294 0 135 78
8 2859 0 136 78
8 3550 0 136 78
9 3769 0 137 78
10 3872 0 141 78
11 2678 0 142 78
11 3711 0 142 78
12 375 0 143 78
12 944 0 143 78
13 754 0 146 78
14 1267 0 147 78
15 2049 0 148 78
15 3093 0 148 78
15 5266 1 -1 -1
0 1253 0 149 78
1 771 0 150 78
2 273 0 162 78
3 382 0 163 78
4 2267 0 218 78
5 2196 0 219 78
6 2515 0 220 78
7 305 0 79 79
7 1861 0 79 79
8 370 0 80 79
8 630 0 80 79
8 1018 0 80 79
8 1653 0 80 79
9 422 0 82 79
10 311 0 83 79
11 836 0 85 79
11 1773 0 85 79
12 1264 0 86 79
13 1420 0 90 79
14 1185 0 91 79
15 3994 0 94 79
15 4996 1 94 79
0 812 0 95 79
0 4126 0 95 79
1 1194 0 96 79
2 3672 0 102 79
2 4058 0 102 79
3 3574 0 103 79
4 110 0 113 79
5 4162 0 115 79
5 4533 0 115 79
6 3265 0 118 79
7 2494 0 119 79
7 2664 0 119 79
8 107 0 124 79
9 758 0 132 79
9 1455 0 132 79
9 1909 0 132 79
9 2403 0 132 79
10 1378 0 135 79
11 2635 0 136 79
12 3349 0 140 79
12 4329 0 140 79
13 2541 0 141 79
13 3050 0 141 79
13 4242 0 141 79
14 312 0 142 79
14 2726 0 142 79
15 423 0 143 79
15 5266 1 -1 -1
0 133 0 146 79
0 1266 0 146 79
1 2254 0 147 79
2 2227 0 148 79
3 576 0 149 79
3 770 0 149 79
4 200 0 162 79
5 4947 0 181 79
6 4946 0 182 79
6 5068 0 182 79
7 1831 0 216 79
7 2415 0 216 79
8 2195 0 217 79
9 2414 0 218 79
10 346 0 80 80
10 1199 0 80 80
11 753 0 81 80
12 497 0 83 80
13 4845 0 85 80
13 5095 0 85 80
14 736 0 86 80
14 4697 0 86 80
15 735 0 91 80
15 5266 1 -1 -1
0 3430 0 95 80
0 4026 0 95 80
1 166 0 96 80
1 1156 0 96 80
2 3268 0 103 80
3 4601 0 105 80
3 5151 0 105 80
4 150 0 113 80
5 3869 0 115 80
6 2660 0 118 80
6 3752 0 118 80
7 1991 0 119 80
8 316 0 125 80
9 1822 0 131 80
10 727 0 132 80
10 1425 0 132 80
11 878 0 135 80
11 1705 0 135 80
12 2083 0 136 80
12 3005 0 136 80
13 3266 0 140 80
14 1993 0 141 80
15 267 0 142 80
15 5266 1 -1 -1
0 490 0 145 80
1 192 0 146 80
2 1386 0 147 80
2 2542 0 147 80
3 97 0 149 80
4 4832 0 180 80
5 4495 0 181 80
6 1784 0 214 80
7 1517 0 215 80
8 1752 0 216 80
9 1198 0 81 81
10 343 0 82 81
10 1054 0 82 81
11 1193 0 86 81
11 4514 0 86 81
12 165 0 87 81
12 1263 0 87 81
12 4293 0 87 81
12 4913 0 87 81
13 1118 0 91 81
14 525 0 92 81
14 900 0 92 81
15 3792 0 95 81
15 5266 1 -1 -1
0 449 0 96 81
0 3271 0 96 81
1 220 0 97 81
2 2892 0 103 81
2 3705 0 103 81
3 2891 0 104 81
4 4477 0 105 81
5 4390 0 106 81
5 4971 0 106 81
6 5165 0 109 81
7 4320 0 115 81
8 3282 0 116 81
8 4362 0 116 81
9 2692 0 118 81
10 2427 0 119 81
10 3121 0 119 81
11 1690 0 120 81
11 2101 0 120 81
12 756 0 131 81
12 1863 0 131 81
13 103 0 132 81
13 4802 0 132 81
13 5093 0 132 81
14 741 0 135 81
15 2000 0 136 81
15 5266 1 -1 -1
0 2630 0 140 81
1 1734 0 141 81
1 2079 0 141 81
2 584 0 145 81
3 1195 0 147 81
3 1385 0 147 81
4 251 0 148 81
5 479 0 149 81
6 4123 0 179 81
7 4165 0 180 81
7 4766 0 180 81
8 1217 0 212 81
9 1130 0 213 81
9 1620 0 213 81
10 1662 0 214 81
11 542 0 82 82
12 167 0 83 82
13 488 0 87 82
13 3892 0 87 82
14 190 0 88 82
14 4292 0 88 82
15 333 1 92 82
0 332 0 93 82
1 2918 0 96 82
1 3703 0 96 82
2 535 0 97 82
2 2846 0 97 82
3 2438 0 104 82
3 2666 0 104 82
3 5025 0 104 82
3 5137 0 104 82
4 3867 0 106 82
5 4452 0 109 82
6 3033 0 116 82
6 3316 0 116 82
7 1989 0 119 82
8 1373 0 120 82
9 4956 0 126 82
9 5098 0 126 82
10 137 0 131 82
10 725 0 131 82
11 590 0 132 82
11 4448 0 132 82
12 196 0 135 82
12 1093 0 135 82
13 1392 0 136 82
13 2505 0 136 82
14 2354 0 140 82
14 2694 0 140 82
15 1374 1 141 82
0 722 0 146 82
1 4995 0 161 82
2 4835 0 162 82
2 5073 0 162 82
3 3608 0 178 82
3 4283 0 178 82
4 3965 0 179 82
5 912 0 211 82
6 949 0 212 82
7 541 0 83 83
8 450 0 84 83
9 534 0 88 83
9 3318 0 88 83
9 4213 0 88 83
10 3803 0 89 83
11 152 0 93 83
12 2431 0 97 83
12 2661 0 97 83
13 2531 0 98 83
13 5067 0 98 83
14 2177 0 104 83
15 2222 0 105 83
15 4443 0 105 83
15 5266 1 -1 -1
0 3380 0 106 83
0 4149 0 106 83
1 3778 0 107 83
2 4350 0 109 83
2 4633 0 109 83
3 4106 0 110 83
4 2614 0 116 83
5 1600 0 119 83
5 2124 0 119 83
6 930 0 120 83
6 1569 0 120 83
7 4442 0 126 83
8 92 0 131 83
9 3904 0 132 83
9 4844 0 132 83
10 551 0 134 83
11 172 0 135 83
12 1197 0 136 83
12 1391 0 136 83
13 2010 0 139 83
14 975 0 140 83
14 1772 0 140 83
14 2434 0 140 83
15 1692 1 141 83
0 489 0 146 83
0 813 0 146 83
1 4447 0 161 83
2 3426 0 177 83
3 3425 0 178 83
4 381 0 209 83
4 1216 0 209 83
5 882 0 210 83
6 3045 0 89 84
6 3295 0 89 84
7 4730 0 96 84
7 5076 0 96 84
8 4998 0 97 84
9 1981 0 98 84
9 4440 0 98 84
10 1571 0 105 84
10 2176 0 105 84
10 4009 0 105 84
10 4704 0 105 84
11 4385 0 106 84
12 3147 0 107 84
12 3277 0 107 84
13 3726 0 110 84
13 3882 0 110 84
14 2207 0 116 84
14 2882 0 116 84
15 2424 0 117 84
15 5266 1 -1 -1
0 1360 0 119 84
1 704 0 120 84
2 3957 0 126 84
2 4739 0 126 84
3 113 0 131 84
4 3480 0 132 84
4 3967 0 132 84
5 496 0 134 84
6 738 0 135 84
7 1196 0 136 84
8 1496 0 139 84
8 2250 0 139 84
9 707 0 140 84
10 4924 0 141 84
10 5156 0 141 84
11 339 0 145 84
12 297 0 146 84
13 3920 0 160 84
14 4325 0 161 84
14 4834 0 161 84
15 2747 0 176 84
15 5266 1 -1 -1
0 3122 0 177 84
0 3536 0 177 84
1 380 0 207 84
2 234 0 208 84
3 557 0 209 84
4 3132 0 89 85
5 2621 0 90 85
6 4441 0 97 85
7 2246 0 98 85
8 1531 0 99 85
8 2530 0 99 85
8 3964 0 99 85
8 4567 0 99 85
8 4652 0 99 85
8 5088 0 99 85
9 1609 0 105 85
10 1500 0 106 85
10 3579 0 106 85
10 3912 0 106 85
11 2609 0 107 85
12 3251 0 110 85
13 5014 0 116 85
13 5111 0 116 85
14 1980 0 117 85
15 803 0 119 85
15 1677 1 119 85
0 153 0 120 85
0 1082 0 120 85
1 3544 0 126 85
1 3923 0 126 85
2 3255 0 132 85
3 416 0 135 85
3 837 0 135 85
4 1352 0 139 85
5 189 0 140 85
5 1051 0 140 85
6 4436 0 141 85
7 221 0 145 85
8 3537 0 159 85
9 3659 0 160 85
9 3993 0 160 85
10 2481 0 175 85
10 2746 0 175 85
11 2962 0 176 85
12 432 0 206 85
13 501 0 207 85
14 3044 0 90 86
15 2076 0 91 86
15 3089 0 91 86
15 5266 1 -1 -1
0 4127 0 97 86
0 4997 0 97 86
1 3921 0 98 86
2 1361 0 99 86
2 3990 0 99 86
2 4693 0 99 86
3 1849 0 100 86
3 3568 0 100 86
3 4202 0 100 86
3 4241 0 100 86
3 4656 0 100 86
4 775 0 106 86
4 1769 0 106 86
4 3269 0 106 86
5 3719 0 107 86
6 2148 0 108 86
6 2866 0 108 86
7 5124 0 109 86
8 4518 0 110 86
9 2708 0 111 86
9 3557 0 111 86
10 4435 0 116 86
11 1349 0 117 86
11 2520 0 117 86
12 828 0 119 86
13 256 0 120 86
13 1038 0 120 86
14 367 0 121 86
15 3245 0 126 86
15 5266 1 -1 -1
0 2620 0 132 86
0 3763 0 132 86
1 81 0 135 86
2 625 0 139 86
2 720 0 139 86
2 1855 0 139 86
3 99 0 140 86
4 3898 0 141 86
