# snr	lpix	mpix	boxc_width	time	dm	iblk	rawsn	total_sample	obstime_sec	mjd	dm_pccm3	ra_deg	dec_deg
13.0	155	243	3	224	88	0	406	224	3.0966	60424.598253351	338.561	179.31506	-62.41018
9.3	156	243	3	224	88	0	290	224	3.0966	60424.598253351	338.561	179.30579	-62.41016
6.6	155	243	1	251	88	0	208	251	3.4698	60424.598257671	338.561	179.31506	-62.41018
10.0	154	243	3	223	89	0	313	223	3.0828	60424.598253191	342.408	179.32434	-62.41021
12.3	155	243	3	223	89	0	385	223	3.0828	60424.598253191	342.408	179.31506	-62.41018
8.6	156	243	3	223	89	0	269	223	3.0828	60424.598253191	342.408	179.30579	-62.41016
10.5	154	243	5	225	89	0	328	225	3.1104	60424.598253511	342.408	179.32434	-62.41021
12.5	155	243	5	225	89	0	390	225	3.1104	60424.598253511	342.408	179.31506	-62.41018
8.3	156	243	6	225	89	0	261	225	3.1104	60424.598253511	342.408	179.30579	-62.41016
8.1	154	243	3	223	90	0	254	223	3.0828	60424.598253191	346.256	179.32434	-62.41021
9.7	155	243	3	223	90	0	304	223	3.0828	60424.598253191	346.256	179.31506	-62.41018
7.2	156	243	3	223	90	0	226	223	3.0828	60424.598253191	346.256	179.30579	-62.41016
10.0	154	243	5	225	90	0	313	225	3.1104	60424.598253511	346.256	179.32434	-62.41021
11.7	155	243	5	225	90	0	366	225	3.1104	60424.598253511	346.256	179.31506	-62.41018
8.1	156	243	5	225	90	0	254	225	3.1104	60424.598253511	346.256	179.30579	-62.41016
7.5	154	243	1	223	91	0	234	223	3.0828	60424.598253191	350.103	179.32434	-62.41021
8.7	155	243	3	223	91	0	271	223	3.0828	60424.598253191	350.103	179.31506	-62.41018
6.3	156	243	3	223	91	0	198	223	3.0828	60424.598253191	350.103	179.30579	-62.41016
9.1	154	243	5	226	91	0	286	226	3.1242	60424.598253671	350.103	179.32434	-62.41021
10.9	155	243	6	226	91	0	340	226	3.1242	60424.598253671	350.103	179.31506	-62.41018
7.7	156	243	5	225	91	0	242	225	3.1104	60424.598253511	350.103	179.30579	-62.41016
7.5	154	243	1	223	92	0	236	223	3.0828	60424.598253191	353.950	179.32434	-62.41021
8.2	155	243	2	223	92	0	258	223	3.0828	60424.598253191	353.950	179.31506	-62.41018
6.1	156	243	3	223	92	0	192	223	3.0828	60424.598253191	353.950	179.30579	-62.41016
9.0	154	243	3	225	92	0	282	225	3.1104	60424.598253511	353.950	179.32434	-62.41021
10.5	155	243	4	225	92	0	328	225	3.1104	60424.598253511	353.950	179.31506	-62.41018
8.0	156	243	5	225	92	0	249	225	3.1104	60424.598253511	353.950	179.30579	-62.41016
6.5	155	243	3	223	93	0	202	223	3.0828	60424.598253191	357.798	179.31506	-62.41018
8.0	154	243	5	226	93	0	252	226	3.1242	60424.598253671	357.798	179.32434	-62.41021
9.7	155	243	6	226	93	0	305	226	3.1242	60424.598253671	357.798	179.31506	-62.41018
7.4	156	243	5	226	93	0	232	226	3.1242	60424.598253671	357.798	179.30579	-62.41016
6.2	155	243	2	223	94	0	195	223	3.0828	60424.598253191	361.645	179.31506	-62.41018
8.4	154	243	6	227	94	0	263	227	3.1380	60424.598253831	361.645	179.32434	-62.41021
9.7	155	243	6	227	94	0	304	227	3.1380	60424.598253831	361.645	179.31506	-62.41018
7.0	156	243	5	226	94	0	220	226	3.1242	60424.598253671	361.645	179.30579	-62.41016
7.2	154	243	6	227	95	0	224	227	3.1380	60424.598253831	365.492	179.32434	-62.41021
8.8	155	243	6	227	95	0	275	227	3.1380	60424.598253831	365.492	179.31506	-62.41018
6.5	156	243	6	227	95	0	204	227	3.1380	60424.598253831	365.492	179.30579	-62.41016
6.4	154	243	6	228	96	0	199	228	3.1519	60424.598253991	369.339	179.32434	-62.41021
7.8	155	243	7	228	96	0	245	228	3.1519	60424.598253991	369.339	179.31506	-62.41018
6.5	154	243	7	228	97	0	205	228	3.1519	60424.598253991	373.187	179.32434	-62.41021
7.8	155	243	6	228	97	0	244	228	3.1519	60424.598253991	373.187	179.31506	-62.41018
6.5	154	243	7	229	98	0	205	229	3.1657	60424.598254151	377.034	179.32434	-62.41021
7.7	155	243	6	229	98	0	241	229	3.1657	60424.598254151	377.034	179.31506	-62.41018
6.2	154	243	6	229	99	0	195	229	3.1657	60424.598254151	380.881	179.32434	-62.41021
6.9	155	243	3	229	99	0	217	229	3.1657	60424.598254151	380.881	179.31506	-62.41018
6.3	155	243	7	230	100	0	198	230	3.1795	60424.598254311	384.729	179.31506	-62.41018
6.0	 92	 83	1	242	164	0	188	242	3.3454	60424.598256231	630.955	179.90785	-63.09877
6.1	119	 22	0	241	216	0	191	241	3.3316	60424.598256071	831.014	179.65190	-63.36033
6.3	 59	173	1	234	239	0	198	234	3.2348	60424.598254951	919.501	180.21251	-62.71056
6.1	 71	110	0	238	246	0	190	238	3.2901	60424.598255591	946.432	180.10512	-62.98211
6.3	144	123	0	187	53	1	196	443	6.1240	60424.598288391	203.906	179.41502	-62.92758
6.0	155	243	5	137	78	1	189	393	5.4328	60424.598280391	300.088	179.31506	-62.41018
6.4	155	244	1	49	79	1	199	305	4.2163	60424.598266311	303.936	179.31509	-62.40586
7.1	155	243	3	137	79	1	222	393	5.4328	60424.598280391	303.936	179.31506	-62.41018
6.8	155	244	3	51	80	1	214	307	4.2440	60424.598266631	307.783	179.31509	-62.40586
6.7	155	243	3	138	80	1	209	394	5.4467	60424.598280551	307.783	179.31506	-62.41018
6.4	154	243	2	51	81	1	200	307	4.2440	60424.598266631	311.630	179.32434	-62.41021
7.8	155	243	2	51	81	1	244	307	4.2440	60424.598266631	311.630	179.31506	-62.41018
6.5	154	243	1	138	81	1	205	394	5.4467	60424.598280551	311.630	179.32434	-62.41021
7.5	155	243	3	138	81	1	236	394	5.4467	60424.598280551	311.630	179.31506	-62.41018
7.3	154	243	1	50	82	1	229	306	4.2301	60424.598266471	315.477	179.32434	-62.41021
9.0	155	243	2	51	82	1	282	307	4.2440	60424.598266631	315.477	179.31506	-62.41018
6.5	155	243	1	80	82	1	202	336	4.6449	60424.598271271	315.477	179.31506	-62.41018
7.0	154	243	1	138	82	1	219	394	5.4467	60424.598280551	315.477	179.32434	-62.41021
8.7	155	243	2	138	82	1	271	394	5.4467	60424.598280551	315.477	179.31506	-62.41018
6.5	156	243	1	137	82	1	202	393	5.4328	60424.598280391	315.477	179.30579	-62.41016
7.3	154	243	0	50	83	1	230	306	4.2301	60424.598266471	319.325	179.32434	-62.41021
9.6	155	243	1	51	83	1	300	307	4.2440	60424.598266631	319.325	179.31506	-62.41018
6.5	156	243	1	51	83	1	204	307	4.2440	60424.598266631	319.325	179.30579	-62.41016
6.7	154	243	1	80	83	1	211	336	4.6449	60424.598271271	319.325	179.32434	-62.41021
7.6	155	243	1	80	83	1	239	336	4.6449	60424.598271271	319.325	179.31506	-62.41018
7.0	154	243	1	138	83	1	220	394	5.4467	60424.598280551	319.325	179.32434	-62.41021
9.0	155	243	1	138	83	1	281	394	5.4467	60424.598280551	319.325	179.31506	-62.41018
7.0	156	243	1	138	83	1	220	394	5.4467	60424.598280551	319.325	179.30579	-62.41016
9.1	154	243	1	51	84	1	285	307	4.2440	60424.598266631	323.172	179.32434	-62.41021
10.6	155	243	1	51	84	1	331	307	4.2440	60424.598266631	323.172	179.31506	-62.41018
6.1	155	243	6	56	84	1	191	312	4.3131	60424.598267431	323.172	179.31506	-62.41018
6.7	154	243	0	80	84	1	209	336	4.6449	60424.598271271	323.172	179.32434	-62.41021
8.7	155	243	0	80	84	1	272	336	4.6449	60424.598271271	323.172	179.31506	-62.41018
7.2	154	243	1	138	84	1	227	394	5.4467	60424.598280551	323.172	179.32434	-62.41021
9.4	155	243	1	138	84	1	293	394	5.4467	60424.598280551	323.172	179.31506	-62.41018
6.5	156	243	1	138	84	1	202	394	5.4467	60424.598280551	323.172	179.30579	-62.41016
6.2	155	242	1	254	84	1	193	510	7.0502	60424.598299111	323.172	179.31503	-62.41451
10.0	154	243	0	51	85	1	312	307	4.2440	60424.598266631	327.019	179.32434	-62.41021
10.8	155	243	0	51	85	1	339	307	4.2440	60424.598266631	327.019	179.31506	-62.41018
6.1	156	243	1	52	85	1	191	308	4.2578	60424.598266791	327.019	179.30579	-62.41016
7.7	155	243	1	81	85	1	241	337	4.6587	60424.598271431	327.019	179.31506	-62.41018
7.2	154	243	2	139	85	1	226	395	5.4605	60424.598280711	327.019	179.32434	-62.41021
8.8	155	243	2	139	85	1	276	395	5.4605	60424.598280711	327.019	179.31506	-62.41018
6.2	156	243	1	138	85	1	193	394	5.4467	60424.598280551	327.019	179.30579	-62.41016
6.2	155	242	1	168	85	1	193	424	5.8614	60424.598285351	327.019	179.31503	-62.41451
8.8	154	243	1	52	86	1	276	308	4.2578	60424.598266791	330.867	179.32434	-62.41021
9.2	155	243	1	52	86	1	289	308	4.2578	60424.598266791	330.867	179.31506	-62.41018
6.0	155	243	5	56	86	1	189	312	4.3131	60424.598267431	330.867	179.31506	-62.41018
6.3	155	243	3	82	86	1	196	338	4.6725	60424.598271591	330.867	179.31506	-62.41018
6.5	154	243	2	140	86	1	203	396	5.4743	60424.598280871	330.867	179.32434	-62.41021
8.0	155	243	2	140	86	1	251	396	5.4743	60424.598280871	330.867	179.31506	-62.41018
6.0	156	243	3	140	86	1	188	396	5.4743	60424.598280871	330.867	179.30579	-62.41016
7.3	154	243	1	53	87	1	229	309	4.2716	60424.598266951	334.714	179.32434	-62.41021
9.1	155	243	1	53	87	1	286	309	4.2716	60424.598266951	334.714	179.31506	-62.41018
6.6	155	243	5	56	87	1	208	312	4.3131	60424.598267431	334.714	179.31506	-62.41018
6.8	155	243	1	82	87	1	213	338	4.6725	60424.598271591	334.714	179.31506	-62.41018
6.2	154	243	3	141	87	1	195	397	5.4881	60424.598281031	334.714	179.32434	-62.41021
7.9	155	243	2	140	87	1	247	396	5.4743	60424.598280871	334.714	179.31506	-62.41018
6.1	156	243	3	140	87	1	191	396	5.4743	60424.598280871	334.714	179.30579	-62.41016
6.6	154	243	1	53	88	1	208	309	4.2716	60424.598266951	338.561	179.32434	-62.41021
7.7	155	243	1	53	88	1	242	309	4.2716	60424.598266951	338.561	179.31506	-62.41018
6.0	155	243	4	56	88	1	189	312	4.3131	60424.598267431	338.561	179.31506	-62.41018
6.0	155	243	1	82	88	1	188	338	4.6725	60424.598271591	338.561	179.31506	-62.41018
7.0	155	243	3	142	88	1	219	398	5.5020	60424.598281191	338.561	179.31506	-62.41018
6.0	155	243	3	54	89	1	189	310	4.2854	60424.598267111	342.408	179.31506	-62.41018
6.2	155	243	6	143	89	1	195	399	5.5158	60424.598281351	342.408	179.31506	-62.41018
6.1	155	243	6	56	90	1	190	312	4.3131	60424.598267431	346.256	179.31506	-62.41018
6.1	155	243	5	143	90	1	192	399	5.5158	60424.598281351	346.256	179.31506	-62.41018
6.1	159	171	1	230	107	1	191	486	6.7185	60424.598295271	411.660	179.27534	-62.72081
6.0	134	213	0	220	191	1	189	476	6.5802	60424.598293671	734.832	179.50990	-62.54010
6.1	178	 86	6	173	208	1	192	429	5.9305	60424.598286151	800.235	179.09129	-63.08538
6.2	178	 87	4	175	212	1	194	431	5.9581	60424.598286471	815.625	179.09137	-63.08110
6.2	178	 87	4	175	213	1	194	431	5.9581	60424.598286471	819.472	179.09137	-63.08110
6.2	 63	 34	5	223	235	1	194	479	6.6217	60424.598294151	904.112	180.18735	-63.30724
6.0	162	 69	0	148	247	1	189	404	5.5849	60424.598282151	950.280	179.24236	-63.15881
6.0	 11	185	3	48	248	1	188	304	4.2025	60424.598266151	954.127	180.65996	-62.65502
6.3	223	 79	1	240	249	1	198	496	6.8567	60424.598296871	957.974	178.66298	-63.11255
6.1	114	 94	4	204	250	1	192	460	6.3590	60424.598291111	961.822	179.69878	-63.05208
6.2	155	244	7	228	74	2	194	740	10.2298	60424.598335911	284.699	179.31509	-62.40586
6.5	154	243	6	229	75	2	204	741	10.2436	60424.598336071	288.546	179.32434	-62.41021
6.5	155	243	6	229	75	2	204	741	10.2436	60424.598336071	288.546	179.31506	-62.41018
6.7	154	243	7	229	76	2	210	741	10.2436	60424.598336071	292.394	179.32434	-62.41021
7.0	155	243	7	229	76	2	220	741	10.2436	60424.598336071	292.394	179.31506	-62.41018
7.2	154	243	6	230	77	2	226	742	10.2574	60424.598336231	296.241	179.32434	-62.41021
7.4	155	243	7	230	77	2	232	742	10.2574	60424.598336231	296.241	179.31506	-62.41018
7.8	154	243	6	230	78	2	244	742	10.2574	60424.598336231	300.088	179.32434	-62.41021
7.7	155	243	6	230	78	2	241	742	10.2574	60424.598336231	300.088	179.31506	-62.41018
6.0	155	243	7	232	78	2	189	744	10.2851	60424.598336551	300.088	179.31506	-62.41018
8.2	154	243	5	230	79	2	258	742	10.2574	60424.598336231	303.936	179.32434	-62.41021
8.8	155	243	5	230	79	2	277	742	10.2574	60424.598336231	303.936	179.31506	-62.41018
6.5	154	243	7	232	79	2	204	744	10.2851	60424.598336551	303.936	179.32434	-62.41021
7.1	155	243	7	232	79	2	222	744	10.2851	60424.598336551	303.936	179.31506	-62.41018
6.1	155	243	3	113	80	2	190	625	8.6400	60424.598317511	307.783	179.31506	-62.41018
8.8	154	243	6	231	80	2	276	743	10.2712	60424.598336391	307.783	179.32434	-62.41021
9.0	155	243	5	231	80	2	281	743	10.2712	60424.598336391	307.783	179.31506	-62.41018
7.4	154	243	7	232	80	2	231	744	10.2851	60424.598336551	307.783	179.32434	-62.41021
7.7	155	243	6	232	80	2	240	744	10.2851	60424.598336551	307.783	179.31506	-62.41018
6.0	155	243	4	114	81	2	188	626	8.6538	60424.598317671	311.630	179.31506	-62.41018
8.4	154	243	5	231	81	2	263	743	10.2712	60424.598336391	311.630	179.32434	-62.41021
9.0	155	243	4	230	81	2	282	742	10.2574	60424.598336231	311.630	179.31506	-62.41018
6.3	156	243	3	230	81	2	196	742	10.2574	60424.598336231	311.630	179.30579	-62.41016
8.4	154	243	6	232	81	2	264	744	10.2851	60424.598336551	311.630	179.32434	-62.41021
8.7	155	243	6	232	81	2	272	744	10.2851	60424.598336551	311.630	179.31506	-62.41018
7.2	155	243	0	113	82	2	225	625	8.6400	60424.598317511	315.477	179.31506	-62.41018
8.8	154	243	1	229	82	2	275	741	10.2436	60424.598336071	315.477	179.32434	-62.41021
10.4	155	243	1	229	82	2	327	741	10.2436	60424.598336071	315.477	179.31506	-62.41018
7.8	156	243	1	229	82	2	243	741	10.2436	60424.598336071	315.477	179.30579	-62.41016
8.2	154	243	6	232	82	2	257	744	10.2851	60424.598336551	315.477	179.32434	-62.41021
8.5	155	243	5	232	82	2	265	744	10.2851	60424.598336551	315.477	179.31506	-62.41018
7.2	155	243	1	114	83	2	227	626	8.6538	60424.598317671	319.325	179.31506	-62.41018
9.3	154	243	2	230	83	2	291	742	10.2574	60424.598336231	319.325	179.32434	-62.41021
10.9	155	243	2	230	83	2	340	742	10.2574	60424.598336231	319.325	179.31506	-62.41018
7.5	156	243	2	230	83	2	236	742	10.2574	60424.598336231	319.325	179.30579	-62.41016
8.6	154	243	4	232	83	2	268	744	10.2851	60424.598336551	319.325	179.32434	-62.41021
9.3	155	243	5	233	83	2	292	745	10.2989	60424.598336711	319.325	179.31506	-62.41018
6.4	156	243	4	232	83	2	201	744	10.2851	60424.598336551	319.325	179.30579	-62.41016
6.6	154	243	2	115	84	2	207	627	8.6676	60424.598317831	323.172	179.32434	-62.41021
7.8	155	243	1	114	84	2	244	626	8.6538	60424.598317671	323.172	179.31506	-62.41018
11.0	154	243	1	230	84	2	345	742	10.2574	60424.598336231	323.172	179.32434	-62.41021
12.8	155	243	1	230	84	2	402	742	10.2574	60424.598336231	323.172	179.31506	-62.41018
8.6	156	243	1	230	84	2	268	742	10.2574	60424.598336231	323.172	179.30579	-62.41016
9.2	154	243	3	232	84	2	287	744	10.2851	60424.598336551	323.172	179.32434	-62.41021
10.0	155	243	3	232	84	2	313	744	10.2851	60424.598336551	323.172	179.31506	-62.41018
6.7	156	243	3	232	84	2	209	744	10.2851	60424.598336551	323.172	179.30579	-62.41016
6.2	154	243	2	115	85	2	193	627	8.6676	60424.598317831	327.019	179.32434	-62.41021
7.3	155	243	2	115	85	2	228	627	8.6676	60424.598317831	327.019	179.31506	-62.41018
6.3	155	243	1	143	85	2	196	655	9.0547	60424.598322311	327.019	179.31506	-62.41018
11.2	154	243	1	230	85	2	352	742	10.2574	60424.598336231	327.019	179.32434	-62.41021
12.6	155	243	1	230	85	2	396	742	10.2574	60424.598336231	327.019	179.31506	-62.41018
8.1	156	243	1	230	85	2	253	742	10.2574	60424.598336231	327.019	179.30579	-62.41016
9.5	154	243	3	232	85	2	299	744	10.2851	60424.598336551	327.019	179.32434	-62.41021
10.1	155	243	3	232	85	2	317	744	10.2851	60424.598336551	327.019	179.31506	-62.41018
6.4	156	243	4	233	85	2	201	745	10.2989	60424.598336711	327.019	179.30579	-62.41016
6.8	155	243	2	116	86	2	213	628	8.6815	60424.598317991	330.867	179.31506	-62.41018
6.1	153	243	2	231	86	2	190	743	10.2712	60424.598336391	330.867	179.33362	-62.41023
10.3	154	243	1	231	86	2	324	743	10.2712	60424.598336391	330.867	179.32434	-62.41021
11.0	155	243	1	231	86	2	343	743	10.2712	60424.598336391	330.867	179.31506	-62.41018
6.4	156	243	1	231	86	2	199	743	10.2712	60424.598336391	330.867	179.30579	-62.41016
9.8	154	243	3	232	86	2	308	744	10.2851	60424.598336551	330.867	179.32434	-62.41021
10.4	155	243	3	232	86	2	327	744	10.2851	60424.598336551	330.867	179.31506	-62.41018
6.5	156	243	3	232	86	2	205	744	10.2851	60424.598336551	330.867	179.30579	-62.41016
6.3	155	243	3	117	87	2	197	629	8.6953	60424.598318151	334.714	179.31506	-62.41018
9.2	154	243	1	231	87	2	288	743	10.2712	60424.598336391	334.714	179.32434	-62.41021
9.3	155	243	1	231	87	2	290	743	10.2712	60424.598336391	334.714	179.31506	-62.41018
6.1	153	243	2	232	87	2	190	744	10.2851	60424.598336551	334.714	179.33362	-62.41023
10.4	154	243	2	232	87	2	326	744	10.2851	60424.598336551	334.714	179.32434	-62.41021
11.0	155	243	2	232	87	2	345	744	10.2851	60424.598336551	334.714	179.31506	-62.41018
6.7	156	243	2	232	87	2	210	744	10.2851	60424.598336551	334.714	179.30579	-62.41016
7.2	154	243	0	231	88	2	226	743	10.2712	60424.598336391	338.561	179.32434	-62.41021
7.2	155	243	1	231	88	2	224	743	10.2712	60424.598336391	338.561	179.31506	-62.41018
