# snr	lpix	mpix	boxc_width	time	dm	iblk	rawsn	total_sample	obstime_sec	mjd	dm_pccm3	ra_deg	dec_deg
9.6	154	243	3	233	88	2	302	745	10.2989	60424.598336711	338.561	179.32434	-62.41021
10.5	155	243	3	233	88	2	330	745	10.2989	60424.598336711	338.561	179.31506	-62.41018
7.2	156	243	3	233	88	2	226	745	10.2989	60424.598336711	338.561	179.30579	-62.41016
8.1	154	243	3	233	89	2	253	745	10.2989	60424.598336711	342.408	179.32434	-62.41021
8.4	155	243	3	233	89	2	264	745	10.2989	60424.598336711	342.408	179.31506	-62.41018
6.0	156	243	4	234	89	2	189	746	10.3127	60424.598336871	342.408	179.30579	-62.41016
7.0	154	242	5	234	90	2	220	746	10.3127	60424.598336871	346.256	179.32431	-62.41453
7.5	155	243	6	235	90	2	234	747	10.3265	60424.598337031	346.256	179.31506	-62.41018
6.9	154	242	4	234	91	2	217	746	10.3127	60424.598336871	350.103	179.32431	-62.41453
7.1	155	243	7	236	91	2	222	748	10.3404	60424.598337191	350.103	179.31506	-62.41018
6.7	154	243	6	237	92	2	210	749	10.3542	60424.598337351	353.950	179.32434	-62.41021
6.9	155	243	6	237	92	2	216	749	10.3542	60424.598337351	353.950	179.31506	-62.41018
6.0	155	243	7	238	93	2	189	750	10.3680	60424.598337511	357.798	179.31506	-62.41018
6.0	225	190	0	144	114	2	188	656	9.0685	60424.598322471	438.591	178.65878	-62.63530
6.3	 33	188	3	14	126	2	197	526	7.2714	60424.598301671	484.758	180.45398	-62.64409
6.0	 67	135	6	166	137	2	188	678	9.3727	60424.598325991	527.078	180.14084	-62.87452
6.1	 31	206	0	40	141	2	190	552	7.6308	60424.598305831	542.467	180.47020	-62.56630
6.0	219	245	4	67	156	2	188	579	8.0041	60424.598310151	600.177	178.72128	-62.39830
6.1	219	246	5	71	161	2	191	583	8.0594	60424.598310791	619.413	178.72141	-62.39397
6.1	  1	 92	0	177	174	2	190	689	9.5247	60424.598327751	669.428	180.76974	-63.05375
6.1	 84	159	1	99	186	2	190	611	8.4465	60424.598315271	715.595	179.97920	-62.77206
6.1	117	 90	3	98	186	2	190	610	8.4326	60424.598315111	715.595	179.67039	-63.06927
6.0	168	 21	4	218	241	2	189	730	10.0915	60424.598334311	927.196	179.18221	-63.36394
6.0	206	  9	1	189	249	2	189	701	9.6906	60424.598329671	957.974	178.81642	-63.41322
6.1	  1	 98	1	60	252	2	191	572	7.9073	60424.598309031	969.516	180.76869	-63.02802
6.2	 14	163	1	227	254	2	194	739	10.2159	60424.598335751	977.211	180.63544	-62.75008
6.3	155	243	4	3	80	3	197	771	10.6583	60424.598340871	307.783	179.31506	-62.41018
6.8	155	243	4	4	81	3	213	772	10.6721	60424.598341031	311.630	179.31506	-62.41018
7.6	155	243	3	4	82	3	239	772	10.6721	60424.598341031	315.477	179.31506	-62.41018
6.5	156	243	3	4	82	3	205	772	10.6721	60424.598341031	315.477	179.30579	-62.41016
7.4	155	243	3	4	83	3	232	772	10.6721	60424.598341031	319.325	179.31506	-62.41018
8.6	155	243	2	4	84	3	268	772	10.6721	60424.598341031	323.172	179.31506	-62.41018
6.7	156	243	2	4	84	3	210	772	10.6721	60424.598341031	323.172	179.30579	-62.41016
6.6	155	243	3	62	84	3	206	830	11.4739	60424.598350311	323.172	179.31506	-62.41018
6.5	155	243	1	148	84	3	203	916	12.6628	60424.598364071	323.172	179.31506	-62.41018
6.0	155	242	1	206	84	3	189	974	13.4646	60424.598373351	323.172	179.31503	-62.41451
8.3	155	243	3	5	85	3	260	773	10.6860	60424.598341191	327.019	179.31506	-62.41018
6.4	156	243	2	4	85	3	201	772	10.6721	60424.598341031	327.019	179.30579	-62.41016
6.4	155	243	3	62	85	3	199	830	11.4739	60424.598350311	327.019	179.31506	-62.41018
7.8	155	243	2	5	86	3	243	773	10.6860	60424.598341191	330.867	179.31506	-62.41018
6.2	155	243	3	63	86	3	193	831	11.4877	60424.598350471	330.867	179.31506	-62.41018
7.5	155	243	2	5	87	3	235	773	10.6860	60424.598341191	334.714	179.31506	-62.41018
7.1	155	243	3	6	88	3	222	774	10.6998	60424.598341351	338.561	179.31506	-62.41018
6.4	155	243	5	8	88	3	201	776	10.7274	60424.598341671	338.561	179.31506	-62.41018
6.5	155	243	3	7	89	3	203	775	10.7136	60424.598341511	342.408	179.31506	-62.41018
6.0	242	 72	5	41	223	3	188	809	11.1836	60424.598346951	857.945	178.48120	-63.14081
6.1	 56	  5	3	193	230	3	190	961	13.2849	60424.598371271	884.876	180.25700	-63.43070
6.0	 83	232	5	199	243	3	188	967	13.3678	60424.598372231	934.890	179.98376	-62.45718
6.1	197	 42	0	94	246	3	191	862	11.9163	60424.598355431	946.432	178.90637	-63.27280
6.6	197	 42	1	95	247	3	206	863	11.9301	60424.598355591	950.280	178.90637	-63.27280
6.1	219	 67	3	145	253	3	191	913	12.6213	60424.598363591	973.363	178.69943	-63.16428
6.1	219	 67	4	146	254	3	192	914	12.6351	60424.598363751	977.211	178.69943	-63.16428
6.0	 56	206	6	186	254	3	189	954	13.1881	60424.598370151	977.211	180.23721	-62.56811
6.2	219	 67	4	146	255	3	194	914	12.6351	60424.598363751	981.058	178.69943	-63.16428
6.3	220	 67	5	147	255	3	197	915	12.6490	60424.598363911	981.058	178.68991	-63.16420
6.3	 56	206	6	186	255	3	198	954	13.1881	60424.598370151	981.058	180.23721	-62.56811
6.2	219	 67	4	147	256	3	195	915	12.6490	60424.598363911	984.905	178.69943	-63.16428
6.3	220	 67	5	148	256	3	197	916	12.6628	60424.598364071	984.905	178.68991	-63.16420
6.4	 56	206	6	187	256	3	201	955	13.2019	60424.598370311	984.905	180.23721	-62.56811
6.0	219	 67	4	147	257	3	189	915	12.6490	60424.598363911	988.753	178.69943	-63.16428
6.5	220	 67	5	148	257	3	205	916	12.6628	60424.598364071	988.753	178.68991	-63.16420
6.1	 56	206	5	187	257	3	191	955	13.2019	60424.598370311	988.753	180.23721	-62.56811
6.0	 57	183	0	168	11	4	188	1192	16.4782	60424.598408231	42.320	180.23022	-62.66735
6.6	155	243	5	93	77	4	208	1117	15.4414	60424.598396231	296.241	179.31506	-62.41018
6.9	155	243	5	94	78	4	216	1118	15.4552	60424.598396391	300.088	179.31506	-62.41018
6.0	155	243	5	122	78	4	188	1146	15.8423	60424.598400871	300.088	179.31506	-62.41018
6.6	155	243	5	180	78	4	206	1204	16.6441	60424.598410151	300.088	179.31506	-62.41018
6.8	155	243	5	94	79	4	213	1118	15.4552	60424.598396391	303.936	179.31506	-62.41018
7.6	155	243	3	122	79	4	237	1146	15.8423	60424.598400871	303.936	179.31506	-62.41018
6.5	156	243	3	122	79	4	203	1146	15.8423	60424.598400871	303.936	179.30579	-62.41016
6.2	154	243	3	180	79	4	194	1204	16.6441	60424.598410151	303.936	179.32434	-62.41021
8.1	155	243	3	180	79	4	255	1204	16.6441	60424.598410151	303.936	179.31506	-62.41018
6.3	156	243	3	180	79	4	196	1204	16.6441	60424.598410151	303.936	179.30579	-62.41016
6.8	155	243	5	95	80	4	214	1119	15.4691	60424.598396551	307.783	179.31506	-62.41018
6.2	154	243	3	123	80	4	193	1147	15.8561	60424.598401031	307.783	179.32434	-62.41021
7.9	155	243	3	123	80	4	246	1147	15.8561	60424.598401031	307.783	179.31506	-62.41018
6.4	156	243	3	123	80	4	199	1147	15.8561	60424.598401031	307.783	179.30579	-62.41016
6.1	155	243	6	153	80	4	191	1177	16.2708	60424.598405831	307.783	179.31506	-62.41018
6.2	154	243	3	181	80	4	193	1205	16.6579	60424.598410311	307.783	179.32434	-62.41021
8.3	155	243	3	181	80	4	261	1205	16.6579	60424.598410311	307.783	179.31506	-62.41018
6.5	156	243	3	181	80	4	203	1205	16.6579	60424.598410311	307.783	179.30579	-62.41016
7.5	155	243	3	94	81	4	235	1118	15.4552	60424.598396391	311.630	179.31506	-62.41018
6.1	156	243	3	94	81	4	192	1118	15.4552	60424.598396391	311.630	179.30579	-62.41016
6.5	155	243	5	96	81	4	202	1120	15.4829	60424.598396711	311.630	179.31506	-62.41018
6.7	154	243	3	123	81	4	209	1147	15.8561	60424.598401031	311.630	179.32434	-62.41021
8.7	155	243	2	123	81	4	272	1147	15.8561	60424.598401031	311.630	179.31506	-62.41018
7.1	156	243	2	123	81	4	223	1147	15.8561	60424.598401031	311.630	179.30579	-62.41016
6.5	155	243	1	152	81	4	202	1176	16.2570	60424.598405671	311.630	179.31506	-62.41018
6.6	154	243	2	181	81	4	208	1205	16.6579	60424.598410311	311.630	179.32434	-62.41021
8.6	155	243	2	181	81	4	268	1205	16.6579	60424.598410311	311.630	179.31506	-62.41018
6.5	156	243	2	181	81	4	203	1205	16.6579	60424.598410311	311.630	179.30579	-62.41016
6.6	155	244	3	8	82	4	208	1032	14.2664	60424.598382631	315.477	179.31509	-62.40586
6.2	155	243	3	65	82	4	195	1089	15.0543	60424.598391751	315.477	179.31506	-62.41018
7.4	155	243	2	94	82	4	233	1118	15.4552	60424.598396391	315.477	179.31506	-62.41018
6.6	156	243	1	94	82	4	208	1118	15.4552	60424.598396391	315.477	179.30579	-62.41016
6.3	155	243	5	96	82	4	196	1120	15.4829	60424.598396711	315.477	179.31506	-62.41018
8.3	154	243	1	123	82	4	259	1147	15.8561	60424.598401031	315.477	179.32434	-62.41021
11.2	155	243	1	123	82	4	352	1147	15.8561	60424.598401031	315.477	179.31506	-62.41018
9.1	156	243	1	123	82	4	286	1147	15.8561	60424.598401031	315.477	179.30579	-62.41016
7.4	155	243	1	152	82	4	231	1176	16.2570	60424.598405671	315.477	179.31506	-62.41018
6.2	156	243	1	152	82	4	194	1176	16.2570	60424.598405671	315.477	179.30579	-62.41016
7.5	154	243	1	181	82	4	235	1205	16.6579	60424.598410311	315.477	179.32434	-62.41021
9.3	155	243	2	181	82	4	291	1205	16.6579	60424.598410311	315.477	179.31506	-62.41018
7.1	156	243	2	181	82	4	221	1205	16.6579	60424.598410311	315.477	179.30579	-62.41016
7.2	155	243	5	184	82	4	226	1208	16.6994	60424.598410791	315.477	179.31506	-62.41018
6.5	155	243	1	7	83	4	202	1031	14.2525	60424.598382471	319.325	179.31506	-62.41018
6.8	155	244	3	8	83	4	213	1032	14.2664	60424.598382631	319.325	179.31509	-62.40586
7.0	155	243	1	65	83	4	219	1089	15.0543	60424.598391751	319.325	179.31506	-62.41018
8.1	155	243	1	94	83	4	253	1118	15.4552	60424.598396391	319.325	179.31506	-62.41018
7.1	156	243	1	94	83	4	221	1118	15.4552	60424.598396391	319.325	179.30579	-62.41016
6.2	155	243	4	96	83	4	194	1120	15.4829	60424.598396711	319.325	179.31506	-62.41018
10.2	154	243	1	123	83	4	319	1147	15.8561	60424.598401031	319.325	179.32434	-62.41021
12.6	155	243	1	123	83	4	394	1147	15.8561	60424.598401031	319.325	179.31506	-62.41018
9.5	156	243	1	123	83	4	296	1147	15.8561	60424.598401031	319.325	179.30579	-62.41016
7.5	155	243	1	152	83	4	234	1176	16.2570	60424.598405671	319.325	179.31506	-62.41018
7.1	154	243	2	182	83	4	222	1206	16.6717	60424.598410471	319.325	179.32434	-62.41021
9.5	155	243	2	182	83	4	297	1206	16.6717	60424.598410471	319.325	179.31506	-62.41018
7.4	156	243	1	181	83	4	231	1205	16.6579	60424.598410311	319.325	179.30579	-62.41016
6.1	154	243	4	184	83	4	192	1208	16.6994	60424.598410791	319.325	179.32434	-62.41021
7.7	155	243	4	184	83	4	241	1208	16.6994	60424.598410791	319.325	179.31506	-62.41018
6.3	155	243	0	7	84	4	196	1031	14.2525	60424.598382471	323.172	179.31506	-62.41018
6.4	154	243	1	8	84	4	201	1032	14.2664	60424.598382631	323.172	179.32434	-62.41021
8.0	155	243	1	8	84	4	252	1032	14.2664	60424.598382631	323.172	179.31506	-62.41018
7.3	155	243	0	65	84	4	228	1089	15.0543	60424.598391751	323.172	179.31506	-62.41018
6.0	156	243	0	65	84	4	188	1089	15.0543	60424.598391751	323.172	179.30579	-62.41016
6.4	154	243	1	95	84	4	201	1119	15.4691	60424.598396551	323.172	179.32434	-62.41021
9.4	155	243	1	95	84	4	293	1119	15.4691	60424.598396551	323.172	179.31506	-62.41018
7.9	156	243	1	95	84	4	248	1119	15.4691	60424.598396551	323.172	179.30579	-62.41016
7.7	155	243	2	96	84	4	241	1120	15.4829	60424.598396711	323.172	179.31506	-62.41018
6.8	156	243	2	96	84	4	212	1120	15.4829	60424.598396711	323.172	179.30579	-62.41016
6.4	153	243	1	124	84	4	199	1148	15.8700	60424.598401191	323.172	179.33362	-62.41023
11.6	154	243	1	124	84	4	362	1148	15.8700	60424.598401191	323.172	179.32434	-62.41021
13.8	155	243	1	124	84	4	431	1148	15.8700	60424.598401191	323.172	179.31506	-62.41018
10.1	156	243	1	124	84	4	315	1148	15.8700	60424.598401191	323.172	179.30579	-62.41016
7.3	154	243	1	153	84	4	230	1177	16.2708	60424.598405831	323.172	179.32434	-62.41021
9.6	155	243	1	153	84	4	300	1177	16.2708	60424.598405831	323.172	179.31506	-62.41018
7.2	156	243	1	153	84	4	224	1177	16.2708	60424.598405831	323.172	179.30579	-62.41016
7.9	154	243	1	182	84	4	247	1206	16.6717	60424.598410471	323.172	179.32434	-62.41021
10.9	155	243	1	182	84	4	340	1206	16.6717	60424.598410471	323.172	179.31506	-62.41018
8.4	156	243	1	182	84	4	263	1206	16.6717	60424.598410471	323.172	179.30579	-62.41016
6.5	154	243	3	184	84	4	204	1208	16.6994	60424.598410791	323.172	179.32434	-62.41021
8.5	155	243	3	184	84	4	265	1208	16.6994	60424.598410791	323.172	179.31506	-62.41018
6.4	154	243	1	8	85	4	201	1032	14.2664	60424.598382631	327.019	179.32434	-62.41021
8.1	155	243	1	8	85	4	254	1032	14.2664	60424.598382631	327.019	179.31506	-62.41018
6.4	155	243	1	66	85	4	201	1090	15.0682	60424.598391911	327.019	179.31506	-62.41018
6.1	154	243	1	95	85	4	192	1119	15.4691	60424.598396551	327.019	179.32434	-62.41021
8.7	155	243	1	95	85	4	273	1119	15.4691	60424.598396551	327.019	179.31506	-62.41018
6.8	156	243	1	95	85	4	212	1119	15.4691	60424.598396551	327.019	179.30579	-62.41016
7.2	155	243	2	96	85	4	224	1120	15.4829	60424.598396711	327.019	179.31506	-62.41018
11.0	154	243	1	124	85	4	345	1148	15.8700	60424.598401191	327.019	179.32434	-62.41021
13.8	155	243	1	124	85	4	432	1148	15.8700	60424.598401191	327.019	179.31506	-62.41018
10.6	156	243	1	124	85	4	331	1148	15.8700	60424.598401191	327.019	179.30579	-62.41016
6.4	155	243	5	128	85	4	201	1152	15.9252	60424.598401831	327.019	179.31506	-62.41018
7.0	154	243	1	153	85	4	220	1177	16.2708	60424.598405831	327.019	179.32434	-62.41021
9.6	155	243	1	153	85	4	301	1177	16.2708	60424.598405831	327.019	179.31506	-62.41018
7.1	156	243	1	153	85	4	221	1177	16.2708	60424.598405831	327.019	179.30579	-62.41016
8.0	154	243	1	182	85	4	251	1206	16.6717	60424.598410471	327.019	179.32434	-62.41021
11.3	155	243	1	182	85	4	355	1206	16.6717	60424.598410471	327.019	179.31506	-62.41018
8.7	156	243	1	182	85	4	273	1206	16.6717	60424.598410471	327.019	179.30579	-62.41016
6.4	154	243	3	184	85	4	201	1208	16.6994	60424.598410791	327.019	179.32434	-62.41021
8.7	155	243	3	184	85	4	272	1208	16.6994	60424.598410791	327.019	179.31506	-62.41018
6.4	156	243	3	184	85	4	201	1208	16.6994	60424.598410791	327.019	179.30579	-62.41016
6.7	155	243	2	9	86	4	211	1033	14.2802	60424.598382791	330.867	179.31506	-62.41018
6.6	155	243	2	67	86	4	208	1091	15.0820	60424.598392071	330.867	179.31506	-62.41018
6.2	155	243	1	95	86	4	193	1119	15.4691	60424.598396551	330.867	179.31506	-62.41018
7.2	155	243	2	96	86	4	225	1120	15.4829	60424.598396711	330.867	179.31506	-62.41018
9.1	154	243	2	125	86	4	284	1149	15.8838	60424.598401351	330.867	179.32434	-62.41021
11.6	155	243	1	125	86	4	362	1149	15.8838	60424.598401351	330.867	179.31506	-62.41018
9.2	156	243	1	125	86	4	287	1149	15.8838	60424.598401351	330.867	179.30579	-62.41016
6.9	155	242	5	128	86	4	216	1152	15.9252	60424.598401831	330.867	179.31503	-62.41451
6.1	156	243	5	128	86	4	190	1152	15.9252	60424.598401831	330.867	179.30579	-62.41016
6.3	154	243	1	154	86	4	198	1178	16.2847	60424.598405991	330.867	179.32434	-62.41021
8.9	155	243	1	154	86	4	278	1178	16.2847	60424.598405991	330.867	179.31506	-62.41018
6.9	156	243	1	154	86	4	215	1178	16.2847	60424.598405991	330.867	179.30579	-62.41016
6.7	154	243	1	183	86	4	210	1207	16.6856	60424.598410631	330.867	179.32434	-62.41021
9.7	155	243	1	183	86	4	304	1207	16.6856	60424.598410631	330.867	179.31506	-62.41018
7.5	156	243	1	183	86	4	234	1207	16.6856	60424.598410631	330.867	179.30579	-62.41016
6.2	154	243	2	184	86	4	194	1208	16.6994	60424.598410791	330.867	179.32434	-62.41021
8.2	155	243	3	184	86	4	258	1208	16.6994	60424.598410791	330.867	179.31506	-62.41018
6.1	156	243	2	184	86	4	192	1208	16.6994	60424.598410791	330.867	179.30579	-62.41016
6.5	155	243	1	9	87	4	203	1033	14.2802	60424.598382791	334.714	179.31506	-62.41018
7.0	155	243	2	97	87	4	219	1121	15.4967	60424.598396871	334.714	179.31506	-62.41018
9.3	154	243	2	126	87	4	290	1150	15.8976	60424.598401511	334.714	179.32434	-62.41021
11.7	155	243	2	126	87	4	367	1150	15.8976	60424.598401511	334.714	179.31506	-62.41018
9.4	156	243	2	126	87	4	294	1150	15.8976	60424.598401511	334.714	179.30579	-62.41016
7.6	155	243	4	128	87	4	238	1152	15.9252	60424.598401831	334.714	179.31506	-62.41018
6.9	156	243	4	128	87	4	217	1152	15.9252	60424.598401831	334.714	179.30579	-62.41016
7.2	155	243	2	155	87	4	225	1179	16.2985	60424.598406151	334.714	179.31506	-62.41018
7.6	155	243	1	183	87	4	239	1207	16.6856	60424.598410631	334.714	179.31506	-62.41018
8.3	155	243	2	184	87	4	259	1208	16.6994	60424.598410791	334.714	179.31506	-62.41018
6.4	156	243	1	184	87	4	199	1208	16.6994	60424.598410791	334.714	179.30579	-62.41016
6.1	155	243	3	67	88	4	191	1091	15.0820	60424.598392071	338.561	179.31506	-62.41018
6.1	155	243	2	97	88	4	191	1121	15.4967	60424.598396871	338.561	179.31506	-62.41018
7.9	154	243	2	126	88	4	246	1150	15.8976	60424.598401511	338.561	179.32434	-62.41021
10.1	155	243	1	126	88	4	315	1150	15.8976	60424.598401511	338.561	179.31506	-62.41018
8.5	156	243	1	126	88	4	267	1150	15.8976	60424.598401511	338.561	179.30579	-62.41016
6.1	154	242	4	128	88	4	192	1152	15.9252	60424.598401831	338.561	179.32431	-62.41453
7.9	155	242	4	128	88	4	246	1152	15.9252	60424.598401831	338.561	179.31503	-62.41451
6.8	156	243	4	128	88	4	213	1152	15.9252	60424.598401831	338.561	179.30579	-62.41016
7.5	155	243	2	156	88	4	236	1180	16.3123	60424.598406311	338.561	179.31506	-62.41018
7.6	155	243	3	185	88	4	239	1209	16.7132	60424.598410951	338.561	179.31506	-62.41018
6.1	154	243	3	68	89	4	192	1092	15.0958	60424.598392231	342.408	179.32434	-62.41021
6.7	155	243	3	68	89	4	209	1092	15.0958	60424.598392231	342.408	179.31506	-62.41018
7.3	155	242	3	127	89	4	229	1151	15.9114	60424.598401671	342.408	179.31503	-62.41451
6.1	156	242	3	127	89	4	192	1151	15.9114	60424.598401671	342.408	179.30576	-62.41449
7.2	155	242	4	128	89	4	226	1152	15.9252	60424.598401831	342.408	179.31503	-62.41451
