,SNR,lpix,mpix,boxc_width,time,dm,iblk,rawsn,total_sample,obstime_sec,mjd,dm_pccm3,ra_deg,dec_deg,cluster_id
535,6.3,206,139,7,85,48,226,166,57941,800.9764,60381.275820871,214.26,51.6103,-54.59554,229
536,6.3,203,138,7,95,48,226,167,57951,801.1146,60381.275822471,214.26,51.63243,-54.59998,229
537,9.1,204,138,7,93,48,226,240,57949,801.087,60381.275822151,214.26,51.62503,-54.59993,229
538,8.2,205,139,7,93,48,226,215,57949,801.087,60381.275822151,214.26,51.61769,-54.59558,229
539,7.8,204,138,7,96,48,226,205,57952,801.1285,60381.275822632,214.26,51.62503,-54.59993,229
540,7.2,205,139,7,96,48,226,190,57952,801.1285,60381.275822632,214.26,51.61769,-54.59558,229
541,6.0,204,138,7,104,48,226,158,57960,801.239,60381.275823911,214.26,51.62503,-54.59993,229
542,8.5,204,138,7,78,49,226,223,57934,800.8796,60381.275819751,218.724,51.62503,-54.59993,229
543,7.8,205,138,7,79,49,226,206,57935,800.8934,60381.275819911,218.724,51.61763,-54.59988,229
544,6.0,203,138,7,81,49,226,159,57937,800.9211,60381.275820231,218.724,51.63243,-54.59998,229
545,9.2,204,138,7,81,49,226,241,57937,800.9211,60381.275820231,218.724,51.62503,-54.59993,229
546,8.7,205,138,7,81,49,226,229,57937,800.9211,60381.275820231,218.724,51.61763,-54.59988,229
547,6.5,206,139,7,87,49,226,172,57943,801.004,60381.275821191,218.724,51.6103,-54.59554,229
548,6.2,203,138,7,93,49,226,163,57949,801.087,60381.275822151,218.724,51.63243,-54.59998,229
549,9.0,204,138,7,94,49,226,236,57950,801.1008,60381.275822312,218.724,51.62503,-54.59993,229
550,8.1,205,139,7,94,49,226,213,57950,801.1008,60381.275822312,218.724,51.61769,-54.59558,229
551,6.1,206,139,7,88,49,226,161,57944,801.0179,60381.275821351,218.724,51.6103,-54.59554,229
552,6.1,203,138,7,96,49,226,160,57952,801.1285,60381.275822632,218.724,51.63243,-54.59998,229
553,8.1,204,138,7,96,49,226,213,57952,801.1285,60381.275822632,218.724,51.62503,-54.59993,229
554,7.2,205,139,7,96,49,226,190,57952,801.1285,60381.275822632,218.724,51.61769,-54.59558,229
555,6.0,204,138,7,104,49,226,159,57960,801.239,60381.275823911,218.724,51.62503,-54.59993,229
556,6.0,205,138,7,104,49,226,159,57960,801.239,60381.275823911,218.724,51.61763,-54.59988,229
557,6.0,203,138,7,79,50,226,158,57935,800.8934,60381.275819911,223.188,51.63243,-54.59998,229
558,8.7,204,138,7,79,50,226,229,57935,800.8934,60381.275819911,223.188,51.62503,-54.59993,229
559,8.2,205,138,7,79,50,226,215,57935,800.8934,60381.275819911,223.188,51.61763,-54.59988,229
560,6.1,203,138,7,80,50,226,161,57936,800.9073,60381.275820071,223.188,51.63243,-54.59998,229
561,9.0,204,138,7,81,50,226,236,57937,800.9211,60381.275820231,223.188,51.62503,-54.59993,229
562,8.8,205,138,7,82,50,226,231,57938,800.9349,60381.275820391,223.188,51.61763,-54.59988,229
563,7.0,206,139,6,86,50,226,184,57942,800.9902,60381.275821031,223.188,51.6103,-54.59554,229
564,6.4,203,138,7,95,50,226,169,57951,801.1146,60381.275822471,223.188,51.63243,-54.59998,229
565,9.1,204,138,7,95,50,226,239,57951,801.1146,60381.275822471,223.188,51.62503,-54.59993,229
566,8.5,205,138,7,91,50,226,223,57947,801.0593,60381.275821831,223.188,51.61763,-54.59988,229
567,6.7,206,139,7,88,50,226,176,57944,801.0179,60381.275821351,223.188,51.6103,-54.59554,229
568,6.2,203,138,7,96,50,226,163,57952,801.1285,60381.275822632,223.188,51.63243,-54.59998,229
569,8.2,204,138,7,96,50,226,216,57952,801.1285,60381.275822632,223.188,51.62503,-54.59993,229
570,7.3,205,139,7,97,50,226,191,57953,801.1423,60381.275822791,223.188,51.61769,-54.59558,229
571,6.1,204,138,7,104,50,226,160,57960,801.239,60381.275823911,223.188,51.62503,-54.59993,229
572,6.0,205,139,7,104,50,226,159,57960,801.239,60381.275823911,223.188,51.61769,-54.59558,229
573,6.1,203,138,7,79,51,226,160,57935,800.8934,60381.275819911,227.651,51.63243,-54.59998,229
574,8.9,204,138,7,79,51,226,234,57935,800.8934,60381.275819911,227.651,51.62503,-54.59993,229
575,8.2,205,138,7,79,51,226,215,57935,800.8934,60381.275819911,227.651,51.61763,-54.59988,229
576,6.0,203,138,7,80,51,226,159,57936,800.9073,60381.275820071,227.651,51.63243,-54.59998,229
577,9.0,204,138,7,82,51,226,238,57938,800.9349,60381.275820391,227.651,51.62503,-54.59993,229
578,8.7,205,138,7,83,51,226,230,57939,800.9487,60381.275820551,227.651,51.61763,-54.59988,229
579,6.9,206,139,7,86,51,226,181,57942,800.9902,60381.275821031,227.651,51.6103,-54.59554,229
580,6.8,203,138,6,91,51,226,179,57947,801.0593,60381.275821831,227.651,51.63243,-54.59998,229
581,9.2,204,138,7,92,51,226,242,57948,801.0732,60381.275821991,227.651,51.62503,-54.59993,229
582,8.4,205,138,7,92,51,226,222,57948,801.0732,60381.275821991,227.651,51.61763,-54.59988,229
583,6.7,206,139,7,88,51,226,176,57944,801.0179,60381.275821351,227.651,51.6103,-54.59554,229
584,6.0,203,138,7,97,51,226,159,57953,801.1423,60381.275822791,227.651,51.63243,-54.59998,229
585,8.2,204,138,7,96,51,226,215,57952,801.1285,60381.275822632,227.651,51.62503,-54.59993,229
586,7.6,205,139,7,96,51,226,199,57952,801.1285,60381.275822632,227.651,51.61769,-54.59558,229
587,6.7,204,138,7,104,51,226,176,57960,801.239,60381.275823911,227.651,51.62503,-54.59993,229
588,6.4,205,138,6,104,51,226,168,57960,801.239,60381.275823911,227.651,51.61763,-54.59988,229
589,8.1,204,138,6,79,52,226,213,57935,800.8934,60381.275819911,232.115,51.62503,-54.59993,229
590,7.3,205,138,6,79,52,226,192,57935,800.8934,60381.275819911,232.115,51.61763,-54.59988,229
591,6.2,203,138,7,80,52,226,162,57936,800.9073,60381.275820071,232.115,51.63243,-54.59998,229
592,9.2,204,138,7,83,52,226,242,57939,800.9487,60381.275820551,232.115,51.62503,-54.59993,229
593,8.8,205,138,7,83,52,226,232,57939,800.9487,60381.275820551,232.115,51.61763,-54.59988,229
594,7.2,206,139,7,87,52,226,189,57943,801.004,60381.275821191,232.115,51.6103,-54.59554,229
595,6.8,203,138,6,92,52,226,178,57948,801.0732,60381.275821991,232.115,51.63243,-54.59998,229
596,8.9,204,138,6,92,52,226,235,57948,801.0732,60381.275821991,232.115,51.62503,-54.59993,229
597,8.4,205,138,7,92,52,226,220,57948,801.0732,60381.275821991,232.115,51.61763,-54.59988,229
598,6.7,206,139,7,89,52,226,177,57945,801.0317,60381.275821511,232.115,51.6103,-54.59554,229
599,6.2,203,138,7,97,52,226,164,57953,801.1423,60381.275822791,232.115,51.63243,-54.59998,229
600,8.6,204,138,7,96,52,226,226,57952,801.1285,60381.275822632,232.115,51.62503,-54.59993,229
601,7.9,205,139,7,96,52,226,209,57952,801.1285,60381.275822632,232.115,51.61769,-54.59558,229
602,6.5,204,138,7,104,52,226,171,57960,801.239,60381.275823911,232.115,51.62503,-54.59993,229
603,6.0,205,138,7,105,52,226,159,57961,801.2529,60381.275824071,232.115,51.61763,-54.59988,229
604,6.0,203,138,7,77,53,226,159,57933,800.8658,60381.275819591,236.579,51.63243,-54.59998,229
605,8.4,204,138,7,79,53,226,220,57935,800.8934,60381.275819911,236.579,51.62503,-54.59993,229
606,7.4,205,138,7,79,53,226,194,57935,800.8934,60381.275819911,236.579,51.61763,-54.59988,229
607,6.2,203,138,7,80,53,226,162,57936,800.9073,60381.275820071,236.579,51.63243,-54.59998,229
608,9.2,204,138,7,83,53,226,243,57939,800.9487,60381.275820551,236.579,51.62503,-54.59993,229
609,8.9,205,138,7,83,53,226,233,57939,800.9487,60381.275820551,236.579,51.61763,-54.59988,229
610,7.0,206,139,7,87,53,226,184,57943,801.004,60381.275821191,236.579,51.6103,-54.59554,229
611,6.7,203,138,7,93,53,226,176,57949,801.087,60381.275822151,236.579,51.63243,-54.59998,229
612,9.0,204,138,7,94,53,226,238,57950,801.1008,60381.275822312,236.579,51.62503,-54.59993,229
613,8.5,205,139,7,91,53,226,224,57947,801.0593,60381.275821831,236.579,51.61769,-54.59558,229
614,6.6,206,139,7,88,53,226,174,57944,801.0179,60381.275821351,236.579,51.6103,-54.59554,229
615,6.1,203,138,7,98,53,226,160,57954,801.1561,60381.275822951,236.579,51.63243,-54.59998,229
616,8.7,204,138,7,96,53,226,228,57952,801.1285,60381.275822632,236.579,51.62503,-54.59993,229
617,7.9,205,138,7,96,53,226,208,57952,801.1285,60381.275822632,236.579,51.61763,-54.59988,229
618,6.8,204,138,6,104,53,226,180,57960,801.239,60381.275823911,236.579,51.62503,-54.59993,229
619,6.3,205,139,7,104,53,226,167,57960,801.239,60381.275823911,236.579,51.61769,-54.59558,229
620,6.5,203,138,7,78,54,226,170,57934,800.8796,60381.275819751,241.043,51.63243,-54.59998,229
621,8.1,204,138,7,78,54,226,213,57934,800.8796,60381.275819751,241.043,51.62503,-54.59993,229
622,7.0,205,138,6,79,54,226,183,57935,800.8934,60381.275819911,241.043,51.61763,-54.59988,229
623,6.4,203,138,7,81,54,226,169,57937,800.9211,60381.275820231,241.043,51.63243,-54.59998,229
624,9.0,204,138,6,83,54,226,238,57939,800.9487,60381.275820551,241.043,51.62503,-54.59993,229
625,8.8,205,138,7,87,54,226,232,57943,801.004,60381.275821191,241.043,51.61763,-54.59988,229
626,7.0,206,139,6,87,54,226,184,57943,801.004,60381.275821191,241.043,51.6103,-54.59554,229
627,6.8,203,138,7,94,54,226,180,57950,801.1008,60381.275822312,241.043,51.63243,-54.59998,229
628,9.2,204,138,7,94,54,226,243,57950,801.1008,60381.275822312,241.043,51.62503,-54.59993,229
629,9.2,205,138,7,88,54,226,243,57944,801.0179,60381.275821351,241.043,51.61763,-54.59988,229
630,7.6,206,139,7,88,54,226,201,57944,801.0179,60381.275821351,241.043,51.6103,-54.59554,229
631,6.1,203,138,7,96,54,226,161,57952,801.1285,60381.275822632,241.043,51.63243,-54.59998,229
632,8.6,204,138,7,96,54,226,226,57952,801.1285,60381.275822632,241.043,51.62503,-54.59993,229
633,7.6,205,138,7,97,54,226,201,57953,801.1423,60381.275822791,241.043,51.61763,-54.59988,229
634,7.0,204,138,7,104,54,226,184,57960,801.239,60381.275823911,241.043,51.62503,-54.59993,229
635,6.6,205,139,7,104,54,226,174,57960,801.239,60381.275823911,241.043,51.61769,-54.59558,229
636,6.2,203,138,6,79,55,226,163,57935,800.8934,60381.275819911,245.506,51.63243,-54.59998,229
637,8.1,204,138,6,79,55,226,214,57935,800.8934,60381.275819911,245.506,51.62503,-54.59993,229
638,7.0,205,138,6,79,55,226,183,57935,800.8934,60381.275819911,245.506,51.61763,-54.59988,229
639,6.8,203,138,7,82,55,226,178,57938,800.9349,60381.275820391,245.506,51.63243,-54.59998,229
640,9.7,204,138,7,82,55,226,256,57938,800.9349,60381.275820391,245.506,51.62503,-54.59993,229
641,8.9,205,138,7,85,55,226,235,57941,800.9764,60381.275820871,245.506,51.61763,-54.59988,229
642,7.3,206,139,6,87,55,226,192,57943,801.004,60381.275821191,245.506,51.6103,-54.59554,229
643,6.9,203,138,7,94,55,226,182,57950,801.1008,60381.275822312,245.506,51.63243,-54.59998,229
644,9.4,204,138,7,94,55,226,247,57950,801.1008,60381.275822312,245.506,51.62503,-54.59993,229
645,9.6,205,138,7,88,55,226,254,57944,801.0179,60381.275821351,245.506,51.61763,-54.59988,229
646,7.8,206,139,7,88,55,226,205,57944,801.0179,60381.275821351,245.506,51.6103,-54.59554,229
647,6.5,203,138,7,98,55,226,170,57954,801.1561,60381.275822951,245.506,51.63243,-54.59998,229
648,9.0,204,138,7,97,55,226,236,57953,801.1423,60381.275822791,245.506,51.62503,-54.59993,229
649,8.2,205,138,7,97,55,226,216,57953,801.1423,60381.275822791,245.506,51.61763,-54.59988,229
650,7.0,204,138,7,104,55,226,183,57960,801.239,60381.275823911,245.506,51.62503,-54.59993,229
651,6.2,205,139,7,105,55,226,162,57961,801.2529,60381.275824071,245.506,51.61769,-54.59558,229
652,6.2,203,138,5,79,56,226,163,57935,800.8934,60381.275819911,249.97,51.63243,-54.59998,229
653,7.8,204,138,5,79,56,226,205,57935,800.8934,60381.275819911,249.97,51.62503,-54.59993,229
654,6.4,205,138,5,79,56,226,168,57935,800.8934,60381.275819911,249.97,51.61763,-54.59988,229
655,6.6,203,138,7,83,56,226,173,57939,800.9487,60381.275820551,249.97,51.63243,-54.59998,229
656,9.4,204,138,7,83,56,226,247,57939,800.9487,60381.275820551,249.97,51.62503,-54.59993,229
657,8.9,205,138,7,86,56,226,235,57942,800.9902,60381.275821031,249.97,51.61763,-54.59988,229
658,7.1,206,139,5,87,56,226,186,57943,801.004,60381.275821191,249.97,51.6103,-54.59554,229
659,7.0,203,138,7,95,56,226,183,57951,801.1146,60381.275822471,249.97,51.63243,-54.59998,229
660,9.4,204,138,7,95,56,226,247,57951,801.1146,60381.275822471,249.97,51.62503,-54.59993,229
661,9.9,205,138,7,89,56,226,260,57945,801.0317,60381.275821511,249.97,51.61763,-54.59988,229
662,7.8,206,139,7,89,56,226,205,57945,801.0317,60381.275821511,249.97,51.6103,-54.59554,229
663,6.5,203,138,7,96,56,226,171,57952,801.1285,60381.275822632,249.97,51.63243,-54.59998,229
664,9.0,204,138,7,96,56,226,237,57952,801.1285,60381.275822632,249.97,51.62503,-54.59993,229
665,8.3,205,138,7,96,56,226,219,57952,801.1285,60381.275822632,249.97,51.61763,-54.59988,229
666,6.9,204,138,7,105,56,226,182,57961,801.2529,60381.275824071,249.97,51.62503,-54.59993,229
667,6.3,205,139,7,104,56,226,165,57960,801.239,60381.275823911,249.97,51.61769,-54.59558,229
668,7.2,204,138,6,79,57,226,190,57935,800.8934,60381.275819911,254.434,51.62503,-54.59993,229
669,6.5,203,138,7,83,57,226,170,57939,800.9487,60381.275820551,254.434,51.63243,-54.59998,229
670,9.3,204,138,7,83,57,226,246,57939,800.9487,60381.275820551,254.434,51.62503,-54.59993,229
671,9.3,205,138,7,87,57,226,244,57943,801.004,60381.275821191,254.434,51.61763,-54.59988,229
672,6.9,206,139,5,87,57,226,181,57943,801.004,60381.275821191,254.434,51.6103,-54.59554,229
673,6.8,203,138,7,95,57,226,180,57951,801.1146,60381.275822471,254.434,51.63243,-54.59998,229
674,9.2,204,138,7,95,57,226,243,57951,801.1146,60381.275822471,254.434,51.62503,-54.59993,229
675,9.8,205,138,7,89,57,226,257,57945,801.0317,60381.275821511,254.434,51.61763,-54.59988,229
676,7.9,206,139,7,89,57,226,208,57945,801.0317,60381.275821511,254.434,51.6103,-54.59554,229
677,6.8,203,138,7,97,57,226,179,57953,801.1423,60381.275822791,254.434,51.63243,-54.59998,229
678,9.1,204,138,7,97,57,226,239,57953,801.1423,60381.275822791,254.434,51.62503,-54.59993,229
679,8.1,205,138,7,97,57,226,214,57953,801.1423,60381.275822791,254.434,51.61763,-54.59988,229
680,7.5,204,138,7,104,57,226,198,57960,801.239,60381.275823911,254.434,51.62503,-54.59993,229
681,7.1,205,139,7,104,57,226,188,57960,801.239,60381.275823911,254.434,51.61769,-54.59558,229
682,7.3,204,138,6,79,58,226,191,57935,800.8934,60381.275819911,258.898,51.62503,-54.59993,229
683,6.5,203,138,7,84,58,226,170,57940,800.9626,60381.275820711,258.898,51.63243,-54.59998,229
684,9.5,204,138,7,84,58,226,251,57940,800.9626,60381.275820711,258.898,51.62503,-54.59993,229
685,9.2,205,138,7,87,58,226,243,57943,801.004,60381.275821191,258.898,51.61763,-54.59988,229
686,6.3,206,139,5,87,58,226,167,57943,801.004,60381.275821191,258.898,51.6103,-54.59554,229
687,6.7,203,138,6,95,58,226,176,57951,801.1146,60381.275822471,258.898,51.63243,-54.59998,229
688,9.0,204,138,7,95,58,226,237,57951,801.1146,60381.275822471,258.898,51.62503,-54.59993,229
689,9.6,205,138,7,88,58,226,252,57944,801.0179,60381.275821351,258.898,51.61763,-54.59988,229
690,7.7,206,139,6,89,58,226,202,57945,801.0317,60381.275821511,258.898,51.6103,-54.59554,229
691,6.9,203,138,7,97,58,226,181,57953,801.1423,60381.275822791,258.898,51.63243,-54.59998,229
692,9.2,204,138,7,96,58,226,241,57952,801.1285,60381.275822632,258.898,51.62503,-54.59993,229
693,8.4,205,138,7,96,58,226,220,57952,801.1285,60381.275822632,258.898,51.61763,-54.59988,229
694,7.4,204,138,7,104,58,226,194,57960,801.239,60381.275823911,258.898,51.62503,-54.59993,229
695,6.7,205,139,7,104,58,226,176,57960,801.239,60381.275823911,258.898,51.61769,-54.59558,229
696,7.0,204,138,5,79,59,226,184,57935,800.8934,60381.275819911,263.361,51.62503,-54.59993,229
697,6.3,203,138,7,84,59,226,165,57940,800.9626,60381.275820711,263.361,51.63243,-54.59998,229
698,9.4,204,138,7,85,59,226,248,57941,800.9764,60381.275820871,263.361,51.62503,-54.59993,229
699,9.0,205,138,7,87,59,226,236,57943,801.004,60381.275821191,263.361,51.61763,-54.59988,229
700,6.0,206,139,6,87,59,226,159,57943,801.004,60381.275821191,263.361,51.6103,-54.59554,229
701,6.5,203,138,5,95,59,226,172,57951,801.1146,60381.275822471,263.361,51.63243,-54.59998,229
702,9.4,204,138,7,89,59,226,248,57945,801.0317,60381.275821511,263.361,51.62503,-54.59993,229
703,10.1,205,138,7,89,59,226,265,57945,801.0317,60381.275821511,263.361,51.61763,-54.59988,229
704,7.7,206,139,7,90,59,226,204,57946,801.0455,60381.275821671,263.361,51.6103,-54.59554,229
705,6.6,203,138,7,98,59,226,175,57954,801.1561,60381.275822951,263.361,51.63243,-54.59998,229
706,9.0,204,138,7,98,59,226,237,57954,801.1561,60381.275822951,263.361,51.62503,-54.59993,229
707,8.4,205,138,7,99,59,226,222,57955,801.1699,60381.275823111,263.361,51.61763,-54.59988,229
708,7.4,204,138,7,104,59,226,194,57960,801.239,60381.275823911,263.361,51.62503,-54.59993,229
709,6.6,205,139,7,105,59,226,173,57961,801.2529,60381.275824071,263.361,51.61769,-54.59558,229
710,6.1,205,139,7,112,59,226,160,57968,801.3496,60381.275825191,263.361,51.61769,-54.59558,229
711,6.4,204,138,4,79,60,226,168,57935,800.8934,60381.275819911,267.825,51.62503,-54.59993,229
712,6.3,203,138,7,84,60,226,165,57940,800.9626,60381.275820711,267.825,51.63243,-54.59998,229
713,9.2,204,138,7,86,60,226,243,57942,800.9902,60381.275821031,267.825,51.62503,-54.59993,229
714,9.0,205,138,5,87,60,226,238,57943,801.004,60381.275821191,267.825,51.61763,-54.59988,229
715,6.2,206,139,5,87,60,226,164,57943,801.004,60381.275821191,267.825,51.6103,-54.59554,229
716,6.5,203,138,4,95,60,226,170,57951,801.1146,60381.275822471,267.825,51.63243,-54.59998,229
717,9.6,204,138,7,89,60,226,254,57945,801.0317,60381.275821511,267.825,51.62503,-54.59993,229
718,10.3,205,138,7,89,60,226,271,57945,801.0317,60381.275821511,267.825,51.61763,-54.59988,229
719,7.5,206,139,7,90,60,226,197,57946,801.0455,60381.275821671,267.825,51.6103,-54.59554,229
720,7.0,203,138,7,98,60,226,184,57954,801.1561,60381.275822951,267.825,51.63243,-54.59998,229
721,9.2,204,138,7,98,60,226,243,57954,801.1561,60381.275822951,267.825,51.62503,-54.59993,229
722,8.6,205,138,6,98,60,226,226,57954,801.1561,60381.275822951,267.825,51.61763,-54.59988,229
723,7.4,204,138,7,104,60,226,196,57960,801.239,60381.275823911,267.825,51.62503,-54.59993,229
724,7.0,205,138,7,104,60,226,183,57960,801.239,60381.275823911,267.825,51.61763,-54.59988,229
725,6.0,205,139,7,112,60,226,159,57968,801.3496,60381.275825191,267.825,51.61769,-54.59558,229
726,6.5,203,138,7,87,61,226,171,57943,801.004,60381.275821191,272.289,51.63243,-54.59998,229
727,9.4,204,138,7,87,61,226,247,57943,801.004,60381.275821191,272.289,51.62503,-54.59993,229
728,8.6,205,138,7,87,61,226,227,57943,801.004,60381.275821191,272.289,51.61763,-54.59988,229
729,6.1,203,138,6,88,61,226,161,57944,801.0179,60381.275821351,272.289,51.63243,-54.59998,229
730,9.5,204,138,7,91,61,226,251,57947,801.0593,60381.275821831,272.289,51.62503,-54.59993,229
731,10.1,205,138,7,91,61,226,266,57947,801.0593,60381.275821831,272.289,51.61763,-54.59988,229
732,8.1,206,139,7,91,61,226,214,57947,801.0593,60381.275821831,272.289,51.6103,-54.59554,229
733,6.9,203,138,7,100,61,226,181,57956,801.1837,60381.275823271,272.289,51.63243,-54.59998,229
734,9.3,204,138,7,100,61,226,245,57956,801.1837,60381.275823271,272.289,51.62503,-54.59993,229
735,9.0,205,139,7,97,61,226,237,57953,801.1423,60381.275822791,272.289,51.61769,-54.59558,229
736,6.1,206,139,7,97,61,226,161,57953,801.1423,60381.275822791,272.289,51.6103,-54.59554,229
737,7.3,204,138,7,106,61,226,193,57962,801.2667,60381.275824231,272.289,51.62503,-54.59993,229
738,6.8,205,139,7,106,61,226,179,57962,801.2667,60381.275824231,272.289,51.61769,-54.59558,229
739,6.4,204,138,7,112,61,226,168,57968,801.3496,60381.275825191,272.289,51.62503,-54.59993,229
740,6.4,205,139,7,112,61,226,168,57968,801.3496,60381.275825191,272.289,51.61769,-54.59558,229
741,6.7,203,138,7,87,62,226,176,57943,801.004,60381.275821191,276.753,51.63243,-54.59998,229
742,9.6,204,138,7,87,62,226,252,57943,801.004,60381.275821191,276.753,51.62503,-54.59993,229
743,8.6,205,138,7,86,62,226,226,57942,800.9902,60381.275821031,276.753,51.61763,-54.59988,229
744,6.9,203,138,6,90,62,226,181,57946,801.0455,60381.275821671,276.753,51.63243,-54.59998,229
745,10.3,204,138,6,90,62,226,270,57946,801.0455,60381.275821671,276.753,51.62503,-54.59993,229
746,10.4,205,138,6,90,62,226,274,57946,801.0455,60381.275821671,276.753,51.61763,-54.59988,229
747,7.8,206,139,7,91,62,226,206,57947,801.0593,60381.275821831,276.753,51.6103,-54.59554,229
748,7.4,203,138,7,101,62,226,194,57957,801.1976,60381.275823431,276.753,51.63243,-54.59998,229
749,9.8,204,138,7,100,62,226,257,57956,801.1837,60381.275823271,276.753,51.62503,-54.59993,229
750,9.5,205,139,7,97,62,226,249,57953,801.1423,60381.275822791,276.753,51.61769,-54.59558,229
751,6.5,206,139,7,97,62,226,172,57953,801.1423,60381.275822791,276.753,51.6103,-54.59554,229
752,7.7,204,138,7,104,62,226,203,57960,801.239,60381.275823911,276.753,51.62503,-54.59993,229
753,6.9,205,138,7,104,62,226,182,57960,801.239,60381.275823911,276.753,51.61763,-54.59988,229
754,6.3,204,138,7,112,62,226,165,57968,801.3496,60381.275825191,276.753,51.62503,-54.59993,229
755,6.5,205,139,7,112,62,226,172,57968,801.3496,60381.275825191,276.753,51.61769,-54.59558,229
756,7.1,203,138,7,87,63,226,188,57943,801.004,60381.275821191,281.216,51.63243,-54.59998,229
757,10.1,204,138,7,87,63,226,266,57943,801.004,60381.275821191,281.216,51.62503,-54.59993,229
758,8.9,205,138,7,87,63,226,234,57943,801.004,60381.275821191,281.216,51.61763,-54.59988,229
759,7.1,203,138,6,90,63,226,186,57946,801.0455,60381.275821671,281.216,51.63243,-54.59998,229
760,10.2,204,138,6,90,63,226,268,57946,801.0455,60381.275821671,281.216,51.62503,-54.59993,229
761,10.1,205,138,7,92,63,226,267,57948,801.0732,60381.275821991,281.216,51.61763,-54.59988,229
762,7.8,206,139,7,92,63,226,206,57948,801.0732,60381.275821991,281.216,51.6103,-54.59554,229
763,7.4,203,138,7,101,63,226,195,57957,801.1976,60381.275823431,281.216,51.63243,-54.59998,229
764,9.6,204,138,7,100,63,226,253,57956,801.1837,60381.275823271,281.216,51.62503,-54.59993,229
765,9.2,205,139,7,97,63,226,243,57953,801.1423,60381.275822791,281.216,51.61769,-54.59558,229
766,6.8,206,139,7,97,63,226,178,57953,801.1423,60381.275822791,281.216,51.6103,-54.59554,229
767,8.1,204,138,7,104,63,226,212,57960,801.239,60381.275823911,281.216,51.62503,-54.59993,229
768,7.6,205,138,7,104,63,226,201,57960,801.239,60381.275823911,281.216,51.61763,-54.59988,229
769,6.2,204,138,7,114,63,226,162,57970,801.3773,60381.275825511,281.216,51.62503,-54.59993,229
770,6.6,205,139,7,114,63,226,175,57970,801.3773,60381.275825511,281.216,51.61769,-54.59558,229
771,6.6,203,138,7,87,64,226,175,57943,801.004,60381.275821191,285.68,51.63243,-54.59998,229
772,9.7,204,138,7,87,64,226,255,57943,801.004,60381.275821191,285.68,51.62503,-54.59993,229
773,8.7,205,138,7,87,64,226,229,57943,801.004,60381.275821191,285.68,51.61763,-54.59988,229
774,7.4,203,138,6,91,64,226,195,57947,801.0593,60381.275821831,285.68,51.63243,-54.59998,229
775,10.6,204,138,6,91,64,226,279,57947,801.0593,60381.275821831,285.68,51.62503,-54.59993,229
776,10.4,205,138,6,91,64,226,275,57947,801.0593,60381.275821831,285.68,51.61763,-54.59988,229
777,7.7,206,139,7,92,64,226,204,57948,801.0732,60381.275821991,285.68,51.6103,-54.59554,229
778,7.7,203,138,6,101,64,226,202,57957,801.1976,60381.275823431,285.68,51.63243,-54.59998,229
779,9.6,204,138,7,101,64,226,254,57957,801.1976,60381.275823431,285.68,51.62503,-54.59993,229
780,9.3,205,138,7,97,64,226,244,57953,801.1423,60381.275822791,285.68,51.61763,-54.59988,229
781,6.9,206,139,7,97,64,226,181,57953,801.1423,60381.275822791,285.68,51.6103,-54.59554,229
782,8.1,204,138,7,104,64,226,214,57960,801.239,60381.275823911,285.68,51.62503,-54.59993,229
783,7.7,205,138,7,104,64,226,203,57960,801.239,60381.275823911,285.68,51.61763,-54.59988,229
784,6.3,204,138,7,112,64,226,167,57968,801.3496,60381.275825191,285.68,51.62503,-54.59993,229
785,6.9,205,139,7,114,64,226,181,57970,801.3773,60381.275825511,285.68,51.61769,-54.59558,229
786,6.2,203,138,6,87,65,226,163,57943,801.004,60381.275821191,290.144,51.63243,-54.59998,229
787,9.2,204,138,6,87,65,226,241,57943,801.004,60381.275821191,290.144,51.62503,-54.59993,229
788,8.4,205,138,6,87,65,226,222,57943,801.004,60381.275821191,290.144,51.61763,-54.59988,229
789,7.2,203,138,5,91,65,226,190,57947,801.0593,60381.275821831,290.144,51.63243,-54.59998,229
790,10.4,204,138,6,92,65,226,274,57948,801.0732,60381.275821991,290.144,51.62503,-54.59993,229
791,10.4,205,138,6,92,65,226,274,57948,801.0732,60381.275821991,290.144,51.61763,-54.59988,229
792,7.7,206,139,6,92,65,226,203,57948,801.0732,60381.275821991,290.144,51.6103,-54.59554,229
793,8.0,203,138,7,102,65,226,210,57958,801.2114,60381.275823591,290.144,51.63243,-54.59998,229
794,9.8,204,138,7,102,65,226,258,57958,801.2114,60381.275823591,290.144,51.62503,-54.59993,229
795,9.4,205,138,7,97,65,226,247,57953,801.1423,60381.275822791,290.144,51.61763,-54.59988,229
796,7.0,206,139,7,97,65,226,185,57953,801.1423,60381.275822791,290.144,51.6103,-54.59554,229
797,6.2,203,138,7,104,65,226,163,57960,801.239,60381.275823911,290.144,51.63243,-54.59998,229
798,8.1,204,138,7,104,65,226,214,57960,801.239,60381.275823911,290.144,51.62503,-54.59993,229
799,7.5,205,138,7,104,65,226,198,57960,801.239,60381.275823911,290.144,51.61763,-54.59988,229
800,6.7,204,138,7,114,65,226,177,57970,801.3773,60381.275825511,290.144,51.62503,-54.59993,229
801,7.1,205,139,7,114,65,226,187,57970,801.3773,60381.275825511,290.144,51.61769,-54.59558,229
802,8.9,204,138,6,87,66,226,235,57943,801.004,60381.275821191,294.608,51.62503,-54.59993,229
803,8.0,205,138,6,87,66,226,210,57943,801.004,60381.275821191,294.608,51.61763,-54.59988,229
