,SNR,lpix,mpix,boxc_width,time,dm,iblk,rawsn,total_sample,obstime_sec,mjd,dm_pccm3,ra_deg,dec_deg,cluster_id
535,6.1,94,36,3,174,36,235,160,60334,834.0572,60381.276203751,160.695,45.1768,-55.09435,383
536,6.0,128,236,3,243,124,238,159,61171,845.6279,60381.276337671,553.505,44.92165,-54.23507,384
537,6.1,39,92,3,106,108,240,161,61546,850.8119,60381.276397671,482.085,45.58574,-54.85221,385
538,6.0,45,174,6,65,138,240,158,61505,850.2451,60381.276391111,615.998,45.53558,-54.50013,386
539,6.2,103,14,3,70,63,247,163,63302,875.0869,60381.276678631,281.216,45.11002,-55.18868,387
540,6.0,104,14,3,70,63,247,158,63302,875.0869,60381.276678631,281.216,45.10249,-55.1887,387
541,6.2,229,208,0,216,46,249,162,63960,884.183,60381.276783911,205.333,44.17742,-54.35269,388
542,6.1,229,208,0,217,47,249,161,63961,884.1968,60381.276784071,209.796,44.17742,-54.35269,388
543,6.1,252,79,5,197,106,252,160,64709,894.5372,60381.276903751,473.158,43.99541,-54.90569,389
544,6.0,248,255,2,76,80,254,158,65100,899.9424,60381.276966311,357.1,44.04292,-54.14867,390
545,6.0,111,38,3,7,1,263,159,67335,930.8391,60381.277323911,4.464,45.04898,-55.08606,391
546,6.1,60,176,1,92,87,263,160,67420,932.0141,60381.277337511,388.346,45.42429,-54.49222,392
547,6.0,203,158,0,39,93,263,159,67367,931.2814,60381.277329031,415.129,44.36526,-54.56937,393
548,6.0,235,122,5,105,93,263,159,67433,932.1938,60381.277339591,415.129,44.12552,-54.72233,394
549,6.2,165,100,5,110,111,263,162,67438,932.2629,60381.277340391,495.476,44.64484,-54.81991,395
550,6.3,165,100,6,111,112,263,166,67439,932.2767,60381.277340551,499.94,44.64484,-54.81991,395
551,6.0,165,100,5,112,113,263,158,67440,932.2906,60381.277340711,504.404,44.64484,-54.81991,395
552,6.1,165,100,5,112,114,263,161,67440,932.2906,60381.277340711,508.868,44.64484,-54.81991,395
553,6.3,165,100,5,113,116,263,166,67441,932.3044,60381.277340871,517.795,44.64484,-54.81991,395
554,6.3,165,100,5,113,117,263,166,67441,932.3044,60381.277340871,522.259,44.64484,-54.81991,395
555,6.3,165,100,4,113,118,263,167,67441,932.3044,60381.277340871,526.723,44.64484,-54.81991,395
556,6.0,164,100,1,113,121,263,159,67441,932.3044,60381.277340871,540.114,44.65229,-54.81993,395
557,6.0,96,63,5,92,160,263,159,67420,932.0141,60381.277337511,714.2,45.16066,-54.97872,396
558,6.0,253,42,1,76,71,264,158,67660,935.3318,60381.277375911,316.926,43.9847,-55.06418,397
559,6.0,123,91,5,190,158,264,159,67774,936.9078,60381.277394151,705.273,44.95804,-54.85895,398
560,6.0,123,91,3,190,159,264,159,67774,936.9078,60381.277394151,709.736,44.95804,-54.85895,398
561,6.2,57,239,0,61,32,265,162,67901,938.6635,60381.277414471,142.84,45.44395,-54.22056,399
562,6.4,193,61,0,128,121,265,169,67968,939.5897,60381.277425191,540.114,44.4346,-54.9863,400
563,6.2,197,104,0,181,54,269,163,69045,954.4781,60381.277597511,241.043,44.4067,-54.80169,401
564,6.1,232,26,0,15,78,269,161,68879,952.1833,60381.277570951,348.173,44.14077,-55.13417,402
565,6.1,40,226,0,163,6,270,160,69283,957.7682,60381.277635591,26.783,45.56976,-54.27581,403
566,6.1,32,113,0,227,85,276,160,70883,979.8866,60381.277891591,379.419,45.63638,-54.76166,404
567,6.6,99,219,0,236,85,280,174,71916,994.1668,60381.278056871,379.419,45.13498,-54.30813,405
568,6.1,225,32,1,36,55,283,161,72484,1002.0188,60381.278147751,245.506,44.1936,-55.10892,406
569,6.0,140,203,6,133,90,283,159,72581,1003.3597,60381.278163271,401.738,44.83257,-54.37731,407
570,6.5,192,135,0,19,148,283,171,72467,1001.7838,60381.278145031,660.635,44.44542,-54.66874,408
571,6.1,166,1,1,136,0,284,160,72840,1006.9402,60381.278204711,0.0,44.63575,-55.24404,409
572,6.1,169,72,0,217,100,285,160,73177,1011.5989,60381.278258631,446.375,44.61433,-54.93993,410
573,6.0,82,155,6,122,105,287,159,73594,1017.3635,60381.278325351,468.694,45.26191,-54.58335,411
574,6.0,74,159,5,208,128,290,159,74448,1029.1692,60381.278461992,571.36,45.32115,-54.5659,412
575,6.1,22,71,1,185,38,291,161,74681,1032.3901,60381.278499271,169.623,45.71482,-54.94124,413
576,6.0,188,126,0,91,143,298,159,76379,1055.8633,60381.278770951,638.316,44.47467,-54.70757,414
577,6.0,116,85,7,89,68,303,159,77657,1073.5304,60381.278975431,303.535,45.01041,-54.88465,415
578,6.1,53,122,5,142,113,308,161,78990,1091.9578,60381.279188711,504.404,45.47912,-54.72412,416
579,6.1,53,122,5,142,114,308,160,78990,1091.9578,60381.279188711,508.868,45.47912,-54.72412,416
580,6.0,53,122,5,142,115,308,159,78990,1091.9578,60381.279188711,513.331,45.47912,-54.72412,416
581,6.1,178,213,5,244,138,311,160,79860,1103.9846,60381.279327911,615.998,44.55295,-54.33349,417
582,6.0,208,86,1,66,148,314,158,80450,1112.1407,60381.279422311,660.635,44.32378,-54.87843,418
583,6.1,108,11,6,85,149,314,160,80469,1112.4034,60381.279425351,665.099,45.0724,-55.20158,419
584,6.0,8,3,0,7,21,324,158,82951,1146.7146,60381.279822471,93.739,45.82741,-55.23141,420
585,6.0,156,53,1,74,60,324,158,83018,1147.6409,60381.279833192,267.825,44.71127,-55.02165,421
586,6.0,85,126,0,63,89,325,158,83263,1151.0277,60381.279872391,397.274,45.24056,-54.7081,422
587,6.0,191,175,1,247,93,331,158,84983,1174.805,60381.280147592,415.129,44.45498,-54.49673,423
588,6.2,100,233,0,30,99,331,163,84766,1171.8052,60381.280112871,441.911,45.12751,-54.24776,424
589,6.2,234,179,0,82,160,334,162,85586,1183.1409,60381.280244071,714.2,44.13783,-54.47727,425
590,6.1,239,194,5,21,40,335,160,85781,1185.8365,60381.280275271,178.55,44.10238,-54.41235,426
591,6.3,239,194,3,21,41,335,165,85781,1185.8365,60381.280275271,183.014,44.10238,-54.41235,426
592,6.3,238,194,3,22,42,335,165,85782,1185.8503,60381.280275431,187.478,44.10975,-54.41241,426
593,6.5,239,194,4,22,42,335,171,85782,1185.8503,60381.280275431,187.478,44.10238,-54.41235,426
594,6.3,238,194,3,23,43,335,166,85783,1185.8641,60381.280275591,191.941,44.10975,-54.41241,426
595,6.9,239,194,3,22,43,335,182,85782,1185.8503,60381.280275431,191.941,44.10238,-54.41235,426
596,6.3,239,194,3,23,44,335,167,85783,1185.8641,60381.280275591,196.405,44.10238,-54.41235,426
597,6.2,2,205,0,195,145,336,163,86211,1191.7809,60381.280344071,647.244,45.85171,-54.36383,427
